benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,row_family,column_family,station_index,x_m,x_over_l,is_configured_end_station,is_bow_station,zero_mi_target_value_per_m,eq31_row_measure_transport_density_value_per_m,eq32_stokes_body_density_value_per_m,eq32_boundary_proxy_density_value_per_m,eq32_stokes_plus_boundary_proxy_density_value_per_m,eq31_minus_eq32_boundary_proxy_density_value_per_m,row_measure_transport_density_value_per_m,stokes_body_forward_density_value_per_m,normal_variation_density_value_per_m,panel_length_variation_density_value_per_m,lever_variation_density_value_per_m,product_rule_residual_density_value_per_m,waterline_contour_density_value_per_m,boundary_density_value_per_m,section_endpoint_panel_density_value_per_m,section_interior_panel_density_value_per_m,best_mapping_candidate_name,best_mapping_candidate_density_value_per_m,mapping_residual_density_value_per_m,mapped_normalized_y_density_value_per_m,mapped_normalized_arclength_density_value_per_m,dominant_gradient_component,diagnostic_flags,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,10,0.825,0.27499999999999997,False,False,0.0,-8.314480581302515,-0.0,-1.4177982728232386,-1.4177982728232386,-6.896682308479276,-8.314480581302515,-0.0,-5.750873558752225,-2.575679584228927,0.0,0.012072561678634925,-1.4177982728232386,-1.4177982728232386,-1.4177982728232386,-6.896682308479276,mapped_normalized_y_central,-7.666695575934854,-0.6477850053676608,-7.666695575934854,-8.331667379036348,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,11,0.8999999999999999,0.3,False,False,0.0,-7.339660625579714,-0.0,-1.387642469366013,-1.387642469366013,-5.9520181562137005,-7.339660625579714,-0.0,-4.944654872830534,-2.405416188852114,0.0,0.010410436102934411,-1.387642469366013,-1.387642469366013,-1.387642469366013,-5.9520181562137005,mapped_normalized_y_central,-6.765785842947563,-0.5738747826321511,-6.765785842947563,-7.356189823795214,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,12,0.975,0.325,False,False,0.0,-6.094520684724626,-0.0,-1.2644990367358253,-1.2644990367358253,-4.830021647988801,-6.094520684724626,-0.0,-4.015170473465378,-2.0877682325877296,0.0,0.0084180213284826,-1.2644990367358253,-1.2644990367358253,-1.2644990367358253,-4.830021647988801,mapped_normalized_y_central,-5.61898723553149,-0.47553344919313556,-5.61898723553149,-6.109160367175175,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,13,1.05,0.35000000000000003,False,False,0.0,-4.726626944896905,-0.0,-1.0652867033306888,-1.0652867033306888,-3.6613402415662164,-4.726626944896905,-0.0,-3.057175766873814,-1.6758103104033797,0.0,0.006359132380288847,-1.0652867033306888,-1.0652867033306888,-1.0652867033306888,-3.6613402415662164,mapped_normalized_y_central,-4.35987900408291,-0.36674794081399487,-4.35987900408291,-4.738538935060026,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,14,1.125,0.375,False,False,0.0,-3.4227926645425217,-0.0,-0.8285582143554063,-0.8285582143554063,-2.5942344501871153,-3.4227926645425217,-0.0,-2.181393090502106,-1.245895427571737,0.0,0.004495853531321494,-0.8285582143554063,-0.8285582143554063,-0.8285582143554063,-2.5942344501871153,mapped_normalized_y_central,-3.159257764457691,-0.2635349000848306,-3.159257764457691,-3.431724503743494,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,15,1.2,0.39999999999999997,False,False,0.0,-2.3179745365563127,-0.0,-0.5945386372088352,-0.5945386372088352,-1.7234358993474777,-2.3179745365563127,-0.0,-1.4602151324909545,-0.860742219338308,0.0,0.002982815272949948,-0.5945386372088352,-0.5945386372088352,-0.5945386372088352,-1.7234358993474777,mapped_normalized_y_central,-2.141154239636093,-0.17682029692021972,-2.141154239636093,-2.3241701538466715,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,16,1.275,0.425,False,False,0.0,-1.4567520232958882,-0.0,-0.3895671943451697,-0.3895671943451697,-1.0671848289507184,-1.4567520232958882,-0.0,-0.909415391685344,-0.5491802814034934,0.0,0.0018436497929492685,-0.3895671943451697,-0.3895671943451697,-0.3895671943451697,-1.0671848289507184,mapped_normalized_y_central,-1.346874773636078,-0.10987724965981016,-1.346874773636078,-1.4607028461875897,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,17,1.3499999999999999,0.44999999999999996,False,False,0.0,-0.8164792008205526,-0.0,-0.22364738178544197,-0.22364738178544197,-0.5928318190351106,-0.8164792008205526,-0.0,-0.5061532370884725,-0.3113462863102929,0.0,0.0010203225782127884,-0.22364738178544197,-0.22364738178544197,-0.22364738178544197,-0.5928318190351106,mapped_normalized_y_central,-0.7558857883483717,-0.06059341247218086,-0.7558857883483717,-0.8187058921697574,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,18,1.425,0.47500000000000003,False,False,0.0,-0.34756230145726275,-0.0,-0.0957854460561655,-0.0957854460561655,-0.25177685540109723,-0.34756230145726275,-0.0,-0.21434096660949511,-0.1336519381986673,0.0,0.0004306033508997217,-0.0957854460561655,-0.0957854460561655,-0.0957854460561655,-0.25177685540109723,mapped_normalized_y_central,-0.3227292951725958,-0.024833006284666947,-0.3227292951725958,-0.3485036781367602,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,19,1.5,0.5,False,False,0.0,4.650157577400784e-15,-0.0,-0.0,-0.0,4.650157577400784e-15,4.650157577400784e-15,-0.0,5.1670228117567195e-15,1.8595548276377646e-15,0.0,-2.3764200619936997e-15,-0.0,-0.0,-0.0,4.650157577400784e-15,mapped_normalized_arclength_central,3.911074164568067e-15,7.39083412832717e-16,5.11891795257766e-15,3.911074164568067e-15,normal_variation,zero_m3_target,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,20,1.575,0.525,False,False,0.0,0.2666149529056935,-0.0,0.07078767690369954,0.07078767690369954,0.19582727600199396,0.2666149529056935,-0.0,0.16363634334703336,0.10330757363603203,0.0,-0.0003289640773719553,0.07078767690369954,0.07078767690369954,0.07078767690369954,0.19582727600199396,mapped_normalized_y_central,0.24782213264644423,0.01879282025924925,0.24782213264644423,0.26733447035110963,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,21,1.65,0.5499999999999999,False,False,0.0,0.4818413186135051,-0.0,0.12282397392199056,0.12282397392199056,0.35901734469151453,0.4818413186135051,-0.0,0.29604023498629395,0.18639878789545922,0.0,-0.0005977042682481097,0.12282397392199056,0.12282397392199056,0.12282397392199056,0.35901734469151453,mapped_normalized_y_central,0.4467931289705882,0.035048189642916894,0.4467931289705882,0.483138886048295,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,22,1.7249999999999999,0.575,False,False,0.0,0.665409686775029,-0.0,0.16069538653974996,0.16069538653974996,0.504714300235279,0.665409686775029,-0.0,0.41041054061740595,0.25583348895660235,0.0,-0.0008343427989793418,0.16069538653974996,0.16069538653974996,0.16069538653974996,0.504714300235279,mapped_normalized_y_central,0.6164864638586995,0.048923222916329445,0.6164864638586995,0.667177905389837,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,23,1.7999999999999998,0.6,False,False,0.0,0.8275708493606124,-0.0,0.18700715440220966,0.18700715440220966,0.6405636949584028,0.8275708493606124,-0.0,0.5140824945060567,0.3145431043780464,0.0,-0.0010547495234906126,0.18700715440220966,0.18700715440220966,0.18700715440220966,0.6405636949584028,mapped_normalized_y_central,0.7662969294594963,0.06127391990111608,0.7662969294594963,0.8297247961707688,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,24,1.875,0.625,False,False,0.0,0.9686628407310253,-0.0,0.20244016513107968,0.20244016513107968,0.7662226755999456,0.9686628407310253,-0.0,0.6082426431455238,0.3616818150925916,0.0,-0.0012616175070899911,0.20244016513107968,0.20244016513107968,0.20244016513107968,0.7662226755999456,mapped_normalized_y_central,0.8965151553437032,0.07214768538732208,0.8965151553437032,0.971112513272465,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,25,1.95,0.65,False,False,0.0,1.0802056039954455,-0.0,0.20645620459927624,0.20645620459927624,0.8737493993961692,1.0802056039954455,-0.0,0.6883173377601943,0.39333266114265003,0.0,-0.001444394907398842,0.20645620459927624,0.20645620459927624,0.20645620459927624,0.8737493993961692,mapped_normalized_y_central,0.9993650744622129,0.08084052953323262,0.9993650744622129,1.082833639299142,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,26,2.025,0.6749999999999999,False,False,0.0,1.1506449917400177,-0.0,0.19885541122001815,0.19885541122001815,0.9517895805199995,1.1506449917400177,-0.0,0.7471087062057328,0.4051211125850361,0.0,-0.0015848270507511852,0.19885541122001815,0.19885541122001815,0.19885541122001815,0.9517895805199995,mapped_normalized_y_central,1.0643235697540436,0.08632142198597403,1.0643235697540436,1.153303744065951,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,27,2.1,0.7000000000000001,False,False,0.0,1.1748409050415214,-0.0,0.18145765099916977,0.18145765099916977,0.9933832540423516,1.1748409050415214,-0.0,0.7805845165715988,0.3959251763363219,0.0,-0.0016687878663991598,0.18145765099916977,0.18145765099916977,0.18145765099916977,0.9933832540423516,mapped_normalized_y_central,1.0868514687931916,0.08798943624832978,1.0868514687931916,1.1773767296138455,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,28,2.175,0.725,False,False,0.0,1.1598272147488395,-0.0,0.15832126347522313,0.15832126347522313,1.0015059512736164,1.1598272147488395,-0.0,0.7919869413457494,0.36953580520720836,0.0,-0.0016955318041181294,0.15832126347522313,0.15832126347522313,0.15832126347522313,1.0015059512736164,heave_projection_leibniz_endpoint_flux_pitch_current,1.03449680055638,0.1253304141924596,1.0736463709503008,1.1621165967699572,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,29,2.25,0.75,False,False,0.0,1.1212277827656665,-0.0,0.13407074291016838,0.13407074291016838,0.9871570398554981,1.1212277827656665,-0.0,0.7903226095165717,0.3325800621979367,0.0,-0.0016748889488420067,0.13407074291016838,0.13407074291016838,0.13407074291016838,0.9871570398554981,heave_projection_leibniz_endpoint_flux_pitch_current,0.9182837398487513,0.20294404291691515,1.039296919969034,1.1231977769388415,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,30,2.3249999999999997,0.7749999999999999,False,False,0.0,1.0751014499543339,-0.0,0.1120110859894646,0.1120110859894646,0.9630903639648692,1.0751014499543339,-0.0,0.7855555574574563,0.29116191853972817,0.0,-0.001616026042850953,0.1120110859894646,0.1120110859894646,0.1120110859894646,0.9630903639648692,heave_projection_leibniz_endpoint_flux_pitch_current,0.8113035437501573,0.26379790620417654,0.9987826404892243,1.0767254403882796,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,31,2.4,0.7999999999999999,False,False,0.0,1.0332208343328613,-0.0,0.09355912860865917,0.09355912860865917,0.939661705724202,1.0332208343328613,-0.0,0.7855218108376668,0.24921731073453668,0.0,-0.0015182872393421241,0.09355912860865917,0.09355912860865917,0.09355912860865917,0.939661705724202,heave_projection_leibniz_endpoint_flux_pitch_current,0.7238487312383782,0.30937210309448304,0.9631816283138755,1.0345028642976306,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,32,2.475,0.8250000000000001,False,False,0.0,1.0035780348484806,-0.0,0.07879354702128813,0.07879354702128813,0.9247844878271925,1.0035780348484806,-0.0,0.7961666061768847,0.20877899259190322,0.0,-0.0013675639203072248,0.07879354702128813,0.07879354702128813,0.07879354702128813,0.9247844878271925,heave_projection_leibniz_endpoint_flux_pitch_current,0.6585258739019606,0.34505216094652,0.9402120405299749,1.004539970419175,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,33,2.55,0.85,False,False,0.0,0.994080090219399,-0.0,0.0672498888225748,0.0672498888225748,0.9268302013968243,0.994080090219399,-0.0,0.8242915699210817,0.1709231716752935,0.0,-0.0011346513769760855,0.0672498888225748,0.0672498888225748,0.0672498888225748,0.9268302013968243,heave_projection_leibniz_endpoint_flux_pitch_current,0.6145583561621748,0.3795217340572242,0.9377572618410144,0.9947559557120983,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,34,2.625,0.875,False,False,0.0,1.0208819944536562,-0.0,0.058576656519853644,0.058576656519853644,0.9623053379338026,1.0208819944536562,-0.0,0.8848484176174565,0.13680364315754667,0.0,-0.0007700663213468441,0.058576656519853644,0.058576656519853644,0.058576656519853644,0.9623053379338026,heave_projection_leibniz_endpoint_flux_pitch_current,0.5924581106353448,0.4284238838183114,0.9719145482402362,1.0213174717391158,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,35,2.6999999999999997,0.8999999999999999,False,False,0.0,1.1454217498298551,-0.0,0.05359460553139336,0.05359460553139336,1.0918271442984617,1.1454217498298551,-0.0,1.0357562558018358,0.10983691105533269,0.0,-0.00017141702731332317,0.05359460553139336,0.05359460553139336,0.05359460553139336,1.0918271442984617,heave_projection_leibniz_endpoint_flux_pitch_current,0.6060846908926488,0.5393370589372063,1.1032278216782503,1.1456760153900998,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
