benchmark,candidate_name,row_count,coefficient_list,current_pass_count,candidate_conservative_eq31_pass_count,candidate_conservative_hybrid_pass_count,max_current_gate_error_ratio,max_candidate_conservative_eq31_gate_error_ratio,max_candidate_conservative_hybrid_gate_error_ratio,max_abs_candidate_split_product_rule_residual_value,max_abs_candidate_direct_pressure_gradient_correction_value,best_route_by_max_gate,best_route_max_gate_error_ratio,diagnostic_conclusion,candidate_default_gate_eligible,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,heave_projection_leibniz_endpoint_flux_pitch_current,3,"B33,A35,B35",0,0,0,164.37734137762976,132.91935695487982,148.04468409162416,0.8849311409740781,0.8849311409740785,mapping_conservative_eq31,132.91935695487982,mapping_conservative_product_derivative_improves_all_zero_m3_rows_but_gate_remains_open,False,diagnostic_mapping_conservative_product_derivative_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,mapped_normalized_y_central,3,"B33,A35,B35",0,0,0,164.37734137762976,138.59900337424494,153.72433051098932,1.0943102244688707,1.0943102244688712,mapping_conservative_eq31,138.59900337424494,mapping_conservative_product_derivative_improves_all_zero_m3_rows_but_gate_remains_open,False,diagnostic_mapping_conservative_product_derivative_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,mapped_normalized_arclength_central,3,"B33,A35,B35",0,0,0,164.37734137762976,139.23431808650838,154.35964522325273,0.6116510685694512,0.6116510685694507,mapping_conservative_eq31,139.23431808650838,mapping_conservative_product_derivative_improves_all_zero_m3_rows_but_gate_remains_open,False,diagnostic_mapping_conservative_product_derivative_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_equal_panel_x_derivative,3,"B33,A35,B35",0,0,0,164.37734137762976,139.32063843588654,154.44596557263088,0.6187822521884958,0.6187822521884954,mapping_conservative_eq31,139.32063843588654,mapping_conservative_product_derivative_improves_all_zero_m3_rows_but_gate_remains_open,False,diagnostic_mapping_conservative_product_derivative_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,mapped_fixed_y_central,3,"B33,A35,B35",0,0,0,164.37734137762976,163.86340647206674,178.98873360881112,6.36047965127824,6.36047965127824,mapping_conservative_eq31,163.86340647206674,mapping_conservative_product_derivative_improves_some_zero_m3_rows_but_gate_remains_open,False,diagnostic_mapping_conservative_product_derivative_not_hard_gate,INFO
