benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_description,candidate_is_current_default,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,effective_abs_tolerance,gate_error_ratio,error_metric,candidate_gate_status,inner_a_scale,inner_diagonal_sign,inner_free_surface_self_diagonal_scale,provider_route,provider_formulation,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,current_default,Current production default.,True,1.0,10.186413296463698,814.4037430522727,10.186413296463698,9.186413296463698,9.186413296463698,0.15,0.15,61.24275530975799,relative,FAIL,1.0,-1.0,1.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_self_block_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,free_self_diagonal_removed,Diagnostic candidate with only the Eq.23 free-surface self-boundary A_free diagonal removed.,False,1.0,16.97771824590489,1357.3685737600958,16.97771824590489,15.977718245904889,15.977718245904889,0.15,0.15,106.51812163936593,relative,FAIL,1.0,-1.0,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_self_block_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,free_self_diagonal_opposite_sign,Diagnostic candidate with only the Eq.23 free-surface self-boundary A_free diagonal sign reversed.,False,1.0,-37.836526306477474,-3025.030278202874,-37.836526306477474,38.836526306477474,38.836526306477474,0.15,0.15,258.9101753765165,relative,FAIL,1.0,-1.0,-1.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_self_block_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,inner_a_normalized_by_2pi,Diagnostic candidate that applies a 1/(2*pi) normalization to all inner-domain A blocks.,False,1.0,24.256432471210967,1939.301776073317,24.256432471210967,23.256432471210967,23.256432471210967,0.15,0.15,155.04288314140646,relative,FAIL,0.15915494309189535,-1.0,1.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_self_block_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,current_default,Current production default.,True,2.1,9.180428403990165,1327.03117789732,4.371632573328649,7.080428403990165,3.37163257332865,0.15,0.315,22.477550488857666,relative,FAIL,1.0,-1.0,1.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_self_block_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,free_self_diagonal_removed,Diagnostic candidate with only the Eq.23 free-surface self-boundary A_free diagonal removed.,False,2.1,53.5265772795141,7737.268215628428,25.48884632357814,51.4265772795141,24.48884632357814,0.15,0.315,163.25897549052095,relative,FAIL,1.0,-1.0,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_self_block_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,free_self_diagonal_opposite_sign,Diagnostic candidate with only the Eq.23 free-surface self-boundary A_free diagonal sign reversed.,False,2.1,-680.097961419352,-98308.1789991002,-323.8561721044534,682.197961419352,324.8561721044533,0.15,0.315,2165.707814029689,relative,FAIL,1.0,-1.0,-1.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_self_block_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,inner_a_normalized_by_2pi,Diagnostic candidate that applies a 1/(2*pi) normalization to all inner-domain A blocks.,False,2.1,52.336205526639475,7565.199946062018,24.922002631733083,50.23620552663947,23.922002631733083,0.15,0.315,159.4800175448872,relative,FAIL,0.15915494309189535,-1.0,1.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_self_block_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,current_default,Current production default.,True,-0.2,-2.700823452099381,-647.7925049860365,13.504117260496903,2.5008234520993806,12.504117260496903,0.3,0.06,41.68039086832301,relative,FAIL,1.0,-1.0,1.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_self_block_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,free_self_diagonal_removed,Diagnostic candidate with only the Eq.23 free-surface self-boundary A_free diagonal removed.,False,-0.2,-12.856399257694044,-3083.6073619579165,64.28199628847021,12.656399257694044,63.28199628847022,0.3,0.06,210.9399876282341,relative,FAIL,1.0,-1.0,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_self_block_candidate_not_hard_gate
