benchmark,matrix_cell,omega_e_sqrt_l_over_g,omega_rad_s,candidate_name,included_components,a35_component_raw,b35_component_raw,component_force_real,component_force_imag,component_force_abs,component_force_phase_deg,reference_force_real,reference_force_imag,reference_force_abs,reference_force_phase_deg,reference_minus_component_phase_deg,component_abs_over_reference_abs,component_force_residual_norm,component_real_over_reference_real,component_imag_over_reference_imag,diagnostic_conclusion,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,35,2.23,4.031851922917474,time_derivative,time_derivative,16.46547195697444,41.10353878551842,267.6599118223183,-165.7233818911054,314.81116197199293,-31.76399112622876,-389.896080831075,-204.564311467425,440.30161409376393,-152.31563551000383,-120.55164438377507,0.7149897976639092,1.496024799538213,-0.6864903880331223,0.8101285150977829,cell35_component_phase_misaligned,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,2.23,4.031851922917474,pressure_gradient,pressure_gradient,-8.370736254498647,183.53684116590415,-136.07326492806396,-739.9933659809495,752.4002359941142,-100.41940405877033,-389.896080831075,-204.564311467425,440.30161409376393,-152.31563551000383,-51.89623145123352,1.7088291569012681,1.34577204869072,0.348998801521728,3.617411857780416,cell35_component_candidate_still_open,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,2.23,4.031851922917474,stokes_body_forward,stokes_body_forward,0.0,0.0,0.0,-0.0,0.0,-0.0,-389.896080831075,-204.564311467425,440.30161409376393,-152.31563551000383,-152.31563551000383,0.0,1.0,-0.0,0.0,cell35_component_candidate_within_pair_residual_gate,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,2.23,4.031851922917474,row_measure_transport,row_measure_transport,5.492507527126934,-119.39729204020283,89.2852682410661,481.39220150343095,489.6021964750556,79.49257857246295,-389.896080831075,-204.564311467425,440.30161409376393,-152.31563551000383,128.19178591753325,1.1119700241907198,1.9004025790126278,-0.22899760379933012,-2.3532560398742293,cell35_component_phase_misaligned,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,2.23,4.031851922917474,end_term,end_term,-1.7604326998739621,38.71011226032464,-28.617294569427802,-156.07344055314118,158.67535534722555,-100.39021827744835,-389.896080831075,-204.564311467425,440.30161409376393,-152.31563551000383,-51.925417232555475,0.3603787727960384,0.8278835993591386,0.07339723576710286,0.762955372975674,cell35_component_candidate_within_pair_residual_gate,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,2.23,4.031851922917474,time_plus_pressure_gradient,time_derivative;pressure_gradient,8.094735702475793,224.64037995142257,131.58664689425433,-905.716747872055,915.2255858621986,-81.73364582670214,-389.896080831075,-204.564311467425,440.30161409376393,-152.31563551000383,-70.58198968330169,2.0786332744792024,1.9845909904570571,-0.3374915865113943,4.427540372878199,cell35_component_phase_misaligned,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,2.23,4.031851922917474,pressure_gradient_plus_end,pressure_gradient;end_term,-10.131168954372608,222.2469534262288,-164.69055949749173,-896.0668065340908,911.0755743404608,-100.41432098535843,-389.896080831075,-204.564311467425,440.30161409376393,-152.31563551000383,-51.901314524645386,2.0692078910854135,1.6517097233767581,0.4223960372888308,4.38036723075609,cell35_component_candidate_still_open,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,2.23,4.031851922917474,time_plus_end,time_derivative;end_term,14.705039257100477,79.81365104584306,239.04261725289047,-321.7968224442466,400.8672695523119,-53.39366533078471,-389.896080831075,-204.564311467425,440.30161409376393,-152.31563551000383,-98.92197017921913,0.910437883307295,1.453029705008402,-0.6130931522660195,1.573083888073457,cell35_component_phase_misaligned,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,2.23,4.031851922917474,time_plus_pressure_gradient_plus_end,time_derivative;pressure_gradient;end_term,6.334303002601831,263.3504922117472,102.96935232482652,-1061.7901884251962,1066.7713399572601,-84.46094123840346,-389.896080831075,-204.564311467425,440.30161409376393,-152.31563551000383,-67.85469427160037,2.422819507834207,2.2457644291819756,-0.26409435074429144,5.190495745853873,cell35_component_phase_misaligned,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,2.23,4.031851922917474,time_plus_pressure_gradient_plus_stokes_plus_end,time_derivative;pressure_gradient;stokes_body_forward;end_term,6.334303002601831,263.3504922117472,102.96935232482652,-1061.7901884251962,1066.7713399572601,-84.46094123840346,-389.896080831075,-204.564311467425,440.30161409376393,-152.31563551000383,-67.85469427160037,2.422819507834207,2.2457644291819756,-0.26409435074429144,5.190495745853873,cell35_component_phase_misaligned,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
