benchmark,matrix_cell,omega_e_sqrt_l_over_g,omega_rad_s,candidate_name,included_components,a35_component_raw,b35_component_raw,component_force_real,component_force_imag,component_force_abs,component_force_phase_deg,reference_force_real,reference_force_imag,reference_force_abs,reference_force_phase_deg,reference_minus_component_phase_deg,component_abs_over_reference_abs,component_force_residual_norm,component_real_over_reference_real,component_imag_over_reference_imag,diagnostic_conclusion,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,35,1.67,3.019368928821606,time_derivative,time_derivative,16.46547195697444,41.10353878551841,150.10893604964176,-124.10674787360806,194.7695498524314,-39.583189778906025,-397.9637127813165,-195.09308812402497,443.21149547869214,-153.8845973052573,-114.30140752635128,0.43945058248561414,1.24692298947451,-0.37719252089731997,0.6361411829962457,cell35_component_phase_misaligned,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,1.67,3.019368928821606,pressure_gradient,pressure_gradient,-14.925897063356995,183.53684116590412,-136.07326492806396,-554.1654355103972,570.6270790477887,-103.79582448937798,-397.9637127813165,-195.09308812402497,443.21149547869214,-153.8845973052573,-50.08877281587934,1.287482578563268,1.002753151881375,0.3419237999793139,2.8405180359752262,cell35_component_candidate_still_open,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,1.67,3.019368928821606,stokes_body_forward,stokes_body_forward,0.0,0.0,0.0,-0.0,0.0,-0.0,-397.9637127813165,-195.09308812402497,443.21149547869214,-153.8845973052573,-153.8845973052573,0.0,1.0,-0.0,0.0,cell35_component_candidate_within_pair_residual_gate,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,1.67,3.019368928821606,row_measure_transport,row_measure_transport,9.793714612087035,-119.39729204020286,89.2852682410661,360.5044737716278,371.39646569971205,76.08960252115888,-397.9637127813165,-195.09308812402497,443.21149547869214,-153.8845973052573,130.02580017358383,0.8379666806669444,1.6673438032684305,-0.22435530017815697,-1.8478587695656707,cell35_component_phase_misaligned,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,1.67,3.019368928821606,end_term,end_term,-3.1390353806888833,38.71011226032464,-28.617294569427802,-116.88011019002053,120.33249646917803,-103.75782252522876,-397.9637127813165,-195.09308812402497,443.21149547869214,-153.8845973052573,-50.12677478002854,0.2715012983569221,0.8518208997200579,0.07190930642752642,0.5990991854909655,cell35_component_candidate_within_pair_residual_gate,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,1.67,3.019368928821606,time_plus_pressure_gradient,time_derivative;pressure_gradient,1.539574893617445,224.64037995142252,14.035671121577787,-678.2721833840052,678.4173898245376,-88.81453201233171,-397.9637127813165,-195.09308812402497,443.21149547869214,-153.8845973052573,-65.07006529292559,1.5306854554659295,1.4326899819263603,-0.0352687209180061,3.476659218971472,cell35_component_phase_misaligned,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,1.67,3.019368928821606,pressure_gradient_plus_end,pressure_gradient;end_term,-18.06493244404588,222.24695342622877,-164.69055949749176,-671.0455457004177,690.9595536585107,-103.78920634383314,-397.9637127813165,-195.09308812402497,443.21149547869214,-153.8845973052573,-50.09539096142416,1.5589838276018482,1.1959176219199272,0.4138331064068403,3.439617221466192,cell35_component_candidate_still_open,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,1.67,3.019368928821606,time_plus_end,time_derivative;end_term,13.326436576285557,79.81365104584305,121.49164148021394,-240.98685806362857,269.87938918883066,-63.245399742837726,-397.9637127813165,-195.09308812402497,443.21149547869214,-153.8845973052573,-90.63919756241958,0.6089178460891373,1.1765912462318135,-0.3052832144697935,1.2352403684872113,cell35_component_phase_misaligned,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,1.67,3.019368928821606,time_plus_pressure_gradient_plus_end,time_derivative;pressure_gradient;end_term,-1.5994604870714384,263.35049221174717,-14.581623447850015,-795.1522935740257,795.2859823474877,-91.05058094577328,-397.9637127813165,-195.09308812402497,443.21149547869214,-153.8845973052573,-62.834016359484025,1.7943712887873908,1.6066290277945718,0.03664058550952033,4.075758404462437,cell35_component_phase_misaligned,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,1.67,3.019368928821606,time_plus_pressure_gradient_plus_stokes_plus_end,time_derivative;pressure_gradient;stokes_body_forward;end_term,-1.5994604870714384,263.35049221174717,-14.581623447850015,-795.1522935740257,795.2859823474877,-91.05058094577328,-397.9637127813165,-195.09308812402497,443.21149547869214,-153.8845973052573,-62.834016359484025,1.7943712887873908,1.6066290277945718,0.03664058550952033,4.075758404462437,cell35_component_phase_misaligned,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
