benchmark,coefficient,source_row,station_index,x_m,x_over_l,body_normal_velocity_norm,inner_free_surface_normal_derivative_norm,body_potential_norm,free_surface_potential_norm,control_potential_norm,inner_free_surface_normal_derivative_to_body_normal_velocity_ratio,body_potential_to_inner_free_surface_normal_derivative_gain,body_potential_to_body_normal_velocity_gain,free_surface_potential_to_body_potential_ratio,control_potential_to_body_potential_ratio,time_derivative_density_value_per_m,station_trapezoid_weight_m,station_time_derivative_contribution_value,station_abs_contribution_share,coefficient_reference_value,coefficient_computed_value,coefficient_gate_error_ratio,coefficient_status,coefficient_time_component_value,station_integral_time_component_value,required_global_scale_to_reference_from_time_integral,diagnostic_flags,failure_source,gate_role
ma2005_wigley_iii_coefficients,A33,0,0,0.075,0.024999999999999998,0.45431786104139943,5.705296958221553,8.774111943761712,1.165202840561025,0.7391835914815744,12.557941140908968,1.5378887388355618,19.312716263563708,0.1328000882630031,0.08424597226698538,0.41833986323895056,0.0375,0.015687744871460647,0.0015246863370710398,1.0,10.186413296463698,61.24275530975799,FAIL,10.186413296463698,10.1864132964637,0.09816998102238386,peak_free_normal_to_body_velocity_station|peak_body_potential_to_body_velocity_station,free_normal_to_body_potential_scale_suspect,diagnostic_free_normal_to_body_potential_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,1,0.15,0.049999999999999996,0.8714896660775344,5.27278695443901,5.322726520565846,1.2861681673148646,0.9726123014205259,6.050314948852075,1.0094711898201754,6.107618630204498,0.2416370937611379,0.18272821225410804,-0.6100464028096403,0.07499999999999998,-0.045753480210723015,0.0044467644471734985,1.0,10.186413296463698,61.24275530975799,FAIL,10.186413296463698,10.1864132964637,0.09816998102238386,background_station,free_normal_to_body_potential_scale_suspect,diagnostic_free_normal_to_body_potential_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,2,0.22499999999999998,0.075,1.2440363637319745,6.029961733948118,15.553338053840982,1.380152163098666,0.6795684363697099,4.847094433685914,2.579342745456766,12.502317864071633,0.08873671737353062,0.0436927709034066,3.616651198269854,0.075,0.271248839870239,0.02636257814524347,1.0,10.186413296463698,61.24275530975799,FAIL,10.186413296463698,10.1864132964637,0.09816998102238386,background_station,free_normal_to_body_potential_scale_suspect,diagnostic_free_normal_to_body_potential_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,3,0.3,0.09999999999999999,1.5703671514212967,4.811147282172493,10.32495032257964,1.456561911851342,0.8031412582852945,3.063708558739308,2.146047442953641,6.574863918437678,0.14107205035805218,0.07778645254388336,3.047135026804083,0.07500000000000001,0.22853512701030626,0.022211247604319685,1.0,10.186413296463698,61.24275530975799,FAIL,10.186413296463698,10.1864132964637,0.09816998102238386,background_station,free_normal_to_body_potential_scale_suspect,diagnostic_free_normal_to_body_potential_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,4,0.375,0.125,1.8527440548546934,3.719285258777699,10.323577347038933,1.533827995195262,0.8043483503313464,2.007446872670923,2.775688506998697,5.572047212883157,0.14857524127866426,0.07791372344026214,3.6259618540859093,0.07499999999999998,0.27194713905644313,0.026430445594460478,1.0,10.186413296463698,61.24275530975799,FAIL,10.186413296463698,10.1864132964637,0.09816998102238386,background_station,free_normal_to_body_potential_scale_suspect,diagnostic_free_normal_to_body_potential_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,5,0.44999999999999996,0.15,2.0953403577709504,2.736513175001084,11.039667726118005,1.6250496600531839,0.7613353725524298,1.305999364185502,4.034209601827929,5.268675174978323,0.14720095752597595,0.06896361298549211,4.444981044886146,0.07500000000000001,0.333373578366461,0.03240045935477398,1.0,10.186413296463698,61.24275530975799,FAIL,10.186413296463698,10.1864132964637,0.09816998102238386,background_station,free_normal_to_body_potential_scale_suspect,diagnostic_free_normal_to_body_potential_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,6,0.525,0.17500000000000002,2.302923608664771,2.448243872829562,11.995262716748773,1.7343675561578589,0.6888367016063618,1.0631025117889374,4.899537521515463,5.208710645727235,0.14458770909087237,0.05742572862906548,5.388855518729281,0.07500000000000001,0.40416416390469617,0.039280571152089085,1.0,10.186413296463698,61.24275530975799,FAIL,10.186413296463698,10.1864132964637,0.09816998102238386,background_station,free_normal_to_body_potential_scale_suspect,diagnostic_free_normal_to_body_potential_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,7,0.6,0.19999999999999998,2.4801316742599075,3.211702413671704,13.043644259145314,1.855194549401833,0.5962312841528368,1.294972539968106,4.061286688212645,5.259254738173387,0.14222977202871023,0.045710483382341564,6.402637068261417,0.07499999999999996,0.480197780119606,0.046670251233633046,1.0,10.186413296463698,61.24275530975799,FAIL,10.186413296463698,10.1864132964637,0.09816998102238386,background_station,free_normal_to_body_potential_scale_suspect,diagnostic_free_normal_to_body_potential_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,8,0.6749999999999999,0.22499999999999998,2.631144229310742,4.441173754181022,14.086070280381348,1.9724184016744102,0.49196404559336687,1.6879248597270693,3.1716998838697545,5.353591081577217,0.14002616502783852,0.0349255708512657,7.427748047898323,0.07500000000000001,0.5570811035923743,0.054142514060956076,1.0,10.186413296463698,61.24275530975799,FAIL,10.186413296463698,10.1864132964637,0.09816998102238386,background_station,free_normal_to_body_potential_scale_suspect,diagnostic_free_normal_to_body_potential_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,9,0.75,0.25,2.7595752934474778,5.592705605798181,14.994828146147674,2.066924552322586,0.3841956616198653,2.026654470736087,2.6811402571596004,5.433744888843007,0.1378424969047478,0.02562187828198412,8.374857299053868,0.07500000000000001,0.6281142974290402,0.06104620487239388,1.0,10.186413296463698,61.24275530975799,FAIL,10.186413296463698,10.1864132964637,0.09816998102238386,background_station,free_normal_to_body_potential_scale_suspect,diagnostic_free_normal_to_body_potential_not_hard_gate
