benchmark,candidate_name,candidate_operation,row_count,affected_coefficients,pass_count,fail_count,improved_row_count,worsened_row_count,max_gate_error_ratio,median_gate_error_ratio,max_force_residual_norm,median_force_residual_norm,paired_cell_count,paired_cells,unpaired_cells,candidate_default_gate_eligible,candidate_exclusion_reason,diagnostic_conclusion,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,current_ab_split,"A=Re(F)/omega^2, B=-Im(F)/omega; current convention baseline.",4,"A53,A55,B53,B55",0,4,0,0,131.01564946214893,19.212313966856744,16.12394930547156,12.078672317549689,2,53;55,33;35,false,"diagnostic-only A/B force reconstruction; no sign, phase, or split candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III set closes with equation-level traceability.",current_ab_split_baseline,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,added_mass_sign_flipped,Flip added-mass sign A -> -A; keep B.,4,"A53,A55,B53,B55",0,4,0,2,131.01564946214893,29.21231396685674,16.227119808877795,13.07756460845875,2,53;55,33;35,false,"diagnostic-only A/B force reconstruction; no sign, phase, or split candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III set closes with equation-level traceability.",candidate_excluded_no_pairable_ab_gate_improvement,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,damping_sign_flipped,Keep A; flip damping sign B -> -B.,4,"A53,A55,B53,B55",0,4,0,2,144.34898279548227,19.955629073830572,17.760188191936297,12.928046916064753,2,53;55,33;35,false,"diagnostic-only A/B force reconstruction; no sign, phase, or split candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III set closes with equation-level traceability.",candidate_excluded_no_pairable_ab_gate_improvement,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,added_mass_and_damping_sign_flipped,Flip both A and B signs.,4,"A53,A55,B53,B55",0,4,0,4,144.34898279548227,29.21231396685674,17.853906034793923,13.916282091003728,2,53;55,33;35,false,"diagnostic-only A/B force reconstruction; no sign, phase, or split candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III set closes with equation-level traceability.",candidate_excluded_no_pairable_ab_gate_improvement,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,force_phase_plus_90_then_current_split,"Rotate reconstructed complex generalized force by +90 deg, then apply current A/B split.",4,"A53,A55,B53,B55",0,4,2,2,190.0223563744985,54.85086035702621,16.50306077995863,12.664444558712319,2,53;55,33;35,false,"diagnostic-only A/B force reconstruction; no sign, phase, or split candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III set closes with equation-level traceability.",candidate_improves_some_pairable_ab_rows_without_gate_closure,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,force_phase_minus_90_then_current_split,"Rotate reconstructed complex generalized force by -90 deg, then apply current A/B split.",4,"A53,A55,B53,B55",1,3,2,2,203.35568970783183,51.51752702369288,17.504076290900333,13.394607829865768,2,53;55,33;35,false,"diagnostic-only A/B force reconstruction; no sign, phase, or split candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III set closes with equation-level traceability.",candidate_partially_closes_pairable_ab_rows,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,force_real_imag_swapped_then_current_split,"Swap raw complex-force real and imaginary parts, then apply current A/B split.",4,"A53,A55,B53,B55",1,3,2,2,203.35568970783183,54.85086035702621,17.63975043735915,13.146262366287251,2,53;55,33;35,false,"diagnostic-only A/B force reconstruction; no sign, phase, or split candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III set closes with equation-level traceability.",candidate_partially_closes_pairable_ab_rows,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
