benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,mode_column,generalized_row,station_local_index,x_m,x_over_l,row_block_index,row_block_name,free_surface_panel_index,free_surface_panel_y_m,free_surface_panel_length_m,free_surface_potential_abs,free_surface_potential_phase_deg,matrix_column_norm,row_block_contribution_norm,row_block_free_rhs_norm,total_free_rhs_norm,row_block_to_total_free_rhs_norm_ratio,panel_to_row_block_free_rhs_norm_ratio,panel_to_total_free_rhs_norm_ratio,panel_to_row_block_real_alignment,panel_to_row_block_phase_deg,row_block_to_total_real_alignment,row_block_to_total_phase_deg,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,0,0.075,0.024999999999999998,0,eq23_body,0,-0.44999999999999996,0.3,0.8190819078114441,-90.0,0.4108978350054766,0.3365589826118777,1.0782505356411325,4.407780474670668,0.2446243731595311,0.3121343059771895,0.07635565894125526,0.9967442236975128,0.0,0.24462437315953112,0.0,diagnostic_inner_free_surface_rhs_block_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,0,0.075,0.024999999999999998,0,eq23_body,1,-0.15,0.3,0.08918328386927035,-90.0,2.3094316583505643,0.2059626991633582,1.0782505356411325,4.407780474670668,0.2446243731595311,0.19101562424997254,0.046727077345826054,0.9888297579899561,0.0,0.24462437315953112,0.0,diagnostic_inner_free_surface_rhs_block_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,0,0.075,0.024999999999999998,0,eq23_body,2,0.14999999999999997,0.29999999999999993,0.08918328386927407,-90.0,2.3094316583505647,0.2059626991633668,1.0782505356411325,4.407780474670668,0.2446243731595311,0.19101562424998053,0.04672707734582801,0.9888297579899562,0.0,0.24462437315953112,0.0,diagnostic_inner_free_surface_rhs_block_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,0,0.075,0.024999999999999998,0,eq23_body,3,0.44999999999999996,0.30000000000000004,0.8190819078114422,-90.0,0.41089783500547666,0.336558982611877,1.0782505356411325,4.407780474670668,0.2446243731595311,0.31213430597718883,0.0763556589412551,0.996744223697513,0.0,0.24462437315953112,0.0,diagnostic_inner_free_surface_rhs_block_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,0,0.075,0.024999999999999998,1,eq23_free_surface,0,-0.44999999999999996,0.3,0.8190819078114441,-90.0,3.141592653589793,2.573221704268745,3.660592683848475,4.407780474670668,0.8304843457799427,0.7029522065163095,0.5837908033432645,0.7029522065163095,0.0,0.8304843457799428,0.0,diagnostic_inner_free_surface_rhs_block_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,0,0.075,0.024999999999999998,1,eq23_free_surface,1,-0.15,0.3,0.08918328386927035,-90.0,3.141592653589793,0.28017754942671286,3.660592683848475,4.407780474670668,0.8304843457799427,0.07653884865774113,0.06356431565427419,0.07653884865774112,0.0,0.8304843457799428,0.0,diagnostic_inner_free_surface_rhs_block_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,0,0.075,0.024999999999999998,1,eq23_free_surface,2,0.14999999999999997,0.29999999999999993,0.08918328386927407,-90.0,3.141592653589793,0.2801775494267245,3.660592683848475,4.407780474670668,0.8304843457799427,0.07653884865774431,0.06356431565427684,0.07653884865774431,0.0,0.8304843457799428,0.0,diagnostic_inner_free_surface_rhs_block_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,0,0.075,0.024999999999999998,1,eq23_free_surface,3,0.44999999999999996,0.30000000000000004,0.8190819078114422,-90.0,3.141592653589793,2.573221704268739,3.660592683848475,4.407780474670668,0.8304843457799427,0.702952206516308,0.5837908033432632,0.702952206516308,0.0,0.8304843457799428,0.0,diagnostic_inner_free_surface_rhs_block_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,0,0.075,0.024999999999999998,2,eq23_inner_control,0,-0.44999999999999996,0.3,0.8190819078114441,-90.0,1.5818241185109596,1.2956435168121125,2.2058934013756457,4.407780474670668,0.5004544609360251,0.5873554524457617,0.29394465633157874,0.7922166740964872,0.0,0.5004544609360251,0.0,diagnostic_inner_free_surface_rhs_block_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,0,0.075,0.024999999999999998,2,eq23_inner_control,1,-0.15,0.3,0.08918328386927035,-90.0,1.032795585800654,0.09210810190738909,2.2058934013756457,4.407780474670668,0.5004544609360251,0.041755463727280916,0.020896708090770117,0.830722828934079,0.0,0.5004544609360251,0.0,diagnostic_inner_free_surface_rhs_block_not_hard_gate
