benchmark,row_count,matched_row_count,frequency_mismatch_count,value_close_count,external_integrated_reference_status,default_promotion_allowed_by_journee_table,gate_role,path_diagnostic_status,source_reference
ma2005_wigley_iii_coefficients,8,8,8,7,FOUND_JOURNEE_INTEGRATED_COEFFICIENT_TABLES_NOT_SECTION_PRESSURE,False,journee_integrated_reference_cross_audit_not_hard_gate,INFO,D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\benchmarks\ma2005\journee1992_wigley_iii_forced_coefficients.csv
