benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,station_index,x_m,x_over_l,total_density_value_per_m,time_derivative_density_value_per_m,pressure_gradient_density_value_per_m,stokes_body_forward_density_value_per_m,total_density_sign,pressure_gradient_density_sign,stokes_body_forward_density_sign
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,11,0.8999999999999999,0.3,9.460755313052859,9.460755313052859,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,12,0.975,0.325,9.312096971724364,9.312096971724364,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,13,1.05,0.35000000000000003,8.675781923973911,8.675781923973911,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,14,1.125,0.375,7.71471530252483,7.71471530252483,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,15,1.2,0.39999999999999997,6.648744690657129,6.648744690657129,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,16,1.275,0.425,5.649190287969038,5.649190287969038,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,17,1.3499999999999999,0.44999999999999996,4.800396104778636,4.800396104778636,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,18,1.425,0.47500000000000003,4.119302269694326,4.119302269694326,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,19,1.5,0.5,3.5891104602342323,3.5891104602342323,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,20,1.575,0.525,3.182430942583715,3.182430942583715,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,21,1.65,0.5499999999999999,2.871179591020089,2.871179591020089,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,22,1.7249999999999999,0.575,2.6282353205334124,2.6282353205334124,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,23,1.7999999999999998,0.6,2.4259736958650837,2.4259736958650837,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,24,1.875,0.625,2.235900032010504,2.235900032010504,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,25,1.95,0.65,2.0328608556674475,2.0328608556674475,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,26,2.025,0.6749999999999999,1.8038638349263667,1.8038638349263667,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,27,2.1,0.7000000000000001,1.5545240308106814,1.5545240308106814,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,28,2.175,0.725,1.3044472713187147,1.3044472713187147,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,29,2.25,0.75,1.074069680497909,1.074069680497909,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,30,2.3249999999999997,0.7749999999999999,0.8750289955612092,0.8750289955612092,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,31,2.4,0.7999999999999999,0.7096018241189028,0.7096018241189028,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,32,2.475,0.8250000000000001,0.5748841234169363,0.5748841234169363,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,33,2.55,0.85,0.46679680461641937,0.46679680461641937,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,34,2.625,0.875,0.3831753884345942,0.3831753884345942,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,35,2.6999999999999997,0.8999999999999999,0.33094821027772536,0.33094821027772536,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,36,2.775,0.9249999999999999,0.4113036613765014,0.4113036613765014,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,37,2.85,0.9500000000000001,-0.07494561062799471,-0.07494561062799471,0.0,0.0,negative,zero,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,38,2.925,0.975,0.04548979332284989,0.04548979332284989,0.0,0.0,positive,zero,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,0,0.075,0.024999999999999998,30.50424375906946,-0.0,30.50424375906946,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,1,0.15,0.049999999999999996,-13.35128921665132,-0.0,-13.35128921665132,-0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,2,0.22499999999999998,0.075,-25.839929112059565,-0.0,-25.839929112059565,-0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,3,0.3,0.09999999999999999,13.298206007898884,-0.0,13.298206007898884,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,4,0.375,0.125,-1.0840542821351165,-0.0,-1.0840542821351165,-0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,5,0.44999999999999996,0.15,-4.414429101745167,-0.0,-4.414429101745167,-0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,6,0.525,0.17500000000000002,-6.068428031534763,-0.0,-6.068428031534763,-0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,7,0.6,0.19999999999999998,-6.815661048478835,-0.0,-6.815661048478835,-0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,8,0.6749999999999999,0.22499999999999998,-6.502221277635289,-0.0,-6.502221277635289,-0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,9,0.75,0.25,-4.5899725303025445,-0.0,-4.5899725303025445,-0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,10,0.825,0.27499999999999997,-0.5273972833909051,-0.0,-0.5273972833909051,-0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,11,0.8999999999999999,0.3,5.556314041581878,-0.0,5.556314041581878,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,12,0.975,0.325,12.281148426436138,-0.0,12.281148426436138,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,13,1.05,0.35000000000000003,17.49235175509765,-0.0,17.49235175509765,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,14,1.125,0.375,19.687786185538965,-0.0,19.687786185538965,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,15,1.2,0.39999999999999997,18.915285137364663,-0.0,18.915285137364663,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,16,1.275,0.425,16.31193607450911,-0.0,16.31193607450911,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,17,1.3499999999999999,0.44999999999999996,13.107174638786761,-0.0,13.107174638786761,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,18,1.425,0.47500000000000003,10.071959373944273,-0.0,10.071959373944273,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,19,1.5,0.5,7.515216464714168,-0.0,7.515216464714168,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,20,1.575,0.525,5.487351571495815,-0.0,5.487351571495815,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,21,1.65,0.5499999999999999,3.9562307350823853,-0.0,3.9562307350823853,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,22,1.7249999999999999,0.575,2.898324869513656,-0.0,2.898324869513656,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,23,1.7999999999999998,0.6,2.3145702537462944,-0.0,2.3145702537462944,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,24,1.875,0.625,2.1843328243434414,-0.0,2.1843328243434414,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,25,1.95,0.65,2.3894555520035197,-0.0,2.3894555520035197,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,26,2.025,0.6749999999999999,2.691180060111007,-0.0,2.691180060111007,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,27,2.1,0.7000000000000001,2.831664118276938,-0.0,2.831664118276938,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,28,2.175,0.725,2.687480126685119,-0.0,2.687480126685119,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,29,2.25,0.75,2.3107508143606763,-0.0,2.3107508143606763,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,30,2.3249999999999997,0.7749999999999999,1.8327370117545911,-0.0,1.8327370117545911,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,31,2.4,0.7999999999999999,1.3574839326139594,-0.0,1.3574839326139594,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,32,2.475,0.8250000000000001,0.9259324415375412,-0.0,0.9259324415375412,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,33,2.55,0.85,0.5203282816247581,-0.0,0.5203282816247581,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,34,2.625,0.875,0.019159167630103942,-0.0,0.019159167630103942,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,35,2.6999999999999997,0.8999999999999999,-1.6977268967398513,-0.0,-1.6977268967398513,-0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,36,2.775,0.9249999999999999,2.9100584192319228,-0.0,2.9100584192319228,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,37,2.85,0.9500000000000001,1.5525241769492388,-0.0,1.5525241769492388,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,38,2.925,0.975,-3.511362640631651,-0.0,-3.511362640631651,-0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,0,0.075,0.024999999999999998,-4.931403536334821,0.4915731319441916,-5.422976668279012,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,1,0.15,0.049999999999999996,2.098880229075095,-0.2746822983295851,2.3735625274046797,0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,2,0.22499999999999998,0.075,5.730488593068115,1.1367234175908576,4.593765175477257,0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,3,0.3,0.09999999999999999,-1.7565991168524933,0.6075263956628623,-2.3641255125153546,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,4,0.375,0.125,0.6274197109162357,0.434698949647771,0.19272076126846469,0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,5,0.44999999999999996,0.15,1.0609866475693506,0.2761992517035415,0.7847873958658091,0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,6,0.525,0.17500000000000002,1.1773912409413363,0.09855959089071105,1.0788316500506254,0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,7,0.6,0.19999999999999998,1.1082012131384804,-0.10347186214664315,1.2116730752851235,0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,8,0.6749999999999999,0.22499999999999998,0.8294795447574252,-0.32647090459996136,1.1559504493573869,0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,9,0.75,0.25,0.25628441692020776,-0.5597106995780217,0.8159951164982294,0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,10,0.825,0.27499999999999997,-0.6890842376461677,-0.7828437546934386,0.09375951704727102,0.0,negative,positive,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,11,0.8999999999999999,0.3,-1.953929342966618,-0.966140180018731,-0.987789162947887,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,12,0.975,0.325,-3.2630646738255167,-1.0797493980146489,-2.1833152758108674,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,13,1.05,0.35000000000000003,-4.220046619956545,-1.1102951968280759,-3.109751423128469,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,14,1.125,0.375,-4.570079024966922,-1.070028147537768,-3.500050877429154,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,15,1.2,0.39999999999999997,-4.350856104606116,-0.9881387468523961,-3.36271735775372,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,16,1.275,0.425,-3.793794834813326,-0.8938950882339317,-2.8998997465793943,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,17,1.3499999999999999,0.44999999999999996,-3.1366857848391767,-0.8065214046104205,-2.3301643802287564,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,18,1.425,0.47500000000000003,-2.5252997643981687,-0.7347292090302991,-1.7905705553678701,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,19,1.5,0.5,-2.016557046248329,-0.6805185636324749,-1.336038482615854,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,20,1.575,0.525,-1.6182056033669223,-0.6426764351009988,-0.9755291682659235,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,21,1.65,0.5499999999999999,-1.3218793703351737,-0.618549461876084,-0.7033299084590897,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,22,1.7249999999999999,0.575,-1.1195960817258974,-0.6043383271456946,-0.5152577545802026,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,23,1.7999999999999998,0.6,-1.0061043998933923,-0.5946252436718286,-0.4114791562215639,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,24,1.875,0.625,-0.9704597506539449,-0.5821339152151093,-0.38832583543883575,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,25,1.95,0.65,-0.9838040078500278,-0.5590119097160685,-0.42479209813395935,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,26,2.025,0.6749999999999999,-0.9985992076586221,-0.5201671969722205,-0.4784320106864016,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,27,2.1,0.7000000000000001,-0.969994536269475,-0.4665875819091299,-0.5034069543603451,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,28,2.175,0.725,-0.8827724610080617,-0.40499821626404015,-0.4777742447440217,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,29,2.25,0.75,-0.754431082963756,-0.3436309381885256,-0.4108001447752305,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,30,2.3249999999999997,0.7749999999999999,-0.6140508313294267,-0.28823091812861046,-0.32581991320081627,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,31,2.4,0.7999999999999999,-0.48244275776473605,-0.24111228085558753,-0.24133047690914852,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,32,2.475,0.8250000000000001,-0.3669201551128534,-0.2023099432839573,-0.16461021182889612,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,33,2.55,0.85,-0.2635363220660187,-0.1710335164438396,-0.09250280562217904,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,34,2.625,0.875,-0.1503911494603851,-0.1469850752150335,-0.0034060742453516212,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,35,2.6999999999999997,0.8999999999999999,0.1682516425979053,-0.13356647237806804,0.3018181149759733,0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,36,2.775,0.9249999999999999,-0.6925832896570033,-0.17523957068243945,-0.517343718974564,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,37,2.85,0.9500000000000001,-0.24226607172457704,0.03373822639973186,-0.27600429812430893,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,38,2.925,0.975,0.6026345953950506,-0.021607651828353704,0.6242422472234044,0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,0,0.075,0.024999999999999998,19.79228755541464,0.16733594529558005,19.624951610119066,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,1,0.15,0.049999999999999996,1.2361850394021403,-0.2440185611238562,1.4802036005259966,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,2,0.22499999999999998,0.075,-5.436968822917108,1.4466604793079416,-6.88362930222505,-0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,3,0.3,0.09999999999999999,10.060900876506942,1.2188540107216337,8.842046865785308,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,4,0.375,0.125,5.432716606331386,1.4503847416343645,3.982331864697022,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,5,0.44999999999999996,0.15,5.121100465590253,1.777992417954459,3.3431080476357935,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,6,0.525,0.17500000000000002,5.395486734159401,2.155542207491714,3.2399445266676867,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,7,0.6,0.19999999999999998,5.82327415850903,2.561054827304568,3.262219331204463,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,8,0.6749999999999999,0.22499999999999998,6.223041842024553,2.9710992191593304,3.2519426228652226,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,9,0.75,0.25,6.416949884754732,3.3499429196215487,3.0670069651331824,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,10,0.825,0.27499999999999997,6.200382122554685,3.643110596948665,2.55727152560602,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,11,0.8999999999999999,0.3,5.432435981843902,3.7843021252211453,1.6481338566227568,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,12,0.975,0.325,4.1886451339949105,3.724838788689747,0.46380634530516385,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,13,1.05,0.35000000000000003,2.7939848660436706,3.4703127695895666,-0.6763279035458958,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,14,1.125,0.375,1.6296730946051947,3.085886121009934,-1.456213026404739,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,15,1.2,0.39999999999999997,0.8960218022726517,2.659497876262852,-1.7634760739902002,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,16,1.275,0.425,0.5656637846225134,2.259676115187616,-1.694012330565103,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,17,1.3499999999999999,0.44999999999999996,0.5013331625598322,1.9201584419114552,-1.4188252793516232,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,18,1.425,0.47500000000000003,0.5725567263544925,1.6477209078777313,-1.0751641815232384,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,19,1.5,0.5,0.697134451274993,1.4356441840936935,-0.7385097328187006,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,20,1.575,0.525,0.8315481441567281,1.272972377033486,-0.44142423287675825,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,21,1.65,0.5499999999999999,0.9479850715923913,1.1484718364080362,-0.2004867648156447,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,22,1.7249999999999999,0.575,1.0163665230144372,1.0512941282133657,-0.0349276051989285,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,23,1.7999999999999998,0.6,0.9988901891872093,0.9703894783460346,0.028500710841174764,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,24,1.875,0.625,0.863423504941188,0.8943600128042021,-0.030936507863014186,-0.0,positive,negative,zero
