benchmark,coefficient,source_row,station_index,x_m,x_over_l,lever_arm_m,waterplane_beam_m,effective_draft_m,submerged_area_m2,omega_rad_s,rho_water_kg_m3,normalization_scale,reference_value,matched_body_normal_velocity_norm,matched_body_potential_norm,matched_body_potential_to_normal_velocity_gain,matched_pressure_to_potential_formula_ratio,independent_section_body_normal_velocity_norm,independent_section_body_potential_norm,independent_section_body_potential_to_normal_velocity_gain,independent_section_pressure_norm,independent_section_pressure_to_potential_formula_ratio,independent_to_matched_body_potential_norm_ratio,independent_to_matched_body_potential_gain_ratio,matched_time_density_value_per_m,independent_section_time_density_value_per_m,independent_to_matched_abs_ratio,independent_to_matched_signed_ratio,sign_agreement,section_bem_heave_force_real_per_m,section_bem_heave_force_imag_per_m,section_bem_generalized_force_real_per_m,section_bem_generalized_force_imag_per_m,section_bem_heave_added_mass_per_m,section_bem_heave_damping_per_m,section_bem_condition_number,section_bem_residual_norm,section_bem_body_panel_count,section_bem_free_surface_panel_count,section_bem_status,section_geometry_source,independent_reference_status,equation_position,diagnostic_conclusion,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,A33,0,10,0.825,0.27499999999999997,0.675,0.23924999999999996,0.1875,0.029906249999999995,1.808005346599764,1025.0,79.95,1.0,2.8684748780043114,15.581780533233681,5.4320784374707225,1.0,2.880655670373848,0.20898093297355788,0.07254630781555249,387.28461025743957,1.0,0.013411877578934693,0.013355165734560234,9.10777649237166,0.13233585428622519,0.01452998483187031,0.01452998483187031,yes,34.58560795486967,-0.01448727558281546,34.58560795486967,-0.01448727558281546,10.580251550183704,0.00801284996754077,4.394626490135522,1.8080336725889076e-16,8,8,experimental_section_pressure_transfer_not_validated,analytic_wigley_parabolic_open_section_from_station_waterplane_beam,EXPERIMENTAL_OPEN_SECTION_BEM_REFERENCE_NOT_HARD_GATE,"A1/Ma Eq.30 time-pressure p=-rho*i*omega*phi; A33 uses the heave generalized-force row, and A53 multiplies the same section heave force by the longitudinal pitch lever.",independent_open_section_bem_scale_reported,false,The independent section-BEM comparison is a scale audit only; it is not a coefficient fit and does not alter matched_bie_station_sweep.,diagnostic_open_section_pressure_reference_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,0,11,0.8999999999999999,0.3,0.6000000000000001,0.252,0.1875,0.0315,1.808005346599764,1025.0,79.95,1.0,2.960377446889284,15.62633973653724,5.2784957380881075,1.0,2.972372199303186,0.21890187774314873,0.07364551377329728,405.6701594738493,1.0,0.014008519041174826,0.013951988867186618,9.460755313052859,0.14572218099543766,0.01540280624258266,0.01540280624258266,yes,38.084087259799915,-0.016198859924064363,38.084087259799915,-0.016198859924064363,11.65048837058524,0.008959519923173261,4.53020464133585,1.380553884150873e-16,8,8,experimental_section_pressure_transfer_not_validated,analytic_wigley_parabolic_open_section_from_station_waterplane_beam,EXPERIMENTAL_OPEN_SECTION_BEM_REFERENCE_NOT_HARD_GATE,"A1/Ma Eq.30 time-pressure p=-rho*i*omega*phi; A33 uses the heave generalized-force row, and A53 multiplies the same section heave force by the longitudinal pitch lever.",independent_open_section_bem_scale_reported,false,The independent section-BEM comparison is a scale audit only; it is not a coefficient fit and does not alter matched_bie_station_sweep.,diagnostic_open_section_pressure_reference_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,0,12,0.975,0.325,0.525,0.26325,0.1875,0.03290625,1.808005346599764,1025.0,79.95,1.0,3.0373653715499573,14.983831371253412,4.933167248037471,1.0,3.049110776587258,0.22754738436383715,0.07462745732659848,421.6920597229743,1.0,0.015186194954141597,0.015127696584032707,9.312096971724364,0.1579774462761058,0.016964755280770277,0.016964755280770277,yes,41.28696680190322,-0.017832697773788844,41.28696680190322,-0.017832697773788844,12.63029682977466,0.009863188627913083,4.643688390616702,2.351706280031107e-16,8,8,experimental_section_pressure_transfer_not_validated,analytic_wigley_parabolic_open_section_from_station_waterplane_beam,EXPERIMENTAL_OPEN_SECTION_BEM_REFERENCE_NOT_HARD_GATE,"A1/Ma Eq.30 time-pressure p=-rho*i*omega*phi; A33 uses the heave generalized-force row, and A53 multiplies the same section heave force by the longitudinal pitch lever.",independent_open_section_bem_scale_reported,false,The independent section-BEM comparison is a scale audit only; it is not a coefficient fit and does not alter matched_bie_station_sweep.,diagnostic_open_section_pressure_reference_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,0,13,1.05,0.35000000000000003,0.44999999999999996,0.273,0.1875,0.034125,1.808005346599764,1025.0,79.95,1.0,3.1011322882208208,13.706137294860127,4.419720289560302,1.0,3.112600721168199,0.23495654921350437,0.0754856052096917,435.42276462656264,1.0,0.01714243365281437,0.017079272049861198,8.675781923973911,0.16892678596963007,0.01947107332225955,0.01947107332225955,yes,44.14854631901479,-0.019353112143230287,44.14854631901479,-0.019353112143230287,13.505696538271925,0.010704123292349125,4.737615763361223,1.6759811675675317e-16,8,8,experimental_section_pressure_transfer_not_validated,analytic_wigley_parabolic_open_section_from_station_waterplane_beam,EXPERIMENTAL_OPEN_SECTION_BEM_REFERENCE_NOT_HARD_GATE,"A1/Ma Eq.30 time-pressure p=-rho*i*omega*phi; A33 uses the heave generalized-force row, and A53 multiplies the same section heave force by the longitudinal pitch lever.",independent_open_section_bem_scale_reported,false,The independent section-BEM comparison is a scale audit only; it is not a coefficient fit and does not alter matched_bie_station_sweep.,diagnostic_open_section_pressure_reference_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,0,14,1.125,0.375,0.375,0.28125,0.1875,0.03515625,1.808005346599764,1025.0,79.95,1.0,3.1530398903471624,12.04100039378408,3.818854442865395,1.0,3.1642322821535505,0.2411642393231735,0.07621571927046995,446.9268899575868,1.0,0.020028588276408462,0.019957743980753333,7.71471530252483,0.17842421720991963,0.02312777726891956,0.02312777726891956,yes,46.630673594549194,-0.02072284798496264,46.630673594549194,-0.02072284798496264,14.265016165933075,0.01146171830959194,4.814050931657985,2.462678528618961e-16,8,8,experimental_section_pressure_transfer_not_validated,analytic_wigley_parabolic_open_section_from_station_waterplane_beam,EXPERIMENTAL_OPEN_SECTION_BEM_REFERENCE_NOT_HARD_GATE,"A1/Ma Eq.30 time-pressure p=-rho*i*omega*phi; A33 uses the heave generalized-force row, and A53 multiplies the same section heave force by the longitudinal pitch lever.",independent_open_section_bem_scale_reported,false,The independent section-BEM comparison is a scale audit only; it is not a coefficient fit and does not alter matched_bie_station_sweep.,diagnostic_open_section_pressure_reference_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,0,15,1.2,0.39999999999999997,0.30000000000000004,0.288,0.1875,0.036,1.808005346599764,1025.0,79.95,1.0,3.1941659237126663,10.293879619119538,3.2227128661978464,1.0,3.205091612912328,0.24620154853809248,0.07681576013185464,456.2620590004628,0.9999999999999999,0.023917274890295513,0.023835744393350747,6.648744690657129,0.1863485370893396,0.028027627132562048,0.028027627132562048,yes,48.70167258523714,-0.021905630580335293,48.70167258523714,-0.021905630580335293,14.898565540292703,0.012115910288391705,4.8746775606118335,1.8421304863043073e-16,8,8,experimental_section_pressure_transfer_not_validated,analytic_wigley_parabolic_open_section_from_station_waterplane_beam,EXPERIMENTAL_OPEN_SECTION_BEM_REFERENCE_NOT_HARD_GATE,"A1/Ma Eq.30 time-pressure p=-rho*i*omega*phi; A33 uses the heave generalized-force row, and A53 multiplies the same section heave force by the longitudinal pitch lever.",independent_open_section_bem_scale_reported,false,The independent section-BEM comparison is a scale audit only; it is not a coefficient fit and does not alter matched_bie_station_sweep.,diagnostic_open_section_pressure_reference_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,0,16,1.275,0.425,0.2250000000000001,0.29325,0.1875,0.03665625,1.808005346599764,1025.0,79.95,1.0,3.2253431085880275,8.689928291830242,2.6942647647910145,1.0,3.2360439277977093,0.2500931423043522,0.07728360550239909,463.4739818950595,1.0,0.028779655470744795,0.028684488069751275,5.649190287969038,0.19260634288705272,0.03409450435706554,0.03409450435706554,yes,50.33713274941386,-0.022866700334759744,50.33713274941386,-0.022866700334759744,15.398877113819866,0.012647473846116739,4.92071355981766,1.9830735327019566e-16,8,8,experimental_section_pressure_transfer_not_validated,analytic_wigley_parabolic_open_section_from_station_waterplane_beam,EXPERIMENTAL_OPEN_SECTION_BEM_REFERENCE_NOT_HARD_GATE,"A1/Ma Eq.30 time-pressure p=-rho*i*omega*phi; A33 uses the heave generalized-force row, and A53 multiplies the same section heave force by the longitudinal pitch lever.",independent_open_section_bem_scale_reported,false,The independent section-BEM comparison is a scale audit only; it is not a coefficient fit and does not alter matched_bie_station_sweep.,diagnostic_open_section_pressure_reference_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,0,17,1.3499999999999999,0.44999999999999996,0.15000000000000013,0.297,0.1875,0.037125,1.808005346599764,1025.0,79.95,1.0,3.2471895194476614,7.333940182759733,2.258550090420105,1.0,3.257724430922484,0.2528584511064656,0.07761812162696159,468.59866732176044,1.0,0.0344778447608385,0.03436634943638736,4.800396104778636,0.19712656037724016,0.04106464468234344,0.04106464468234344,yes,51.518479035570266,-0.023576206249366682,51.518479035570266,-0.023576206249366682,15.76026850216035,0.01303989852336743,4.953031270702498,1.1814346034359522e-16,8,8,experimental_section_pressure_transfer_not_validated,analytic_wigley_parabolic_open_section_from_station_waterplane_beam,EXPERIMENTAL_OPEN_SECTION_BEM_REFERENCE_NOT_HARD_GATE,"A1/Ma Eq.30 time-pressure p=-rho*i*omega*phi; A33 uses the heave generalized-force row, and A53 multiplies the same section heave force by the longitudinal pitch lever.",independent_open_section_bem_scale_reported,false,The independent section-BEM comparison is a scale audit only; it is not a coefficient fit and does not alter matched_bie_station_sweep.,diagnostic_open_section_pressure_reference_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,0,18,1.425,0.47500000000000003,0.07499999999999996,0.29925,0.1875,0.03740625,1.808005346599764,1025.0,79.95,1.0,3.260131191047544,6.242765596722292,1.9148817120811539,1.0,3.270564486755635,0.2545118428275854,0.07781893427212573,471.662741920364,1.0,0.04076908525305107,0.04063902944038755,4.119302269694326,0.19985864250059762,0.04851759580037524,0.04851759580037524,yes,52.232501110151645,-0.02401145789240643,52.232501110151645,-0.02401145789240643,15.978698467922781,0.013280634339695797,4.972212115027505,3.0048054223723764e-16,8,8,experimental_section_pressure_transfer_not_validated,analytic_wigley_parabolic_open_section_from_station_waterplane_beam,EXPERIMENTAL_OPEN_SECTION_BEM_REFERENCE_NOT_HARD_GATE,"A1/Ma Eq.30 time-pressure p=-rho*i*omega*phi; A33 uses the heave generalized-force row, and A53 multiplies the same section heave force by the longitudinal pitch lever.",independent_open_section_bem_scale_reported,false,The independent section-BEM comparison is a scale audit only; it is not a coefficient fit and does not alter matched_bie_station_sweep.,diagnostic_open_section_pressure_reference_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,0,19,1.5,0.5,0.0,0.3,0.1875,0.0375,1.808005346599764,1025.0,79.95,1.0,3.2644176850830453,5.390302670169368,1.6512294657637359,1.0,3.2748167679200906,0.25506200452544664,0.07788588571550592,472.68230459387223,1.0,0.04731867951256109,0.04716842045904365,3.5891104602342323,0.20077264268005895,0.05593938801954737,0.05593938801954737,yes,52.47137251841836,-0.024158167705798407,52.47137251841836,-0.024158167705798407,16.051772782270714,0.013361778908027904,4.978572707991519,3.1850969757000695e-16,8,8,experimental_section_pressure_transfer_not_validated,analytic_wigley_parabolic_open_section_from_station_waterplane_beam,EXPERIMENTAL_OPEN_SECTION_BEM_REFERENCE_NOT_HARD_GATE,"A1/Ma Eq.30 time-pressure p=-rho*i*omega*phi; A33 uses the heave generalized-force row, and A53 multiplies the same section heave force by the longitudinal pitch lever.",independent_open_section_bem_scale_reported,false,The independent section-BEM comparison is a scale audit only; it is not a coefficient fit and does not alter matched_bie_station_sweep.,diagnostic_open_section_pressure_reference_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,0,20,1.575,0.525,-0.07499999999999996,0.29924999999999996,0.1875,0.037406249999999995,1.808005346599764,1025.0,79.95,1.0,3.260131191047543,4.736787413198354,1.4529438036744569,1.0,3.270564486755636,0.2545118428275853,0.07781893427212569,471.6627419203639,1.0,0.05373089831273109,0.053559493543606874,3.182430942583715,0.1998586425005975,0.06280062194793097,0.06280062194793097,yes,52.23250111015162,-0.024011457892406413,52.23250111015162,-0.024011457892406413,15.978698467922772,0.013280634339695788,4.972212115027509,3.848643092085529e-16,8,8,experimental_section_pressure_transfer_not_validated,analytic_wigley_parabolic_open_section_from_station_waterplane_beam,EXPERIMENTAL_OPEN_SECTION_BEM_REFERENCE_NOT_HARD_GATE,"A1/Ma Eq.30 time-pressure p=-rho*i*omega*phi; A33 uses the heave generalized-force row, and A53 multiplies the same section heave force by the longitudinal pitch lever.",independent_open_section_bem_scale_reported,false,The independent section-BEM comparison is a scale audit only; it is not a coefficient fit and does not alter matched_bie_station_sweep.,diagnostic_open_section_pressure_reference_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,0,21,1.65,0.5499999999999999,-0.1499999999999999,0.297,0.1875,0.037125,1.808005346599764,1025.0,79.95,1.0,3.2471895194476614,4.241316784517166,1.3061500596486906,1.0,3.257724430922484,0.2528584511064656,0.07761812162696159,468.59866732176044,1.0,0.05961791206672414,0.059425118158198606,2.871179591020089,0.19712656037724016,0.06865699414755311,0.06865699414755311,yes,51.518479035570266,-0.023576206249366682,51.518479035570266,-0.023576206249366682,15.76026850216035,0.01303989852336743,4.953031270702498,1.1814346034359522e-16,8,8,experimental_section_pressure_transfer_not_validated,analytic_wigley_parabolic_open_section_from_station_waterplane_beam,EXPERIMENTAL_OPEN_SECTION_BEM_REFERENCE_NOT_HARD_GATE,"A1/Ma Eq.30 time-pressure p=-rho*i*omega*phi; A33 uses the heave generalized-force row, and A53 multiplies the same section heave force by the longitudinal pitch lever.",independent_open_section_bem_scale_reported,false,The independent section-BEM comparison is a scale audit only; it is not a coefficient fit and does not alter matched_bie_station_sweep.,diagnostic_open_section_pressure_reference_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,0,22,1.7249999999999999,0.575,-0.22499999999999987,0.29325,0.1875,0.03665625,1.808005346599764,1025.0,79.95,1.0,3.2253431085880275,3.864237149038493,1.1980856048304755,1.0,3.2360439277977093,0.2500931423043522,0.07728360550239909,463.4739818950595,1.0,0.0647199259927877,0.06450591275849142,2.6282353205334124,0.19260634288705272,0.07328352274329925,0.07328352274329925,yes,50.33713274941386,-0.022866700334759744,50.33713274941386,-0.022866700334759744,15.398877113819866,0.012647473846116739,4.92071355981766,1.9830735327019566e-16,8,8,experimental_section_pressure_transfer_not_validated,analytic_wigley_parabolic_open_section_from_station_waterplane_beam,EXPERIMENTAL_OPEN_SECTION_BEM_REFERENCE_NOT_HARD_GATE,"A1/Ma Eq.30 time-pressure p=-rho*i*omega*phi; A33 uses the heave generalized-force row, and A53 multiplies the same section heave force by the longitudinal pitch lever.",independent_open_section_bem_scale_reported,false,The independent section-BEM comparison is a scale audit only; it is not a coefficient fit and does not alter matched_bie_station_sweep.,diagnostic_open_section_pressure_reference_not_hard_gate,INFO
