benchmark,pair_count,real_scale_plausible_count,ab_scale_consistent_count,max_real_scale_residual_norm,median_real_scale_residual_norm,complex_scale_abs_min,complex_scale_abs_max,complex_scale_abs_max_over_min,complex_scale_phase_span_deg,max_ab_required_scale_log10_abs_delta,diagnostic_conclusion,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,8,0,2,0.9620987842024001,0.8507566963664169,0.2689552831782764,1.634675228037139,6.077869929603124,174.6090604525242,1.807685400410094,journee_complex_scale_phase_varies_across_pairs,False,"The audit can diagnose pair-specific phase/scale demands, but no pair-specific fitted scale is allowed into the default Gate 1 provider.",diagnostic_journee_complex_scale_phase_not_hard_gate,INFO
