benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,candidate_recomputed_matched_bie,free_surface_time_direction_sign,free_surface_dynamic_gravity_sign,free_surface_potential_elevation_level,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,error_metric,candidate_gate_status,matched_heave_free_surface_potential_norm_max,matched_pitch_free_surface_potential_norm_max,matched_heave_free_surface_potential_increment_to_normal_derivative_gain_max,matched_heave_free_surface_potential_increment_normal_derivative_phase_deg_median,matched_selected_body_pressure_to_body_potential_gain_max,matched_selected_body_pressure_forward_to_time_norm_ratio_max,matched_selected_pressure_gradient_component_value,provider_route,provider_formulation,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,current_eq19_22,0,Current Eq.19-Eq.22 staggered update: positive local-time step and -g*eta_updated dynamic condition.,True,False,1.0,-1.0,updated,1.0,10.186413296463698,814.4037430522727,10.186413296463698,9.186413296463698,9.186413296463698,0.15,0.0,0.15,61.24275530975799,61.24275530975799,0.0,relative,FAIL,2.1204375693946798,2.6504447470662806,0.4722992045862161,180.0,82303.6654461855,44.4002565596761,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,reverse_local_time,1,Uses a negative local-time increment in both kinematic and dynamic updates; diagnostic for station-order time mapping.,False,True,-1.0,-1.0,updated,1.0,10.186413296463698,814.4037430522727,10.186413296463698,9.186413296463698,9.186413296463698,0.15,0.0,0.15,61.24275530975799,61.24275530975799,0.0,relative,FAIL,2.1204375693946798,2.6504447470662806,0.4722992045862161,180.0,82303.6654461855,44.4002565596761,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,dynamic_gravity_sign_flipped,2,Flips only the free-surface dynamic condition sign from -g*eta to +g*eta.,False,True,1.0,1.0,updated,1.0,-102.10751715241123,-8163.4959963352785,-102.10751715241123,103.10751715241123,103.10751715241123,0.15,0.0,0.15,687.3834476827416,61.24275530975799,626.1406923729836,relative,FAIL,239.71123545653762,368.0182630474804,0.09251611717212903,0.0,80303.05474006016,43.320435287380654,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,potential_uses_previous_elevation,3,Updates phi with the previous half-step elevation instead of the newly updated half-step elevation.,False,True,1.0,-1.0,previous,1.0,10.536208957769283,842.3699061736542,10.536208957769283,9.536208957769283,9.536208957769283,0.15,0.0,0.15,63.57472638512856,61.24275530975799,2.331971075370568,relative,FAIL,2.298509970863566,2.8768667589218127,0.3304944354952521,180.0,96712.17660940843,52.17684729650002,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,potential_uses_average_elevation,4,Updates phi with the average of previous and updated half-step elevations.,False,True,1.0,-1.0,average,1.0,10.34184529448874,826.8305312943749,10.34184529448874,9.34184529448874,9.34184529448874,0.15,0.0,0.15,62.27896862992494,61.24275530975799,1.0362133201669508,relative,FAIL,2.2034381931261007,2.747725226856933,0.4039203078793265,180.0,85940.8811883349,46.36339508698246,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,reverse_time_and_dynamic_sign,5,"Uses reverse local time and flips the dynamic sign, separating dt direction from the sign of the pressure-potential update.",False,True,-1.0,1.0,updated,1.0,-102.10751715241123,-8163.4959963352785,-102.10751715241123,103.10751715241123,103.10751715241123,0.15,0.0,0.15,687.3834476827416,61.24275530975799,626.1406923729836,relative,FAIL,239.71123545653762,368.0182630474804,0.09251611717212903,0.0,80303.05474006016,43.320435287380654,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,current_eq19_22,0,Current Eq.19-Eq.22 staggered update: positive local-time step and -g*eta_updated dynamic condition.,True,False,1.0,-1.0,updated,2.1,9.180428403990165,1327.03117789732,4.371632573328649,7.080428403990165,3.37163257332865,0.15,0.0,0.315,22.477550488857666,22.477550488857666,0.0,relative,FAIL,4.2408751387893595,2.951974955441217,0.4722992045862161,180.0,82366.23372191955,22.20012827983805,8.678420568103425,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,reverse_local_time,1,Uses a negative local-time increment in both kinematic and dynamic updates; diagnostic for station-order time mapping.,False,True,-1.0,-1.0,updated,2.1,9.180428403990165,1327.03117789732,4.371632573328649,7.080428403990165,3.37163257332865,0.15,0.0,0.315,22.477550488857666,22.477550488857666,0.0,relative,FAIL,4.2408751387893595,2.951974955441217,0.4722992045862161,180.0,82366.23372191955,22.20012827983805,8.678420568103425,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,dynamic_gravity_sign_flipped,2,Flips only the free-surface dynamic condition sign from -g*eta to +g*eta.,False,True,1.0,1.0,updated,2.1,-963.306531751086,-139245.9856176441,-458.7173960719457,965.406531751086,459.7173960719457,0.15,0.0,0.315,3064.7826404796383,22.477550488857666,3042.3050899907807,relative,FAIL,479.42247091307524,541.7713444620593,0.09251611717212903,0.0,80367.18056670488,21.660217643690327,-712.3730647136725,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,potential_uses_previous_elevation,3,Updates phi with the previous half-step elevation instead of the newly updated half-step elevation.,False,True,1.0,-1.0,previous,2.1,10.317202193424633,1491.3518603766208,4.912953425440301,8.217202193424633,3.912953425440301,0.15,0.0,0.315,26.08635616960201,22.477550488857666,3.608805680744343,relative,FAIL,4.597019941727132,3.2351668953549386,0.3304944354952521,180.0,96765.42882758107,26.08842364825001,9.901488152723555,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,potential_uses_average_elevation,4,Updates phi with the average of previous and updated half-step elevations.,False,True,1.0,-1.0,average,2.1,9.667239891905732,1397.3997918436758,4.603447567574158,7.567239891905732,3.603447567574158,0.15,0.0,0.315,24.022983783827723,22.477550488857666,1.5454332949700564,relative,FAIL,4.406876386252201,3.0843531208748267,0.4039203078793265,180.0,86000.80331650247,23.18169754349123,9.211682844992596,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,reverse_time_and_dynamic_sign,5,"Uses reverse local time and flips the dynamic sign, separating dt direction from the sign of the pressure-potential update.",False,True,-1.0,1.0,updated,2.1,-963.306531751086,-139245.9856176441,-458.7173960719457,965.406531751086,459.7173960719457,0.15,0.0,0.315,3064.7826404796383,22.477550488857666,3042.3050899907807,relative,FAIL,479.42247091307524,541.7713444620593,0.09251611717212903,0.0,80367.18056670488,21.660217643690327,-712.3730647136725,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,current_eq19_22,0,Current Eq.19-Eq.22 staggered update: positive local-time step and -g*eta_updated dynamic condition.,True,False,1.0,-1.0,updated,-0.2,-2.700823452099381,-647.7925049860365,13.504117260496903,2.5008234520993806,12.504117260496903,0.3,0.0,0.06,41.68039086832301,41.68039086832301,0.0,relative,FAIL,3.1806563540920196,2.777981778464992,0.47229920458621644,180.0,79214.91136997481,28.485863198553776,-1.5428303232183869,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,reverse_local_time,1,Uses a negative local-time increment in both kinematic and dynamic updates; diagnostic for station-order time mapping.,False,True,-1.0,-1.0,updated,-0.2,-2.700823452099381,-647.7925049860365,13.504117260496903,2.5008234520993806,12.504117260496903,0.3,0.0,0.06,41.68039086832301,41.68039086832301,0.0,relative,FAIL,3.1806563540920196,2.777981778464992,0.47229920458621644,180.0,79214.91136997481,28.485863198553776,-1.5428303232183869,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,dynamic_gravity_sign_flipped,2,Flips only the free-surface dynamic condition sign from -g*eta to +g*eta.,False,True,1.0,1.0,updated,-0.2,201.3291368572893,48288.793475220846,-1006.6456842864466,201.5291368572893,1007.6456842864465,0.3,0.0,0.06,3358.8189476214884,41.68039086832301,3317.138556753165,relative,FAIL,359.56685318480646,448.66868269326596,0.09251611717212901,0.0,77270.85635750357,27.786071701270433,126.64410039354178,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,potential_uses_previous_elevation,3,Updates phi with the previous half-step elevation instead of the newly updated half-step elevation.,False,True,1.0,-1.0,previous,-0.2,-3.0640624030427226,-734.9153673697971,15.320312015213613,2.8640624030427224,14.320312015213611,0.3,0.0,0.06,47.73437338404538,41.68039086832301,6.0539825157223675,relative,FAIL,3.4477649562953485,3.031309681805974,0.3304944354952515,180.0,78407.8006665572,28.195319808468437,-1.7602645604841862,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,potential_uses_average_elevation,4,Updates phi with the average of previous and updated half-step elevations.,False,True,1.0,-1.0,average,-0.2,-2.861235904852454,-686.2674317788611,14.30617952426227,2.661235904852454,13.30617952426227,0.3,0.0,0.06,44.3539317475409,41.68039086832301,2.6735408792178887,relative,FAIL,3.3051572896891517,2.8834080869680214,0.4039203078793268,180.0,78812.76183921947,28.341097923195775,-1.6376325057764605,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,reverse_time_and_dynamic_sign,5,"Uses reverse local time and flips the dynamic sign, separating dt direction from the sign of the pressure-potential update.",False,True,-1.0,1.0,updated,-0.2,201.3291368572893,48288.793475220846,-1006.6456842864466,201.5291368572893,1007.6456842864465,0.3,0.0,0.06,3358.8189476214884,41.68039086832301,3317.138556753165,relative,FAIL,359.56685318480646,448.66868269326596,0.09251611717212901,0.0,77270.85635750357,27.786071701270433,126.64410039354178,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,current_eq19_22,0,Current Eq.19-Eq.22 staggered update: positive local-time step and -g*eta_updated dynamic condition.,True,False,1.0,-1.0,updated,0.13,6.54071631372756,2836.3821682849434,50.31320241328893,6.41071631372756,49.31320241328892,0.3,0.0,0.039,164.37734137762976,164.37734137762976,0.0,relative,FAIL,5.3010939234867,3.190089883914263,0.47229920458621655,180.0,78724.73849744583,16.96758095775886,1.87626323680905,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,reverse_local_time,1,Uses a negative local-time increment in both kinematic and dynamic updates; diagnostic for station-order time mapping.,False,True,-1.0,-1.0,updated,0.13,6.54071631372756,2836.3821682849434,50.31320241328893,6.41071631372756,49.31320241328892,0.3,0.0,0.039,164.37734137762976,164.37734137762976,0.0,relative,FAIL,5.3010939234867,3.190089883914263,0.47229920458621655,180.0,78724.73849744583,16.96758095775886,1.87626323680905,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,dynamic_gravity_sign_flipped,2,Flips only the free-surface dynamic condition sign from -g*eta to +g*eta.,False,True,1.0,1.0,updated,0.13,247.34755366291373,107262.28702289719,1902.673489714721,247.21755366291373,1901.673489714721,0.3,0.0,0.039,6338.911632382404,164.37734137762976,6174.534291004774,relative,FAIL,599.278088641344,641.9308767211894,0.09251611717212906,0.0,76793.15827750755,16.54992177742371,212.56508650293307,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,potential_uses_previous_elevation,3,Updates phi with the previous half-step elevation instead of the newly updated half-step elevation.,False,True,1.0,-1.0,previous,0.13,6.701673120856517,2906.1811009563517,51.551331698896284,6.571673120856517,50.551331698896284,0.3,0.0,0.039,168.50443899632097,164.37734137762976,4.127097618691209,relative,FAIL,5.746274927158915,3.6205257730821923,0.330494435495252,180.0,77923.58630765838,16.79434451110563,1.7915838161378161,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
