benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,candidate_recomputed_matched_bie,use_free_surface_marching,time_step_scale,free_surface_substeps_per_station,free_surface_velocity_scale,history_rhs_scale,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,error_metric,candidate_gate_status,matched_heave_free_surface_potential_norm_max,matched_pitch_free_surface_potential_norm_max,matched_heave_inner_free_surface_normal_derivative_norm_max,matched_pitch_inner_free_surface_normal_derivative_norm_max,matched_selected_body_pressure_to_body_potential_gain_max,matched_selected_body_pressure_forward_to_time_norm_ratio_max,matched_selected_pressure_gradient_component_value,provider_route,provider_formulation,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,current_marching,0,Current default: station-to-station inner free-surface state marching is active with unit velocity and unit outer-control history RHS.,True,False,True,1.0,1,1.0,1.0,1.0,10.186413296463698,814.4037430522727,10.186413296463698,9.186413296463698,9.186413296463698,0.15,0.0,0.15,61.24275530975799,61.24275530975799,0.0,relative,FAIL,2.1204375693946798,2.6504447470662806,6.351332406001052,8.316539770475604,82303.6654461855,44.4002565596761,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,free_surface_marching_disabled,1,Sets the prescribed inner free-surface potential/elevation to zero at each station while keeping the matched control-surface history chain active.,False,True,False,1.0,1,1.0,1.0,1.0,1.0618114311293338,84.89182391879024,1.0618114311293338,0.06181143112933385,0.06181143112933385,0.15,0.0,0.15,0.41207620752889235,61.24275530975799,-60.8306791022291,relative,PASS,0.0,0.0,1.3673063829313685,1.640767659521705,81308.97691987967,43.86337930891827,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,free_surface_velocity_zero,2,Keeps the marching machinery active but suppresses the BIE-derived inner free-surface normal derivative before the Eq.19-Eq.22 free-surface update.,False,True,True,1.0,1,0.0,1.0,1.0,1.0618114311293338,84.89182391879024,1.0618114311293338,0.06181143112933385,0.06181143112933385,0.15,0.0,0.15,0.41207620752889235,61.24275530975799,-60.8306791022291,relative,PASS,0.0,0.0,1.3673063829313685,1.640767659521705,81308.97691987967,43.86337930891827,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,free_surface_velocity_half,3,Halves the BIE-derived inner free-surface normal derivative before the station-to-station update; diagnostic for state-amplification scale.,False,True,True,1.0,1,0.5,1.0,1.0,7.715598758554384,616.862120746423,7.715598758554384,6.715598758554384,6.715598758554384,0.15,0.0,0.15,44.77065839036256,61.24275530975799,-16.472096919395426,relative,FAIL,1.4920947512542877,1.8421013388938114,4.128793513461098,5.487190294498168,81807.73057533175,44.13257906443097,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,free_surface_time_step_half,4,Halves the local free-surface marching time step while keeping hull station spacing unchanged; diagnostic for A1 Section 3.3's statement that free-surface stations are twice the hull stations.,False,True,True,0.5,1,1.0,1.0,1.0,5.154258974313307,412.0830049963489,5.154258974313307,4.154258974313307,4.154258974313307,0.15,0.0,0.15,27.69505982875538,61.24275530975799,-33.547695481002606,relative,FAIL,1.0876271491402203,1.3176910375926079,3.7117875019870423,4.499427665781972,81554.08051364234,43.995672836595865,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,free_surface_two_substeps_per_station,5,Keeps the hull-station time interval fixed but advances the inner free-surface state in two local predictor substeps; diagnostic for A1 Section 3.3's two-free-surface-stations-per-body-station longitudinal staggering requirement.,False,True,True,1.0,2,1.0,1.0,1.0,10.264826325568926,820.6728647292356,10.264826325568926,9.264826325568926,9.264826325568926,0.15,0.0,0.15,61.76550883712618,61.24275530975799,0.522753527368188,relative,FAIL,2.161371107442628,2.690824197496088,6.620992902469099,8.985521104086155,82255.78930322459,44.37441577095471,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,free_surface_time_step_quarter,6,Uses a quarter local free-surface marching time step as a bounded refinement diagnostic for state-amplification sensitivity; it is not a production correction.,False,True,True,0.25,1,1.0,1.0,1.0,2.276514089322298,182.00730144131774,2.276514089322298,1.2765140893222982,1.2765140893222982,0.15,0.0,0.15,8.510093928815321,61.24275530975799,-52.732661380942666,relative,FAIL,0.41350114843121527,0.5071783316891468,1.7073679114829348,2.137995317220722,81365.72013523566,43.8940062145402,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,free_surface_velocity_flipped,7,Flips only the BIE-derived inner free-surface normal derivative used by the free-surface marching update; diagnostic for free-surface vertical-velocity sign.,False,True,True,1.0,1,-1.0,1.0,1.0,-102.10751715241123,-8163.4959963352785,-102.10751715241123,103.10751715241123,103.10751715241123,0.15,0.0,0.15,687.3834476827416,61.24275530975799,626.1406923729836,relative,FAIL,239.71123545653762,368.0182630474804,1523.278082470245,2339.9355103435023,80303.05474006016,43.320435287380654,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,outer_history_rhs_disabled,8,Keeps inner free-surface marching active but suppresses the transient outer-control history RHS; diagnostic for separating local free-surface propagation from history convolution.,False,True,True,1.0,1,1.0,0.0,1.0,10.155471665576371,811.9299596628309,10.155471665576371,9.155471665576371,9.155471665576371,0.15,0.0,0.15,61.036477770509144,61.24275530975799,-0.20627753924884473,relative,FAIL,2.114316320259825,2.642361913575011,6.344355820089253,8.30547991129148,82297.37190331389,44.39685966759703,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,current_marching,0,Current default: station-to-station inner free-surface state marching is active with unit velocity and unit outer-control history RHS.,True,False,True,1.0,1,1.0,1.0,2.1,9.180428403990165,1327.03117789732,4.371632573328649,7.080428403990165,3.37163257332865,0.15,0.0,0.315,22.477550488857666,22.477550488857666,0.0,relative,FAIL,4.2408751387893595,2.951974955441217,12.702664812002103,11.03118530582235,82366.23372191955,22.20012827983805,8.678420568103425,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
