benchmark,mapping_row_count,pending_mapping_count,affected_failure_count,eq23_sign_mismatch_count,numeric_candidate_subset_pass_count,default_promotable_definition_change_count,high_risk_definition_count,diagnostic_conclusion,next_required_evidence,candidate_default_gate_eligible,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,9,7,40,0,2,0,4,eq23_signs_match_but_normal_definition_or_pitch_row_definition_requires_traced_derivation,Re-derive phi_n orientation for body/free/control boundaries and the N5/m5 pitch moment chain before promoting any sign or projection candidate to the default matched-BIE path.,False,diagnostic_eq23_normal_definition_not_hard_gate,INFO
