1.00908586	-6.10757
1.0462844	-5.75622
1.0618734	-5.52201
1.0794724	-5.32576
1.0928687	-5.1137
1.114968	-4.83517
1.138867	-4.66423
1.147878	-4.49648
1.171949	-4.26858
1.18724		-4.13247
1.200396	-3.99952
1.209359	-3.8476
1.228843	-3.73047
1.248424	-3.58169
1.274438	-3.41391
1.2897		-3.28729
1.302866	-3.15118
1.322436	-3.00556
1.339901	-2.85362
1.355182	-2.72068
1.366165	-2.60356
1.383466	-2.50542
1.396488	-2.41678
1.41377		-2.32497
1.433206	-2.22366
1.450536	-2.11602
1.463538	-2.03371
1.47003		-1.99572
1.474453	-1.93875
1.487427	-1.86593
1.506892	-1.75513
1.519904	-1.66965
1.545841	-1.52719
1.573894	-1.38788
1.606189	-1.25173
1.644744	-1.15353
1.672586	-1.08385
1.702553	-1.01416
1.741051	-0.93495
1.781741	-0.833588
1.815959	-0.763886
1.858765	-0.665683
1.903697	-0.567475
1.946416	-0.497754
2.00613		-0.431156
2.08066		-0.383511
2.16154		-0.345344
2.23177		-0.316697
2.3041		-0.294373
2.38276		-0.287857
2.44868		-0.278207
2.52524		-0.262203
2.64852		-0.258746
2.75905		-0.255319
2.86954		-0.267715
2.99706		-0.267412
3.08204		-0.279869
3.20745		-0.276406
3.32435		-0.276129
3.3966		-0.279122
3.49648		-0.285214
3.58148		-0.288177
3.69839		-0.284735
3.77702		-0.287713
3.85781		-0.281192
3.93856		-0.284165
4.02998		-0.277619
4.10226		-0.271118
4.22769		-0.261327
4.31057		-0.264295
4.37435		-0.257814
4.46152		-0.248113
4.59329		-0.250965
4.73572		-0.241134
4.92275		-0.24069
5.01416		-0.237308
