case,omega,mode,original_real,original_imag,delta_real,delta_imag,candidate_real,candidate_imag,normal_real,normal_imag,tangent_real,tangent_imag,complex_relative_change
fn167,8.6966,3,-75.4436646730448,-5320.551750823675,-40.59959479166969,-61.79231528838688,-116.04325946471448,-5382.344066112062,80.70941544860285,127.08699510352197,-121.30901024027258,-188.87931039190894,0.013895014652889873
fn167,8.6966,5,1181.392534397796,-832.5564258787801,-25.69600012958688,-41.931147164565026,1155.696534268209,-874.4875730433452,52.143527190226195,90.3729928357892,-77.83952731981306,-132.30414000035427,0.034026799953966624
fn226,10.4354,3,-754.0858991525458,-4699.37757492667,-81.29505834475528,-68.94104216030297,-835.3809574973011,-4768.318617086973,151.1675194099836,137.1226762036248,-232.46257775473882,-206.06371836392768,0.022395552888829072
fn226,10.4354,5,681.2031819829299,-477.1303652556237,-37.57333516682836,-34.604680904006074,643.6298468161016,-511.73504615962975,73.0554234875275,73.61150122653751,-110.62875865435583,-108.21618213054361,0.061418733359961966
fn282,12.10175,3,-1132.3099837384755,-4197.255756073106,-119.73140876624903,-63.74565188490204,-1252.0413925047244,-4261.001407958008,219.95229161375613,128.52405454142652,-339.6837003800052,-192.26970642632855,0.031201692658020586
fn282,12.10175,5,447.6644644442397,-184.86426334574276,-38.57545292408957,-23.79676119637367,409.0890115201501,-208.66102454211642,76.35022382703112,53.06610160336858,-114.92567675112069,-76.86286279974226,0.09358224923759287
