outer_iteration,jvp_call,direction_norm,maximum_unit_displacement_ratio,signed_finite_difference_step,source_residual_norm,perturbed_residual_norm,product_norm
1,1,1.0,83.13552095186546,1.2028552760004822e-05,0.05512910667355776,0.05513855798854412,23.04156907265572
1,2,1.0,179.61359007366585,5.567507445232094e-06,0.05512910667355776,0.0551244983717517,36.2116531084021
1,3,1.0,261.6851655990916,3.821385892129727e-06,0.05512910667355776,0.05513466990263246,44.8916409843314
1,4,1.0,319.58620324762063,3.1290462161321265e-06,0.05512910667355776,0.05512688612650951,49.81904827058345
1,5,1.0,358.6994114845691,2.7878495698145826e-06,0.05512910667355776,0.05513417173014425,53.32789854244737
1,6,1.0,385.5423218728886,2.5937489693536036e-06,0.05512910667355776,0.05512691761958938,56.690396094414325
1,7,1.0,404.6187334708787,2.4714624343313363e-06,0.05512910667355776,0.055134865948530204,58.6334213588462
1,8,1.0,418.70192901616474,2.3883338735738026e-06,0.05512910667355776,0.055127502273049446,61.92659279494913
1,9,1.0,429.4755969882668,2.3284210022934547e-06,0.05512910667355776,0.05513640577137891,63.54776350401515
1,10,1.0,437.9807835806505,2.2832051941289303e-06,0.05512910667355776,0.055128085104187076,66.9661528911106
1,11,1.0,444.87978264866666,2.2477982569725504e-06,0.05512910667355776,0.055137514742111364,68.72730322196584
1,12,1.0,450.60694977479096,2.219228976605422e-06,0.05512910667355776,0.0551289740243827,72.33959873981546
1,13,1.0,455.4555930173609,2.1956037324628537e-06,0.05512910667355776,0.05513878136235879,74.45467275846123
1,14,1.0,459.6291731114767,2.1756669474012343e-06,0.05512910667355776,0.05513089234872588,78.3135530392649
1,15,1.0,463.2723059012627,2.158557693308631e-06,0.05512910667355776,0.055139478617855384,80.8315052995172
1,16,1.0,466.49006604692795,2.1436683710632374e-06,0.05512910667355776,0.05513219241450254,84.94493680897321
1,17,1.0,469.36033126112,2.1305592599040252e-06,0.05512910667355776,0.05513989026217157,87.7883372035435
1,18,1.0,471.94187161277375,2.118905018074971e-06,0.05512910667355776,0.05513363319697135,92.07617182424177
1,19,1.0,474.27976785813877,2.108460170072253e-06,0.05512910667355776,0.05514030053511568,95.14427918024747
1,20,1.0,476.4091118342004,2.0990362592981205e-06,0.05512910667355776,0.0551340627976009,99.53349596913412
1,21,1.0,478.35757850232835,2.0904863745043243e-06,0.05512910667355776,0.055139587332010215,102.7215417763888
1,22,1.0,480.14724437981164,2.0826944478076987e-06,0.05512910667355776,0.05513204915849499,107.21457405529641
1,23,1.0,481.7958961535308,2.075567699898665e-06,0.05512910667355776,0.055138259047902184,110.47111280055013
1,24,1.0,483.31799090119284,2.069031194422132e-06,0.05512910667355776,0.05512921537747208,115.08296702603387
1,25,1.0,484.7253750966128,2.0630238303507125e-06,0.05512910667355776,0.055136335196509255,118.39824471452106
1,26,1.0,486.02783308881334,2.05749533652174e-06,0.05512910667355776,0.055124344234938394,123.14946090542388
1,27,1.0,487.23351153860904,2.052403983548161e-06,0.05512910667355776,0.055133101887546915,126.47777958087859
1,28,1.0,488.34925028957895,2.047714825828083e-06,0.05512910667355776,0.05512052803350972,131.35677960643363
1,29,1.0,489.38084014374783,2.0433983474021296e-06,0.05512910667355776,0.05513429361447516,134.7597486752919
1,30,1.0,490.3332223925423,2.0394294213240924e-06,0.05512910667355776,0.055123100024390324,139.62253182730078
1,31,1.0,491.210641985614,2.0357865130073604e-06,0.05512910667355776,0.05513632504235203,143.14602665661363
1,32,1.0,492.0167647477661,2.0324510700619175e-06,0.05512910667355776,0.05512256621829664,147.99611262510123
1,33,1.0,492.7547680856699,2.0294070494435904e-06,0.05512910667355776,0.055153499100039714,151.77241541761734
1,34,1.0,493.42741344416964,2.026640540743179e-06,0.05512910667355776,0.055133275535323295,156.33849259412574
