frequency_index,term,F3_real,F3_imag,M5_real,M5_imag
0,rigid_inertia,-196.29202076383513,-1780.8281278854022,1261.958129564456,-289.2805010794346
0,added_inertia,-511.59984435652984,-4015.9490579109756,1400.6894332219376,-403.1721599320356
0,radiation_damping,61.49409822982676,1853.8223857688479,-865.744389000861,112.73480879741112
0,restoring,558.1698576094902,482.18632075641614,-185.42920415045364,237.4124113806961
1,rigid_inertia,-505.5158560415128,-2164.2430799860813,1255.965807548995,-561.5116594002434
1,added_inertia,-1062.4262320904345,-5101.171209927512,1561.8665228524396,-682.0516394513185
1,radiation_damping,243.7873702151062,2254.519182734392,-1233.9241757655802,331.4999383991028
1,restoring,986.1460715009396,754.0915448475519,-226.5620470263538,483.0209439736311
2,rigid_inertia,-1228.2963415561271,-2423.9974148141023,1192.5332710645694,-1046.5616087381593
2,added_inertia,-2609.575355277181,-6313.574012254922,1834.4765734465,-1309.7630490404742
2,radiation_damping,1229.5413127834076,3031.871990647751,-1828.416294001263,892.0827947747706
2,restoring,2057.4630722865813,943.1378127939472,-150.11442716167153,1009.8219520611934
3,rigid_inertia,-1929.2477819400617,-2308.48124682127,1002.263456402265,-1427.571824240397
3,added_inertia,-4391.603287237377,-6558.367930219731,1915.3674978317442,-2059.5659302667254
3,radiation_damping,2576.3919895879712,3320.855493709207,-2155.06682447435,1598.2242627017101
3,restoring,3118.1614123782138,644.7825149620455,126.52662447479827,1444.530408655096
4,rigid_inertia,-2763.0735119472915,-1605.8277184044996,480.4262869556837,-1789.9288636079648
4,added_inertia,-6903.279862759692,-5357.37661556589,1438.2639291531675,-3240.3895651223093
4,radiation_damping,4639.377142139125,2611.6083009248523,-2026.8948530837406,2787.4319712786746
4,restoring,4348.234947807448,-634.2548027772054,847.0039923481736,1816.821962011986
5,rigid_inertia,-2900.7771450136443,-190.27468988329363,-328.28566301520004,-1654.7339655907856
5,added_inertia,-8054.172785518692,-1833.1106511698188,-161.48507083408208,-4012.634503361227
5,radiation_damping,5876.281557065323,21.896194065382588,-798.8735640531578,3754.0269098356143
5,restoring,4370.13881076795,-3025.0724627726427,1887.591271005318,1511.3924819996457
6,rigid_inertia,-1995.429171926409,742.712184123252,-713.4852863726037,-1002.7900797481784
6,added_inertia,-6165.411251199239,1107.402801447829,-1753.440961207947,-3392.2350899372314
6,radiation_damping,4701.329530772721,-2363.8298148137496,609.601993777065,3421.904583400186
6,restoring,2743.4030397470174,-4518.679570765877,2329.229562806494,598.4859498251229
7,rigid_inertia,-1133.0137934742015,823.7932070020266,-630.0093092657057,-495.755403927937
7,added_inertia,-3854.7841867632574,1795.567508799932,-2382.07219101998,-2382.4198276707734
7,radiation_damping,2977.5919323450044,-3015.4333168260196,1166.8015862837399,2598.9104461301167
7,restoring,1306.9471923816832,-4616.720514828299,2205.794649383329,-67.58529863366573
