frequency_index,status,heave_amplitude_relative_error,pitch_amplitude_relative_error,heave_phase_circular_error_deg,pitch_phase_circular_error_deg,point_acceleration_kinematic_relative_residual
0,PASS,3.4444483077674807e-15,2.025095195017921e-15,1.7053025658242404e-13,5.684341886080802e-14,0.0
1,PASS,4.6051709811557385e-14,3.808804561116163e-14,1.1937117960769683e-12,2.6147972675971687e-12,0.0
2,PASS,1.1916037314532057e-13,1.1537648247655011e-13,2.0747847884194925e-12,3.410605131648481e-12,0.0
3,PASS,1.287945965356948e-13,2.017436033349419e-14,1.2079226507921703e-11,1.602984411874786e-11,0.0
4,PASS,3.1566277973486902e-12,2.758381446236148e-12,2.05773176276125e-11,2.0946799850207753e-11,0.0
5,PASS,3.076568763536907e-12,2.711998648214336e-12,1.9667822925839573e-11,1.5688783605583012e-11,0.0
6,PASS,1.094154999004593e-12,2.2166217359283266e-12,5.382503331929911e-10,3.9310066313191783e-10,0.0
7,PASS,1.9144053554968945e-11,5.374595872380842e-12,2.0677362044807523e-09,1.15443299364415e-09,0.0
