omega_e_rad_s,F3_real,F3_imag,M5_real,M5_imag
6.579000000000001,-882.1722206761794,-608.2526255336302,-80.30259513933234,-152.39917486261183
7.590045702857821,-925.5903022728106,-725.8955788587889,-64.97993508035114,-192.02193023385712
8.756466601530699,-955.0936055391074,-858.2703630124954,-38.78572797895805,-239.10651393429706
10.102140401454038,-963.1824767616303,-1002.4139828743854,2.3040703247728906,-293.27410929378925
11.6546142793316,-940.3097388411685,-1151.5088966123833,63.003171768360716,-352.6715916123334
13.44566879910415,-875.2427665468273,-1292.7580450556266,148.12034711402865,-413.0153225556196
15.511968489236953,-756.4922405949709,-1404.812900348376,261.11352347765234,-466.4156023959782
17.89581239923983,-575.6394672382526,-1455.463443842709,401.2338511255409,-500.3363472240639
20.645999999999997,-333.4639868304495,-1401.4805943844108,558.7380872963461,-497.6415140936602
37.1628,469.7243835994093,481.5436968747839,542.3827155438728,61.95902829820403
