outer_panel_index,xi_mid,eta_mid,panel_length,arc_mid,normalized_arc_mid,s_nu,k_contribution,k_fraction,cumulative_k_fraction,s_nu_left,s_nu_right,k_contribution_linear_exact,s_nu_weak_projected_left,s_nu_weak_projected_right,k_contribution_weak_projected,k_contribution_weak_projection_error,s_nu_endpoint_jump_to_next
0,4.325104374407525,0.4214562724423304,0.0054535666087105,0.00272678330435525,0.0001732010736717478,-0.0174054590639096,1.6521580326060924e-06,0.0014041823918070258,0.0014041823918070258,-0.1546034683644075,0.119792550236589,3.5870186797198485e-05,-0.15693012719808658,0.12444586790394718,3.741970724096333e-05,2.9522017509770987e-08,0.020141530932410695
1,4.32707465106492,0.4162107994131281,0.005753480886822,0.0083303070521215,0.000529128267412482,0.0630189947439356,2.2849337738573258e-05,0.019419835804899636,0.020824018196706665,0.1399340811689997,-0.0138960916811265,3.419506879633798e-05,0.12444586790394718,0.010464206712909005,3.240840073780768e-05,8.745509412683735e-07,0.0691864147868272
2,4.329351525349701,0.4107597112123002,0.0060658027831121,0.01423994888708855,0.0009044996103413223,0.0275824043411327,4.6147962109114115e-06,0.003922152392963338,0.02474617058967,0.0552903231057007,-0.0001255144234351,6.167093298516624e-06,0.010464206712909005,0.058005435811460455,8.251738308899775e-06,5.626645424618921e-06,0.1191149506265243
3,4.332120975129566,0.4051860510695451,0.006390876952769,0.0204682887550291,0.001300114161228756,0.077952279875717,3.8834534076992864e-05,0.03300578266046812,0.05775195325013813,0.1189894362030892,0.0369151235483431,4.242204901870391e-05,0.058005435811460455,0.09108094615317178,3.6094734234061e-05,7.135917069723913e-06,0.1039049538893244
4,4.335421764865716,0.3995201811076375,0.0067288668858288,0.027028160674328,0.001716787117146083,0.0796080602369229,4.264381205727267e-05,0.036243318634535816,0.09399527188467394,0.1408200774376675,0.0183960430361782,5.104796728628571e-05,0.09108094615317178,0.0729049255936998,4.542235580722189e-05,6.132184598816981e-06,0.11248803141287489
5,4.339222799882497,0.3937592122786372,0.0070801624286387,0.033932675331561746,0.002155351248701806,0.0698620226016575,3.455616435593565e-05,0.029369561845397213,0.12336483373007115,0.1308840744490531,0.0088399707542627,4.33442762828114e-05,0.0729049255936998,0.068460855271437,3.5384646810655314e-05,8.164521010242087e-06,0.11988720121805639
6,4.343541141735093,0.3879231517975697,0.0074449302522811,0.04119522167202165,0.0026166570010692112,0.0657046076493332,3.214047463943566e-05,0.027316447738250944,0.1506812814683221,0.1287271719723191,0.002682043326347,4.1997174198783326e-05,0.068460855271437,0.0649536471451427,3.313650907503565e-05,9.323289563817951e-06,0.1248282353664831
7,4.348391990475293,0.3820313835522638,0.0078234783139901,0.048829425955157255,0.003101569893251229,0.0634494390152511,3.1496003960129585e-05,0.026768706927712355,0.17744998839603446,0.1275102786928301,-0.0006114006623283,4.2197977727933124e-05,0.0649536471451427,0.06333508332898087,3.2191406290661465e-05,1.0437063353093222e-05,0.1275961078298033
8,4.353787537621061,0.3761011960939071,0.0082160266332218,0.056849178428763206,0.003610972212383677,0.0626489112309145,3.2246968552652004e-05,0.027406957771081847,0.20485694616711628,0.126984707167475,-0.001686884705645,4.358260581589582e-05,0.06333508332898087,0.06339768986556732,3.298980580040788e-05,1.1350900268927233e-05,0.1294186171977442
9,4.359738825257621,0.370148763984429,0.0086228236507497,0.06526860357074896,0.004145761123538334,0.0637441636695688,3.5037278016712405e-05,0.029778464212838963,0.23463541037995525,0.1277317324920992,-0.0002434051529611,4.6805733499729925e-05,0.06339768986556732,0.06504333152307971,3.556483331818302e-05,1.2075020899627729e-05,0.1290952138571638
