omega_e_rad_s,matrix,row,column,value
7.512727481077079,raw_added_mass,heave,heave,71.87112357831562
7.512727481077079,raw_added_mass,heave,pitch,1.1889919434011045
7.512727481077079,raw_added_mass,pitch,heave,-8.970581357794165
7.512727481077079,raw_added_mass,pitch,pitch,45.147669852743775
7.512727481077079,raw_radiation_damping,heave,heave,35.93308101282403
7.512727481077079,raw_radiation_damping,heave,pitch,-403.68460747727636
7.512727481077079,raw_radiation_damping,pitch,heave,402.46903606997364
7.512727481077079,raw_radiation_damping,pitch,pitch,34.98483375029165
7.512727481077079,delta_added_mass,heave,heave,8.333496822466017
7.512727481077079,delta_added_mass,heave,pitch,4.866564246711583
7.512727481077079,delta_added_mass,pitch,heave,-5.593121822977708
7.512727481077079,delta_added_mass,pitch,pitch,38.840836320819825
7.512727481077079,delta_radiation_damping,heave,heave,31.677661392613338
7.512727481077079,delta_radiation_damping,heave,pitch,-21.33730324105983
7.512727481077079,delta_radiation_damping,pitch,heave,22.726927250350002
7.512727481077079,delta_radiation_damping,pitch,pitch,27.84899662913959
8.70489801356951,raw_added_mass,heave,heave,71.27925185559563
8.70489801356951,raw_added_mass,heave,pitch,0.8621738970649596
8.70489801356951,raw_added_mass,pitch,heave,-8.637311268864993
8.70489801356951,raw_added_mass,pitch,pitch,34.3034025492722
8.70489801356951,raw_radiation_damping,heave,heave,46.41685623544843
8.70489801356951,raw_radiation_damping,heave,pitch,-397.6753512509585
8.70489801356951,raw_radiation_damping,pitch,heave,396.0148004664041
8.70489801356951,raw_radiation_damping,pitch,pitch,31.394766556456304
8.70489801356951,delta_added_mass,heave,heave,7.741625099746031
8.70489801356951,delta_added_mass,heave,pitch,4.539746200375439
8.70489801356951,delta_added_mass,pitch,heave,-5.259851734048536
8.70489801356951,delta_added_mass,pitch,pitch,27.99656901734825
8.70489801356951,delta_radiation_damping,heave,heave,42.16143661523773
8.70489801356951,delta_radiation_damping,heave,pitch,-15.32804701474197
8.70489801356951,delta_radiation_damping,pitch,heave,16.27269164678046
8.70489801356951,delta_radiation_damping,pitch,pitch,24.258929435304246
10.086250248995155,raw_added_mass,heave,heave,70.52955545870103
10.086250248995155,raw_added_mass,heave,pitch,0.44895582088795083
10.086250248995155,raw_added_mass,pitch,heave,-8.213802507743784
10.086250248995155,raw_added_mass,pitch,pitch,26.32147730844848
10.086250248995155,raw_radiation_damping,heave,heave,59.156835455995655
10.086250248995155,raw_radiation_damping,heave,pitch,-390.3493746925488
10.086250248995155,raw_radiation_damping,pitch,heave,388.07591541334074
10.086250248995155,raw_radiation_damping,pitch,pitch,26.97680887999733
10.086250248995155,delta_added_mass,heave,heave,6.991928702851425
10.086250248995155,delta_added_mass,heave,pitch,4.12652812419843
10.086250248995155,delta_added_mass,pitch,heave,-4.836342972927327
10.086250248995155,delta_added_mass,pitch,pitch,20.01464377652453
10.086250248995155,delta_radiation_damping,heave,heave,54.90141583578496
10.086250248995155,delta_radiation_damping,heave,pitch,-8.002070456332262
10.086250248995155,delta_radiation_damping,pitch,heave,8.3338065937171
10.086250248995155,delta_radiation_damping,pitch,pitch,19.84097175884527
11.686804822614874,raw_added_mass,heave,heave,69.59972894262823
11.686804822614874,raw_added_mass,heave,pitch,-0.062310649382137574
11.686804822614874,raw_added_mass,pitch,heave,-7.686101429477433
11.686804822614874,raw_added_mass,pitch,pitch,20.491217316593286
11.686804822614874,raw_radiation_damping,heave,heave,74.02559322462088
11.686804822614874,raw_radiation_damping,heave,pitch,-381.7514397343402
11.686804822614874,raw_radiation_damping,pitch,heave,378.6365658886088
11.686804822614874,raw_radiation_damping,pitch,pitch,21.717584128941873
11.686804822614874,delta_added_mass,heave,heave,6.062102186778631
11.686804822614874,delta_added_mass,heave,pitch,3.6152616539283415
11.686804822614874,delta_added_mass,pitch,heave,-4.308641894660976
11.686804822614874,delta_added_mass,pitch,pitch,14.184383784669338
11.686804822614874,delta_radiation_damping,heave,heave,69.77017360441019
11.686804822614874,delta_radiation_damping,heave,pitch,0.5958645018763491
11.686804822614874,delta_radiation_damping,pitch,heave,-1.1055429310148384
11.686804822614874,delta_radiation_damping,pitch,pitch,14.581747007789815
13.541346247630653,raw_added_mass,heave,heave,68.4797741014474
13.541346247630653,raw_added_mass,heave,pitch,-0.676147007607577
13.541346247630653,raw_added_mass,pitch,heave,-7.046189316940409
13.541346247630653,raw_added_mass,pitch,pitch,16.281609754673728
13.541346247630653,raw_radiation_damping,heave,heave,90.34499584719451
13.541346247630653,raw_radiation_damping,heave,pitch,-372.2149972251961
13.541346247630653,raw_radiation_damping,pitch,heave,367.9573343316946
13.541346247630653,raw_radiation_damping,pitch,pitch,15.75038490673243
13.541346247630653,delta_added_mass,heave,heave,4.942147345597803
13.541346247630653,delta_added_mass,heave,pitch,3.001425295702902
13.541346247630653,delta_added_mass,pitch,heave,-3.668729782123952
13.541346247630653,delta_added_mass,pitch,pitch,9.97477622274978
13.541346247630653,delta_radiation_damping,heave,heave,86.08957622698382
13.541346247630653,delta_radiation_damping,heave,pitch,10.13230701102043
13.541346247630653,delta_radiation_damping,pitch,heave,-11.784774487929042
13.541346247630653,delta_radiation_damping,pitch,pitch,8.614547785580372
15.690178879636063,raw_added_mass,heave,heave,67.18551260910613
15.690178879636063,raw_added_mass,heave,pitch,-1.382540383914402
15.690178879636063,raw_added_mass,pitch,heave,-6.299100645496164
15.690178879636063,raw_added_mass,pitch,pitch,13.290660083090945
15.690178879636063,raw_radiation_damping,heave,heave,106.54069333829413
15.690178879636063,raw_radiation_damping,heave,pitch,-362.53741266094517
15.690178879636063,raw_radiation_damping,pitch,heave,356.7637260807862
15.690178879636063,raw_radiation_damping,pitch,pitch,9.451201182057059
15.690178879636063,delta_added_mass,heave,heave,3.6478858532565255
15.690178879636063,delta_added_mass,heave,pitch,2.2950319193960773
15.690178879636063,delta_added_mass,pitch,heave,-2.9216411106797073
15.690178879636063,delta_added_mass,pitch,pitch,6.983826551166997
15.690178879636063,delta_radiation_damping,heave,heave,102.28527371808345
15.690178879636063,delta_radiation_damping,heave,pitch,19.809891575271365
15.690178879636063,delta_radiation_damping,pitch,heave,-22.97838273883741
15.690178879636063,delta_radiation_damping,pitch,pitch,2.315364060905001
18.180002842631122,raw_added_mass,heave,heave,65.77693181017473
18.180002842631122,raw_added_mass,heave,pitch,-2.1472311396695063
18.180002842631122,raw_added_mass,pitch,heave,-5.472749100419397
18.180002842631122,raw_added_mass,pitch,pitch,11.205367595336712
18.180002842631122,raw_radiation_damping,heave,heave,119.80007138943758
18.180002842631122,raw_radiation_damping,heave,pitch,-354.1379548117202
18.180002842631122,raw_radiation_damping,pitch,heave,346.442584413489
18.180002842631122,raw_radiation_damping,pitch,pitch,3.530640306096979
18.180002842631122,delta_added_mass,heave,heave,2.239305054325129
18.180002842631122,delta_added_mass,heave,pitch,1.5303411636409727
18.180002842631122,delta_added_mass,pitch,heave,-2.0952895656029398
18.180002842631122,delta_added_mass,pitch,pitch,4.8985340634127645
18.180002842631122,delta_radiation_damping,heave,heave,115.54465176922689
18.180002842631122,delta_radiation_damping,heave,pitch,28.209349424496338
18.180002842631122,delta_radiation_damping,pitch,heave,-33.29952440613465
18.180002842631122,delta_radiation_damping,pitch,pitch,-3.605196815055079
21.064928952915928,raw_added_mass,heave,heave,64.37705270153184
21.064928952915928,raw_added_mass,heave,pitch,-2.902533636610617
21.064928952915928,raw_added_mass,pitch,heave,-4.628356494576718
