mode_count,root_rank,nullspace_dimension,linear_floor_objective_ratio,trust_limited_objective_ratio,coefficient_step_norm,maximum_displacement_ratio,trust_scale,maximum_absolute_root_increment,reduced_jacobian_condition_number
16,3,13,0.9829357329448534,0.9829357329448534,0.00012664296142429247,0.012086760175017643,1.0,3.320051515881637e-18,1029.3860892023422
32,3,29,0.9820747540617267,0.9820747540617267,9.009528554589494e-05,0.011508777078586377,1.0,1.7821837908026496e-18,1426.7727404647358
48,3,45,0.9813626602430273,0.9813626602430273,0.00014720821645542297,0.01191815715218041,1.0,1.837439455721192e-18,1529.67797053823
