reuse_step,step_factor,source_curvature_energy,source_maximum_turning_angle_deg,normalized_objective,normalized_relative_decrease,maximum_root_relative_mismatch,maximum_condition_number,maximum_condition_number_ratio,maximum_displacement_ratio,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,dipole_coefficient,accepted,rejection_reason
1,1.0,20.91456493965842,7.762687187999314,1.71519021099043,-0.71519021099043,0.0009503007788327745,1018114.9419725706,0.9997465967985968,0.24999393645068593,20.909403779211868,0.9997532264973504,7.759754061148632,7.578048890279072,False,insufficient_objective_decrease
1,0.75,20.91456493965842,7.762687187999314,1.3993635213779227,-0.39936352137792275,0.0009502980675416616,1018180.313204041,0.9998107886334248,0.18749563445694586,20.910623845758444,0.9998115622337187,7.7604873161723065,7.579227692865017,False,insufficient_objective_decrease
1,0.5,20.91456493965842,7.762687187999314,1.174862572724142,-0.17486257272414196,0.0009503173386664379,1018245.676643628,0.9998749728169469,0.12499720735987441,20.91189073095214,0.9998721365367153,7.761219969247856,7.5803553035564875,False,insufficient_objective_decrease
1,0.25,20.91456493965842,7.762687187999314,1.0417310084557068,-0.041731008455706764,0.0009503585908891862,1018308.1181587876,0.9999362877920114,0.062498660696774504,20.913204432567657,0.9999349492999406,7.761952018340431,7.581431704262476,False,insufficient_objective_decrease
1,0.125,20.91456493965842,7.762687187999314,1.0094389525017902,-0.009438952501790165,0.0009503874581299549,1018340.5574612848,0.9999681418400536,0.0312493442583539,20.91387883880771,0.9999671950694319,7.762317815766764,7.5819506952740765,False,insufficient_objective_decrease
