node_index,normal_displacement
0,7.976425632220388e-05
1,7.946938893727733e-05
2,7.887968241056384e-05
3,7.799519322563295e-05
4,7.681600610107793e-05
5,7.534223398240631e-05
6,7.357401803120486e-05
7,7.15115276116408e-05
8,6.915496027422047e-05
9,6.65045417368791e-05
10,6.356052586335877e-05
11,6.032319463888675e-05
12,5.679285814317713e-05
13,5.296985452071931e-05
14,4.885454994839507e-05
15,4.4447338600408105e-05
16,3.9748642610522127e-05
17,3.4758912031633993e-05
18,2.9478624792664537e-05
19,2.390828665277834e-05
20,1.8048431152943318e-05
21,1.1899619564829673e-05
22,5.462440837046903e-06
23,-1.262488461273737e-06
24,-8.274524199517082e-06
25,-1.5572994747302914e-05
26,-2.3157201038803005e-05
27,-3.1026416639701876e-05
28,-3.917988781677482e-05
29,-4.7616833610086666e-05
30,-5.6336445907793475e-05
31,-6.533788952354028e-05
32,-7.462030227646391e-05
33,-8.418279507377193e-05
34,-9.402445199590019e-05
35,-0.00010414433038424776
36,-0.00011454146093145545
37,-0.00012521484777426725
38,-0.0001361634685888972
39,-0.00014738627468896233
40,-0.00015888219112592406
41,-0.00017065011679205135
42,-0.00018268892452588236
43,-0.00019499746122019542
44,-0.00020757454793245101
45,-0.0002204189799977132
46,-0.0002335295271440399
47,-0.00024690493361031454
48,-0.0002605439182665312
49,-0.0002744451747365077
50,-0.0002886073715230035
51,-0.00030302915213526295
52,-0.00031770913521893826
53,-0.0003326459146884026
54,-0.0003478380598614249
55,-0.00036328411559620596
56,-0.000378982602430758
57,-0.0003949320167246058
58,-0.00041113083080281413
59,-0.0004275774931023126
60,-0.0004442704283204994
61,-0.0004612080375661406
62,-0.00047838869851250755
63,-0.0004958107655527694
64,-0.0005134725699576142
65,-0.0005313724200350835
66,-0.0005495086012926062
67,-0.0005678793766012167
68,-0.0005864829863619463
69,-0.0006053176486743518
70,-0.000624381559507203
71,-0.0006436728928712679
72,-0.0006631898009942126
73,-0.0006829304144975873
74,-0.0007028928425758816
75,-0.0007230751731776247
76,-0.0007434754731885343
77,-0.0007640917886166661
78,-0.0007849221447795815
79,-0.0008059645464934787
80,-0.0008272169782643059
81,-0.0008486774044808008
82,-0.0008703437696094738
83,-0.0008922139983914869
84,-0.0009142859960414324
85,-0.0009365576484479717
86,-0.0009590268223763306
87,-0.0009816913656726365
88,-0.0010045491074700372
89,-0.0010275978583966505
90,-0.0010508354107852578
91,-0.0010742595388847634
92,-0.001097867999073379
93,-0.0011216585300735304
94,-0.001145628853168441
95,-0.0011697766724203971
96,-0.001194099674890657
97,-0.0012185955308609922
98,-0.0012432618940568297
99,-0.001268096401871989
100,-0.0012930966755949733
101,-0.0013182603206368117
102,-0.001343584926760421
103,-0.0013690680683114591
104,-0.0013947073044506615
105,-0.0014205001793876357
106,-0.0014464442226160773
107,-0.001472536949150402
108,-0.0014987758597637684
109,-0.001525158441227457
110,-0.0015516821665515902
111,-0.0015783444952271826
112,-0.0016051428734694649
113,-0.001632074734462504
114,-0.001659137498605053
115,-0.0016863285737576319
116,-0.0017136453554908095
117,-0.0017410852273346664
118,-0.0017686455610293973
119,-0.0017963237167770642
120,-0.0018241170434944323
121,-0.0018520228790669076
122,-0.0018800385506035117
123,-0.001908161374692902
124,-0.0019363886576603973
125,-0.0019647176958259797
126,-0.001993145775763268
127,-0.0020216701745594066
128,-0.0020502881600758804
129,-0.002078996991210204
130,-0.002107793918158467
131,-0.0021366761826787247
132,-0.002165641018355184
133,-0.0021946856508631802
134,-0.002223807298234904
135,-0.0022530031711258756
136,-0.002282270473082103
137,-0.0023116064008079414
138,-0.0023410081444345957
139,-0.002370472887789264
140,-0.0023999978086648665
141,-0.0024295800790903703
142,-0.002459216865601661
143,-0.0024889053295129356
144,-0.0025186426271885973
145,-0.002548425910315633
146,-0.0025782523261764275
147,-0.0026081190179220006
148,-0.0026380231248456488
149,-0.0026679617826569496
150,-0.002697932123756108
151,-0.0027279312775086257
152,-0.002757956370520255
153,-0.0027880045269122224
154,-0.002818072868596683
155,-0.002848158515552399
156,-0.0028782585861005837
157,-0.002908370197180928
158,-0.0029384904646277384
159,-0.0029686165034461965
160,-0.0029987454280886814
161,-0.0030288743527311676
162,-0.0030590003915496244
163,-0.0030891206589964363
164,-0.003119232270076781
165,-0.003149332340624966
166,-0.0031794179875806808
167,-0.0032094863292651426
168,-0.003239534485657109
169,-0.003269559578668739
170,-0.0032995587324212566
171,-0.003329529073520414
172,-0.003359467731331715
173,-0.0033893718382553635
174,-0.003419238530000936
175,-0.0034490649458617305
176,-0.0034788482289887677
177,-0.00350858552666443
178,-0.0035382739905757033
179,-0.003567910777086993
180,-0.0035974930475124976
181,-0.0036270179683880995
182,-0.0036564827117427667
183,-0.0036858844553694227
184,-0.0037152203830952612
185,-0.0037444876850514885
186,-0.0037736835579424595
187,-0.0038028052053141847
188,-0.0038318498378221797
189,-0.0038608146734986394
190,-0.0038896969380188967
191,-0.003918493864967161
192,-0.003947202696101482
193,-0.003975820681617957
194,-0.004004345080414096
195,-0.004032773160351385
196,-0.004061102198516967
197,-0.004089329481484463
198,-0.004117452305573852
199,-0.004145467977110456
200,-0.00417337381268293
201,-0.004201167139400301
202,-0.004228845295147966
203,-0.004256405628842698
204,-0.0042838455006865535
205,-0.004311162282419732
206,-0.00433835335757231
207,-0.00436541612171486
208,-0.004392347982707899
209,-0.004419146360950182
210,-0.004445808689625772
211,-0.004472332414949908
212,-0.004498714996413595
213,-0.004524953907026962
214,-0.004551046633561286
215,-0.004576990676789729
216,-0.004602783551726702
217,-0.0046284227878659046
218,-0.0046539059294169426
219,-0.0046792305355405515
220,-0.004704394180582391
221,-0.004729394454305374
222,-0.0047542289621205335
223,-0.004778895325316371
224,-0.004803391181286707
225,-0.0048277141837569666
226,-0.004851862003008923
227,-0.004875832326103834
228,-0.004899622857103984
229,-0.004923231317292601
230,-0.0049466554453921055
231,-0.004969892997780713
232,-0.004992941748707326
233,-0.005015799490504728
234,-0.005038464033801032
235,-0.005060933207729393
236,-0.005083204860135932
237,-0.005105276857785876
238,-0.0051271470865678894
239,-0.0051488134516965624
240,-0.005170273877913057
241,-0.005191526309683884
242,-0.005212568711397783
243,-0.005233399067560697
244,-0.00525401538298883
245,-0.0052744156829997385
246,-0.005294598013601483
247,-0.0053145604416797755
248,-0.005334301055183152
249,-0.005353817963306096
250,-0.005373109296670161
251,-0.005392173207503011
252,-0.005411007869815417
253,-0.005429611479576147
254,-0.005447982254884759
255,-0.00546611843614228
256,-0.0054840182862197495
257,-0.005501680090624593
258,-0.005519102157664856
259,-0.005536282818611222
260,-0.005553220427856865
261,-0.005569913363075052
262,-0.005586360025374547
263,-0.005606654108665459
264,-0.005627704846312776
265,-0.005648455996473048
266,-0.005668561057049673
267,-0.005684771967909006
268,-0.005694408939977134
269,-0.005700420450911474
270,-0.00570581067005352
271,-0.005711579048212558
272,-0.005715426247223482
273,-0.005719348724749809
274,-0.005729984724216063
275,-0.005737677418091433
276,-0.005742376060872197
277,-0.005758213769033882
278,-0.005776124781817321
279,-0.00579465954218282
280,-0.00581702872412546
281,-0.005844515487910479
282,-0.00586911283288343
283,-0.005892117770855291
284,-0.005906696018824846
285,-0.0059198987265554285
286,-0.00593263814307113
287,-0.00594412400093468
288,-0.005951049039465372
289,-0.005955642910676403
290,-0.005954191676679715
291,-0.005950169550808246
292,-0.005940307652822703
293,-0.005932665630784724
294,-0.005930782768230116
295,-0.005933342714103193
296,-0.005953468375601412
297,-0.0059733986842145275
298,-0.00599637899418356
299,-0.0060188441613949935
300,-0.006031727740453158
301,-0.006042886924184478
302,-0.006067385839751064
303,-0.006100401724109783
304,-0.0061327010855309165
305,-0.006164250358520583
306,-0.006195105353477252
307,-0.0062003448798670455
308,-0.006199738464013166
309,-0.006181757423520542
310,-0.006121949471374676
311,-0.006062841129165207
312,-0.006043124065990312
313,-0.006043558706864
314,-0.006043730422955739
315,-0.006099901625998256
316,-0.006160563878965908
317,-0.0062206671832699435
318,-0.006304532763022222
319,-0.006386693467584975
320,-0.006467160176294815
