omega_e_rad_s,matrix,row,column,value
7.512727481077079,raw_added_mass,heave,heave,29.51301086965305
7.512727481077079,raw_added_mass,heave,pitch,-6.1636100037363795
7.512727481077079,raw_added_mass,pitch,heave,-7.474901958771366
7.512727481077079,raw_added_mass,pitch,pitch,19.704657203213277
7.512727481077079,raw_radiation_damping,heave,heave,4.487779790551147
7.512727481077079,raw_radiation_damping,heave,pitch,-169.2290542327316
7.512727481077079,raw_radiation_damping,pitch,heave,168.2019097270683
7.512727481077079,raw_radiation_damping,pitch,pitch,4.788669975077326
7.512727481077079,delta_added_mass,heave,heave,1.5740138343639707
7.512727481077079,delta_added_mass,heave,pitch,0.4951139438621812
7.512727481077079,delta_added_mass,pitch,heave,-0.9075828697979569
7.512727481077079,delta_added_mass,pitch,pitch,16.602224930218085
7.512727481077079,delta_radiation_damping,heave,heave,-9.160856270831232
7.512727481077079,delta_radiation_damping,heave,pitch,-4.2939889874569985
7.512727481077079,delta_radiation_damping,pitch,heave,10.078762473796672
7.512727481077079,delta_radiation_damping,pitch,pitch,3.538533000926056
9.142936523216044,raw_added_mass,heave,heave,29.4323160423145
9.142936523216044,raw_added_mass,heave,pitch,-6.190306694568343
9.142936523216044,raw_added_mass,pitch,heave,-7.432206514695462
9.142936523216044,raw_added_mass,pitch,pitch,14.069226103904969
9.142936523216044,raw_radiation_damping,heave,heave,6.438838743966972
9.142936523216044,raw_radiation_damping,heave,pitch,-168.57896555286496
9.142936523216044,raw_radiation_damping,pitch,heave,167.09377398872016
9.142936523216044,raw_radiation_damping,pitch,pitch,4.427148543772455
9.142936523216044,delta_added_mass,heave,heave,1.4933190070254199
9.142936523216044,delta_added_mass,heave,pitch,0.46841725303021775
9.142936523216044,delta_added_mass,pitch,heave,-0.8648874257220527
9.142936523216044,delta_added_mass,pitch,pitch,10.96679383090978
9.142936523216044,delta_radiation_damping,heave,heave,-7.209797317415406
9.142936523216044,delta_radiation_damping,heave,pitch,-3.643900307590343
9.142936523216044,delta_radiation_damping,pitch,heave,8.97062673544852
9.142936523216044,delta_radiation_damping,pitch,pitch,3.177011569621185
11.126889465658262,raw_added_mass,heave,heave,29.3187361791775
11.126889465658262,raw_added_mass,heave,pitch,-6.227787805663743
11.126889465658262,raw_added_mass,pitch,heave,-7.371960392203222
11.126889465658262,raw_added_mass,pitch,pitch,10.274539139407235
11.126889465658262,raw_radiation_damping,heave,heave,9.096267183267544
11.126889465658262,raw_radiation_damping,heave,pitch,-167.69452993230468
11.126889465658262,raw_radiation_damping,pitch,heave,165.5717409171482
11.126889465658262,raw_radiation_damping,pitch,pitch,3.931853326596795
11.126889465658262,delta_added_mass,heave,heave,1.3797391438884183
11.126889465658262,delta_added_mass,heave,pitch,0.43093614193481766
11.126889465658262,delta_added_mass,pitch,heave,-0.804641303229813
11.126889465658262,delta_added_mass,pitch,pitch,7.172106866412045
11.126889465658262,delta_radiation_damping,heave,heave,-4.552368878114834
11.126889465658262,delta_radiation_damping,heave,pitch,-2.7594646870300608
11.126889465658262,delta_radiation_damping,pitch,heave,7.448593663876551
11.126889465658262,delta_radiation_damping,pitch,pitch,2.681716352445525
13.541346247630653,raw_added_mass,heave,heave,29.162891326597574
13.541346247630653,raw_added_mass,heave,pitch,-6.279017332404311
13.541346247630653,raw_added_mass,pitch,heave,-7.288969897802201
13.541346247630653,raw_added_mass,pitch,pitch,7.726186553260784
13.541346247630653,raw_radiation_damping,heave,heave,12.556452093554032
13.541346247630653,raw_radiation_damping,heave,pitch,-166.5446101560093
13.541346247630653,raw_radiation_damping,pitch,heave,163.56214975937226
13.541346247630653,raw_radiation_damping,pitch,pitch,3.280386369526994
13.541346247630653,delta_added_mass,heave,heave,1.2238942913084934
13.541346247630653,delta_added_mass,heave,pitch,0.37970661519424986
13.541346247630653,delta_added_mass,pitch,heave,-0.7216508088287918
13.541346247630653,delta_added_mass,pitch,pitch,4.623754280265594
13.541346247630653,delta_radiation_damping,heave,heave,-1.0921839678283458
13.541346247630653,delta_radiation_damping,heave,pitch,-1.6095449107346838
13.541346247630653,delta_radiation_damping,pitch,heave,5.439002506100621
13.541346247630653,delta_radiation_damping,pitch,pitch,2.0302493953757237
16.47972317548072,raw_added_mass,heave,heave,28.95723826321227
16.47972317548072,raw_added_mass,heave,pitch,-6.346213503223775
16.47972317548072,raw_added_mass,pitch,heave,-7.1787598739848555
16.47972317548072,raw_added_mass,pitch,pitch,6.023045568709215
16.47972317548072,raw_radiation_damping,heave,heave,16.74033098961944
16.47972317548072,raw_radiation_damping,heave,pitch,-165.1562159429455
16.47972317548072,raw_radiation_damping,pitch,heave,161.07135628021652
16.47972317548072,raw_radiation_damping,pitch,pitch,2.4775522830425802
16.47972317548072,delta_added_mass,heave,heave,1.0182412279231876
16.47972317548072,delta_added_mass,heave,pitch,0.3125104443747855
16.47972317548072,delta_added_mass,pitch,heave,-0.611440785011446
16.47972317548072,delta_added_mass,pitch,pitch,2.9206132957140243
16.47972317548072,delta_radiation_damping,heave,heave,3.0916949282370627
16.47972317548072,delta_radiation_damping,heave,pitch,-0.22115069767087903
16.47972317548072,delta_radiation_damping,pitch,heave,2.9482090269448804
16.47972317548072,delta_radiation_damping,pitch,pitch,1.2274153088913102
20.05570723723243,raw_added_mass,heave,heave,28.70191294594026
20.05570723723243,raw_added_mass,heave,pitch,-6.428839265896388
20.05570723723243,raw_added_mass,pitch,heave,-7.040462038936141
20.05570723723243,raw_added_mass,pitch,pitch,4.893398389920537
20.05570723723243,raw_radiation_damping,heave,heave,21.17381529121119
20.05570723723243,raw_radiation_damping,heave,pitch,-163.68434111709269
20.05570723723243,raw_radiation_damping,pitch,heave,158.29720811016597
20.05570723723243,raw_radiation_damping,pitch,pitch,1.5910653909873376
20.05570723723243,delta_added_mass,heave,heave,0.7629159106511807
20.05570723723243,delta_added_mass,heave,pitch,0.22988468170217224
20.05570723723243,delta_added_mass,pitch,heave,-0.47314294996273176
20.05570723723243,delta_added_mass,pitch,pitch,1.7909661169253468
20.05570723723243,delta_radiation_damping,heave,heave,7.525179229828813
