case_code,fn_b,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,wave_amplitude_m,source_wave_amplitude_m,wave_amplitude_scale,component,heave_force_real_n_per_m,heave_force_imag_n_per_m,pitch_moment_real_nm_per_m,pitch_moment_imag_nm_per_m,response_calibration_used
C6,2.82,3.46,10.458145256366661,1.217,0.00875,0.035,0.25,total,4794.8301393322645,-3553.6224827964024,1804.688852272519,-600.6515733452138,False
C6,2.82,3.46,10.458145256366661,1.217,0.00875,0.035,0.25,bem,3346.733835854605,-3339.0539244741603,782.927124397155,-333.68671115203534,False
C6,2.82,3.46,10.458145256366661,1.217,0.00875,0.035,0.25,front,1448.0963034776598,-214.568558322242,1021.7617278753639,-266.9648621931789,False
C6,2.82,3.46,10.458145256366661,1.217,0.00875,0.035,0.25,transom,0.0,0.0,0.0,0.0,False
C6,2.82,3.46,10.458145256366661,1.217,0.00875,0.035,0.25,raw_bem,3346.733835854605,-3339.0539244741603,782.927124397155,-333.68671115203534,False
C6,2.82,3.46,10.458145256366661,1.217,0.00875,0.035,0.25,resolved_station,3383.345607634405,-3183.530268237523,758.3341077779733,-435.56781304060166,False
C6,2.82,3.46,10.458145256366661,1.217,0.00875,0.035,0.25,transom_extrapolation,-36.61177177979938,-155.5236562366437,24.593016619181597,101.88110188856682,False
C6,2.82,3.46,10.458145256366661,1.217,0.00875,0.035,0.25,pre_chine_bem,2097.7530927262405,-2047.6952941961606,820.6739066428038,-836.2418295435276,False
C6,2.82,3.46,10.458145256366661,1.217,0.00875,0.035,0.25,post_chine_bem,1248.980743128363,-1291.358630278001,-37.74678224564869,502.55511839149307,False
