case_code,omega_e_rad_s,time_step_s,bem_substeps_per_plane,maximum_harmonic_residual_nrmse,maximum_potential_bvp_relative_residual,maximum_pressure_bvp_relative_residual,maximum_free_surface_pressure_abs_pa,minimum_active_plane_count,maximum_active_plane_count,response_calibration_used
C6,10.458145256366661,0.0014305431266172946,16,0.04401801784869354,2.469150438376071e-15,3.564309544786854e-15,5.967448757360216e-13,9,11,False
