case,field,x,samples,rms_difference,reference_rms,relative_rms,reflection_residual
free_surface_fn167,phi_local,1.7902623815836317e-05,72,0.0028172507370251474,0.544794542458601,0.005171216885380658,1.7325532978273237e-14
free_surface_fn167,phi_local,0.021330123770672976,72,0.002948064628854195,0.5340209709071255,0.0055205034810644335,1.6879549374249632e-14
free_surface_fn167,phi_local,0.04264234491753012,72,0.002963868892138318,0.5232130955124944,0.00566474523967174,1.6212677718685766e-14
free_surface_fn167,phi_local,0.06395456606438725,72,0.0028371201754365935,0.5123710075267601,0.005537237926734987,1.5546120648999327e-14
free_surface_fn167,phi_local,0.0852667872112444,72,0.0026002476983661878,0.501495699556041,0.0051849850370962475,1.4880121058996076e-14
free_surface_fn167,phi_local,0.10657900835810154,72,0.0023493539975182414,0.49058926092857014,0.004788841062422497,1.4436128213417605e-14
free_surface_fn167,phi_local,0.12789122950495868,72,0.0022220761352293662,0.479654911571183,0.004632655856583676,1.3991702737955094e-14
free_surface_fn167,phi_local,0.14920345065181584,72,0.0023046900357852384,0.46869688355972505,0.004917229272533784,1.354665632963343e-14
free_surface_fn167,phi_local,0.17051567179867297,72,0.0025386785224966457,0.4577202126029691,0.005546354416073646,1.3101366722277117e-14
free_surface_fn167,phi_local,0.1918278929455301,72,0.0027814492140099106,0.44673051939343644,0.006226235041623119,1.2878616994642534e-14
free_surface_fn167,phi_local,0.21314011409238726,72,0.0029140820994386393,0.435733832133075,0.0066877572603741865,1.2658490090568387e-14
free_surface_fn167,phi_local,0.23445233523924439,72,0.0028798452279429738,0.424736444482843,0.006780311097272237,1.2665334779152617e-14
free_surface_fn167,phi_local,0.2557645563861015,72,0.0026885208381791856,0.41374475477608336,0.006498017937736032,1.2456232622454378e-14
free_surface_fn167,phi_local,0.2770767775329587,72,0.0024175695475829265,0.40276502645413226,0.006002431663113243,1.2476833599149455e-14
free_surface_fn167,phi_local,0.29838899867981583,72,0.0022047911230799375,0.3918030551998353,0.00562729436082474,1.2726468661934031e-14
free_surface_fn167,phi_local,0.31970121982667293,72,0.0021860823996429457,0.38086380160651345,0.005739800922066834,1.2758510841771825e-14
free_surface_fn167,phi_local,0.3410134409735301,72,0.0023692625105525725,0.36995110577601836,0.006404258491355906,1.3016151710388764e-14
free_surface_fn167,phi_local,0.36232566212038725,72,0.002624144437393723,0.35906760362608775,0.0073082183156973285,1.3278309147056608e-14
free_surface_fn167,phi_local,0.38363788326724435,72,0.002807551386187969,0.34821490425991236,0.008062697351094352,1.3430515505051164e-14
free_surface_fn167,phi_local,0.4049501044141015,72,0.002833792104062765,0.3373939897587343,0.008399059230691008,1.3477668543883325e-14
free_surface_fn167,phi_local,0.42626232556095867,72,0.0026829045056233182,0.3266057115106047,0.008214505781954784,1.3529270205245392e-14
free_surface_fn167,phi_local,0.44757454670781577,72,0.0023976897584434397,0.31585122420021106,0.007591199826800727,1.3477325584664375e-14
free_surface_fn167,phi_local,0.4688867678546729,72,0.0020826476710947795,0.3051322346701808,0.006825393827518503,1.3316314123646287e-14
free_surface_fn167,phi_local,0.4901989890015301,72,0.001886709307964827,0.2944510272418165,0.006407548737859814,1.3160826493442555e-14
free_surface_fn167,phi_local,0.5115112101483872,72,0.0019114084156664419,0.28381031694097775,0.006734809489198187,1.3011060731842062e-14
free_surface_fn167,phi_local,0.5328234312952443,72,0.002098157635877028,0.2732130375270601,0.007679566300598733,1.284984234238199e-14
free_surface_fn167,phi_local,0.5541356524421015,72,0.0022981677887987453,0.2626621760823328,0.008749519337258415,1.2587819107078781e-14
free_surface_fn167,phi_local,0.5754478735889587,72,0.0023988591072000446,0.2521607321402965,0.009513214396384978,1.2331474584695623e-14
free_surface_fn167,phi_local,0.5967600947358158,72,0.0023556958776125886,0.24171183394306697,0.009745885582778092,1.2204881220998686e-14
free_surface_fn167,phi_local,0.6180723158826729,72,0.0021849687485951423,0.2313190091186366,0.009445694743896024,1.2041698183434811e-14
free_surface_fn167,phi_local,0.63938453702953,72,0.001955337219978409,0.22098658505243607,0.008848216825082134,1.1881461365489889e-14
free_surface_fn167,phi_local,0.6606967581763872,72,0.0017733937086093043,0.21072017319543404,0.008415870591395902,1.1600236876301878e-14
free_surface_fn167,phi_local,0.6820089793232443,72,0.0017335165120765834,0.200527159981956,0.00864479660626805,1.1398725269438705e-14
free_surface_fn167,phi_local,0.7033212004701015,72,0.0018371836005976379,0.19041709065904042,0.009648207491455096,1.1097927298173362e-14
free_surface_fn167,phi_local,0.7246334216169587,72,0.001996366538706137,0.1804018167587676,0.011066221918239704,1.0799023566625637e-14
free_surface_fn167,phi_local,0.7459456427638158,72,0.002120040260772175,0.17049531268985957,0.012434595575238162,1.037806173935944e-14
free_surface_fn167,phi_local,0.7672578639106729,72,0.002161122230861149,0.16071316005225234,0.013447076954734185,9.933239295962162e-15
free_surface_fn167,phi_local,0.78857008505753,72,0.0021174596517749226,0.1510718197605397,0.014016245088801185,9.392381802113267e-15
free_surface_fn167,phi_local,0.8098823062043872,72,0.002019384663698644,0.14158790115964756,0.014262409762128512,8.826971271627092e-15
free_surface_fn167,phi_local,0.8311945273512443,72,0.00191188960707123,0.13227763519345823,0.014453611937309431,8.235318295829851e-15
free_surface_fn167,phi_local,0.8525067484981015,72,0.0018313820681487775,0.12315664971868666,0.014870346605985178,7.673400224396098e-15
free_surface_fn167,phi_local,0.8738189696449586,72,0.0017854712438707464,0.11423998001019119,0.015629127768680168,7.021008625018216e-15
free_surface_fn167,phi_local,0.8951311907918157,72,0.0017524523097224348,0.1055421274861254,0.016604292062928263,6.481744069217861e-15
free_surface_fn167,phi_local,0.9164434119386728,72,0.0017013785516341153,0.09707700125735061,0.01752607239199499,5.898304715374667e-15
free_surface_fn167,phi_local,0.93775563308553,72,0.0016130655132736635,0.08885776531619238,0.018153343239431182,5.362790940689905e-15
free_surface_fn167,phi_local,0.9590678542323872,72,0.0014887907640855145,0.08089688448929305,0.01840356119378813,4.873929657478647e-15
free_surface_fn167,phi_local,0.9803800753792443,72,0.0013475699219866063,0.07320684344527638,0.01840770423319703,4.352584022962493e-15
free_surface_fn167,phi_local,1.0016922965261015,72,0.0012160593905942315,0.06580193201083682,0.018480603128703886,3.849229045946718e-15
free_surface_fn167,phi_local,1.0230045176729585,72,0.0011144899506592525,0.05870108071052085,0.018985850638002056,3.3121136700345437e-15
free_surface_fn167,phi_local,1.0443167388198158,72,0.0010458295504309782,0.0519311021827056,0.02013878979020142,2.7577367830154345e-15
free_surface_fn167,phi_local,1.0656289599666728,72,0.0009979338027439318,0.0455291071342568,0.02191858934991218,2.2850779560493495e-15
free_surface_fn167,phi_local,1.08694118111353,72,0.0009566846080857952,0.039542614933941095,0.024193761836034583,1.8124199604801504e-15
free_surface_fn167,phi_local,1.1082534022603872,72,0.0009157470664587411,0.034026174384624824,0.026913018669313983,1.3397636762387998e-15
free_surface_fn167,phi_local,1.1295656234072442,72,0.0008750888346160475,0.02903421538638325,0.03013991674892841,9.257639144254436e-16
free_surface_fn167,phi_local,1.1508778445541015,72,0.0008327298717547494,0.024611346880359004,0.03383520112909003,6.552170211692555e-16
free_surface_fn167,phi_local,1.1721900657009585,72,0.00077932204976903,0.020783322828108776,0.03749747122798968,6.091603196906845e-16
free_surface_fn167,phi_local,1.1935022868478158,72,0.0007065799007034993,0.01777402309838698,0.03975351538547413,5.492709882199548e-16
free_surface_fn167,phi_local,1.2148145079946728,72,0.000665939400235831,0.01619856835209353,0.04111100350110655,6.09778714648291e-16
free_surface_fn167,phi_local,1.2361267291415299,72,0.0006261303674168045,0.014712762569580953,0.04255695451181592,6.702488811279938e-16
free_surface_fn167,phi_local,1.2574389502883871,72,0.0005871731771208672,0.013314458509550379,0.044100417354539165,7.151400324049338e-16
free_surface_fn167,phi_local,1.2787511714352442,72,0.0005490884587537202,0.012001494288580765,0.045751674379095386,7.627555772925536e-16
free_surface_fn167,phi_local,1.3000633925821015,72,0.0005118971230753209,0.010771692556510934,0.047522440915369925,8.615502662388828e-16
free_surface_fn167,phi_local,1.3213756137289585,72,0.0004756204041376241,0.009622859507489638,0.04942609873576981,9.261218656454643e-16
free_surface_fn167,phi_local,1.3426878348758158,72,0.0004402800749584029,0.0085527837036343,0.05147798543897661,9.805572909662258e-16
free_surface_fn167,phi_local,1.3640000560226728,72,0.00040589924682091276,0.007559234683593772,0.053695812315743885,1.0124937278274573e-15
free_surface_fn167,phi_local,1.3853122771695299,72,0.00037250395594429686,0.006639961322238484,0.0561003201474549,1.0016440340527813e-15
free_surface_fn167,phi_local,1.4066244983163871,72,0.0003401212799086642,0.005792689897569579,0.05871560292764297,9.359556855298218e-16
free_surface_fn167,phi_local,1.4279367194632442,72,0.00030946282461506036,0.005015121797642331,0.06170594396342329,8.601783657401334e-16
free_surface_fn167,phi_local,1.4492489406101015,72,0.0002801371238198231,0.004304930755277705,0.06507354931932044,7.882703699101518e-16
free_surface_fn167,phi_local,1.4705611617569585,72,0.0002518274381027671,0.003659759636546282,0.06880982991014592,7.294745469423937e-16
free_surface_fn167,phi_local,1.4918733829038158,72,0.00022455046764752456,0.0030772207835774875,0.07297184161952419,6.549293124033615e-16
free_surface_fn167,phi_local,1.5131856040506728,72,0.00019820428460063278,0.002554994363882082,0.07757523359052712,5.722331563579096e-16
free_surface_fn167,phi_local,1.5344978251975299,72,0.00017266089946685393,0.0020907310239240817,0.0825839849751632,4.962968906173166e-16
free_surface_fn167,phi_local,1.5558100463443871,72,0.0001481232846823352,0.0016817575278659127,0.08807648084102712,4.202836229752441e-16
free_surface_fn167,phi_local,1.5771222674912442,72,0.00012484105907104154,0.0013253170934009674,0.09419712436567175,3.6327022789384896e-16
free_surface_fn167,phi_local,1.5984344886381014,72,0.0001028781670132781,0.0010187359646204024,0.10098609510817867,3.2734802539933795e-16
free_surface_fn167,phi_local,1.6197467097849585,72,8.231855990773706e-05,0.0007592524736875077,0.10842053567232451,3.027544763585248e-16
free_surface_fn167,phi_local,1.6410589309318155,72,6.328058989791192e-05,0.0005439984617445446,0.11632494271211333,2.6664537993745176e-16
free_surface_fn167,phi_local,1.6623711520786728,72,4.594568288923545e-05,0.0003699744023830451,0.1241861128588744,2.345121125441369e-16
free_surface_fn167,phi_local,1.6836833732255299,72,3.0613808171220334e-05,0.00023401398850271367,0.1308204196129298,1.8187750109640293e-16
free_surface_fn167,phi_local,1.7049955943723871,72,1.779522114823365e-05,0.00013272977695377052,0.1340710544132963,1.5366449288671406e-16
free_surface_fn167,phi_local,1.7263078155192442,72,8.292403407677884e-06,6.244068714648399e-05,0.13280448673193096,1.1511889599099666e-16
free_surface_fn167,phi_local,1.7476200366661014,72,2.974444500000823e-06,1.9236758497316046e-05,0.1546229579383566,8.045514856652514e-17
free_surface_fn167,phi_local,1.7689322578129585,72,7.31986631767614e-08,6.14803519585238e-08,1.19060253959091,2.999415658318355e-17
free_surface_fn167,phi_local,1.7902444789598158,72,0.0,0.0,,0.0
free_surface_fn167,normal_derivative_local,1.7902623815836317e-05,72,0.522495676892135,1.624204198953153,0.3216933420249121,3.409321917678009e-13
free_surface_fn167,normal_derivative_local,0.021330123770672976,72,0.6346544972983053,1.6258264256640582,0.39035808944923794,3.4107989385740664e-13
free_surface_fn167,normal_derivative_local,0.04264234491753012,72,0.6778614858067905,1.6250121196107243,0.41714241858649886,3.0144403900126353e-13
free_surface_fn167,normal_derivative_local,0.06395456606438725,72,0.6391465977224647,1.6162863685844757,0.39544143299446477,2.512026494120178e-13
free_surface_fn167,normal_derivative_local,0.0852667872112444,72,0.5230112919174591,1.5981681884818666,0.3272567278505765,1.9374521056749558e-13
free_surface_fn167,normal_derivative_local,0.10657900835810154,72,0.35596679591004726,1.5756206064524558,0.22592164284491956,2.0942951694410851e-13
free_surface_fn167,normal_derivative_local,0.12789122950495868,72,0.2241161882840039,1.5582546935365869,0.14382513283201082,2.9561793730770977e-13
free_surface_fn167,normal_derivative_local,0.14920345065181584,72,0.3004961068652804,1.5546130608398678,0.19329318300139564,3.7586032757397464e-13
free_surface_fn167,normal_derivative_local,0.17051567179867297,72,0.47903252870852175,1.5658609237763037,0.3059227811581532,4.175303630156205e-13
free_surface_fn167,normal_derivative_local,0.1918278929455301,72,0.6277524593314215,1.5838137987652874,0.39635496282505306,3.931764830010201e-13
free_surface_fn167,normal_derivative_local,0.21314011409238726,72,0.7026859861101274,1.595182506628501,0.44050507273634154,3.2552829596591145e-13
free_surface_fn167,normal_derivative_local,0.23445233523924439,72,0.6868055459818414,1.5888628671990686,0.4322623180140011,2.8130343666377633e-13
free_surface_fn167,normal_derivative_local,0.2557645563861015,72,0.5804693126689092,1.56182151096566,0.3716617478971783,2.5956131060834473e-13
free_surface_fn167,normal_derivative_local,0.2770767775329587,72,0.4005865862744649,1.5211555543278117,0.2633436042321664,1.9857626823411225e-13
free_surface_fn167,normal_derivative_local,0.29838899867981583,72,0.19080223361133014,1.4815567257876892,0.12878496671120548,1.5941383866275201e-13
free_surface_fn167,normal_derivative_local,0.31970121982667293,72,0.17344815841837444,1.4584109147366244,0.11892955316348382,1.9431529223905958e-13
free_surface_fn167,normal_derivative_local,0.3410134409735301,72,0.3769206986639062,1.4592509692177678,0.25829737763748395,3.023827691952099e-13
free_surface_fn167,normal_derivative_local,0.36232566212038725,72,0.5552804897326175,1.4793865519577591,0.37534509759993573,3.583687110948599e-13
free_surface_fn167,normal_derivative_local,0.38363788326724435,72,0.6605051210859484,1.5054567989759369,0.43874066764004555,3.9093599674259245e-13
free_surface_fn167,normal_derivative_local,0.4049501044141015,72,0.6752031930555112,1.5235486054896767,0.4431779797655338,4.133571296436657e-13
free_surface_fn167,normal_derivative_local,0.42626232556095867,72,0.597980810783751,1.5257407166378794,0.39192819871875795,4.0021382666891893e-13
free_surface_fn167,normal_derivative_local,0.44757454670781577,72,0.44200109320714354,1.5122396920357235,0.29228243084410604,3.0900440768369516e-13
free_surface_fn167,normal_derivative_local,0.4688867678546729,72,0.23503072724900087,1.4895449345585539,0.15778693330836327,2.7885973641432437e-13
free_surface_fn167,normal_derivative_local,0.4901989890015301,72,0.08389812339203964,1.4662781048989941,0.0572184247392953,2.5426037960562314e-13
free_surface_fn167,normal_derivative_local,0.5115112101483872,72,0.25955285232729897,1.4488362696239414,0.17914574460140226,1.8701950708428128e-13
free_surface_fn167,normal_derivative_local,0.5328234312952443,72,0.4399966289436957,1.4391231928251103,0.3057393773773795,1.7169964300500836e-13
