pair,case,mode,component,absolute_change,dimensionless_change,tolerance,passed
coarse_mid,fn167,3,original,3.1825192682870864,0.00040283844289808776,0.03367195118173236,True
coarse_mid,fn167,3,delta,0.5472206226091271,6.926635314677298e-05,0.001,True
coarse_mid,fn167,3,candidate,2.8752716194440757,0.0003639475033592885,0.03408357464891677,True
coarse_mid,fn167,3,normal,0.10443898565870689,1.3219727773479737e-05,0.001,True
coarse_mid,fn167,3,tangent,0.5717075371484303,7.236586950247462e-05,0.001440337697555338,True
coarse_mid,fn167,5,original,1.198763540454464,7.986192819528039e-05,0.004814035436504736,True
coarse_mid,fn167,5,delta,0.3180699714534505,2.1189901397618666e-05,0.001,True
coarse_mid,fn167,5,candidate,0.9121803519893169,6.076968418984346e-05,0.004827593271743601,True
coarse_mid,fn167,5,normal,0.09300192244494732,6.195811435427577e-06,0.001,True
coarse_mid,fn167,5,tangent,0.2660188394107754,1.772224190565643e-05,0.001,True
coarse_mid,fn226,3,original,2.003952935083041,0.00025365731106614736,0.03011767045133877,True
coarse_mid,fn226,3,delta,0.4017877088902065,5.085767638165338e-05,0.001,True
coarse_mid,fn226,3,candidate,1.7014683301812088,0.00021536927037664618,0.030652244888637492,True
coarse_mid,fn226,3,normal,0.09955213163632622,1.260115723263093e-05,0.0012916940769546513,True
coarse_mid,fn226,3,tangent,0.4268154842472098,5.402565407608061e-05,0.0019913827183942845,True
coarse_mid,fn226,5,original,0.6543341461416198,4.3591905185130325e-05,0.0027704870474568564,True
coarse_mid,fn226,5,delta,0.1515484573829495,1.009619629992606e-05,0.001,True
coarse_mid,fn226,5,candidate,0.5029986330821962,3.350989528952932e-05,0.002738068569164941,True
coarse_mid,fn226,5,normal,0.07807041595311681,5.201070722137401e-06,0.001,True
coarse_mid,fn226,5,tangent,0.10107573696897618,6.733690987165995e-06,0.001,True
coarse_mid,fn282,3,original,1.5091339630680152,0.00019102387905860094,0.02750997074658131,True
coarse_mid,fn282,3,delta,0.317663438618239,4.0209354348229545e-05,0.001,True
coarse_mid,fn282,3,candidate,1.2110276862486777,0.0001532900404708198,0.028125283659685425,True
coarse_mid,fn282,3,normal,0.11546588923505474,1.461549643730126e-05,0.0016122924351067117,True
coarse_mid,fn282,3,tangent,0.3563380418680901,4.510472673705304e-05,0.00250145138235648,True
coarse_mid,fn282,5,original,0.4102330686672456,2.7329830085433423e-05,0.0016134439778668613,True
coarse_mid,fn282,5,delta,0.058948545594851354,3.927166915443119e-06,0.001,True
coarse_mid,fn282,5,candidate,0.3576941490764146,2.3829674064480483e-05,0.0015269837758679194,True
coarse_mid,fn282,5,normal,0.08179347887778736,5.449102109414852e-06,0.001,True
coarse_mid,fn282,5,tangent,0.03486033825050386,2.3224044911888764e-06,0.001,True
mid_fine,fn167,3,original,1.333878716211363,0.00016884033677593246,0.03368034987687466,True
mid_fine,fn167,3,delta,0.26132194243718493,3.307773355388312e-05,0.001,True
mid_fine,fn167,3,candidate,1.155934670165769,0.00014631645038621258,0.034090877034308936,True
mid_fine,fn167,3,normal,0.024725355641601658,3.1296978673518493e-06,0.001,True
mid_fine,fn167,3,tangent,0.26628874398433816,3.370642373068004e-05,0.0014387745350462168,True
mid_fine,fn167,5,original,0.5301898274518465,3.532137948888166e-05,0.004813915040467358,True
mid_fine,fn167,5,delta,0.1593507763135245,1.0615988747028706e-05,0.001,True
mid_fine,fn167,5,candidate,0.3729851389034337,2.4848363647863378e-05,0.004827625096912668,True
mid_fine,fn167,5,normal,0.022586146475631893,1.5046947518617138e-06,0.001,True
mid_fine,fn167,5,tangent,0.14676516661486025,9.777532267390109e-06,0.001,True
mid_fine,fn226,3,original,1.0238897326603116,0.00012960240326407105,0.030123561945024066,True
mid_fine,fn226,3,delta,0.1838486077765879,2.3271276822642342e-05,0.001,True
mid_fine,fn226,3,candidate,0.8720472810756079,0.00011038241695582397,0.03065750941943121,True
mid_fine,fn226,3,normal,0.038595934563807825,4.885414626334415e-06,0.00129173672602529,True
mid_fine,fn226,3,tangent,0.19252295532442715,2.4369262526656372e-05,0.0019903071692470285,True
mid_fine,fn226,5,original,0.32406256921679016,2.1589129765956924e-05,0.002769905483743432,True
mid_fine,fn226,5,delta,0.07068376224254935,4.708969996407039e-06,0.001,True
mid_fine,fn226,5,candidate,0.2541125667001638,1.692904302681181e-05,0.0027376323674325673,True
mid_fine,fn226,5,normal,0.03010096383402771,2.005333772005195e-06,0.001,True
mid_fine,fn226,5,tangent,0.04971452528977332,3.3119941631267376e-06,0.001,True
mid_fine,fn282,3,original,0.7705263567730939,9.753205294542445e-05,0.027512272400286714,True
mid_fine,fn282,3,delta,0.14890113694719284,1.884767918022584e-05,0.001,True
mid_fine,fn282,3,candidate,0.6216957886248546,7.869330625631373e-05,0.028127197578816123,True
mid_fine,fn282,3,normal,0.02975763619092232,3.7666762765370225e-06,0.0016123201813720966,True
mid_fine,fn282,3,tangent,0.1554485749363154,1.9676443910982526e-05,0.0025005655121674232,True
mid_fine,fn282,5,original,0.14949201910619467,9.95919586534998e-06,0.0016131808169981988,True
mid_fine,fn282,5,delta,0.03675828921638901,2.4488464613026983e-06,0.001,True
mid_fine,fn282,5,candidate,0.11391428656697865,7.588998386437174e-06,0.0015268349893868207,True
mid_fine,fn282,5,normal,0.02121842904366415,1.4135770729724882e-06,0.001,True
mid_fine,fn282,5,tangent,0.01992350045769957,1.3273086052886e-06,0.001,True
