frequency_index,omega_e_rad_s,i,j,A,B,C,M
0,20.645999999999997,3,3,61.368315607048345,269.97499078617454,4643.674123151832,32.60032733
0,20.645999999999997,3,5,2.2000432233004643,-250.60610422232926,-1843.5640581856203,0.0
0,20.645999999999997,5,3,-0.01092192402814447,234.45219798240728,1483.4074534567453,0.0
0,20.645999999999997,5,5,8.844387869626205,1.8755804612031737,772.4325393003717,11.080492655866367
1,16.879600000000003,3,3,65.40412033879485,261.9692745738463,4643.674123151832,32.60032733
1,16.879600000000003,3,5,4.140099129340609,-255.79683521051223,-1843.5640581856203,0.0
1,16.879600000000003,5,3,-2.181792593954463,245.63445530351598,1483.4074534567453,0.0
1,16.879600000000003,5,5,9.901649131350975,7.431231589143902,772.4325393003717,11.080492655866367
2,13.471200000000003,3,3,70.32100133405919,219.26330739312345,4643.674123151832,32.60032733
2,13.471200000000003,3,5,6.606557210214996,-277.67992584010335,-1843.5640581856203,0.0
2,13.471200000000003,5,3,-4.7460670399245934,272.6248040360388,1483.4074534567453,0.0
2,13.471200000000003,5,5,12.22872867171526,20.750275047324283,772.4325393003717,11.080492655866367
3,11.899999999999999,3,3,72.81335281300319,190.05710392855272,4643.674123151832,32.60032733
3,11.899999999999999,3,5,7.885339024035233,-292.6818421070091,-1843.5640581856203,0.0
3,11.899999999999999,5,3,-6.030009531274779,289.4522561562001,1483.4074534567453,0.0
3,11.899999999999999,5,5,14.371081702274246,29.196215848660778,772.4325393003717,11.080492655866367
4,10.4354,3,3,75.15645033879578,159.29596478740405,4643.674123151832,32.60032733
4,10.4354,3,5,9.10117603643882,-308.58377688082123,-1843.5640581856203,0.0
4,10.4354,5,3,-7.230752277369848,306.66671407573733,1483.4074534567453,0.0
4,10.4354,5,5,17.578050320277182,37.92716150735184,772.4325393003717,11.080492655866367
5,9.0582,3,3,77.30159081101043,128.8004483775294,4643.674123151832,32.60032733
5,9.0582,3,5,10.224338174185924,-324.44709449782084,-1843.5640581856203,0.0
5,9.0582,5,3,-8.325827020315069,323.4190127434015,1483.4074534567453,0.0
5,9.0582,5,5,22.428856605187917,46.49831329611218,772.4325393003717,11.080492655866367
6,7.7676,3,3,79.19592550394698,100.268444055598,4643.674123151832,32.60032733
6,7.7676,3,5,11.223297859707111,-339.3707987676739,-1843.5640581856203,0.0
6,7.7676,5,3,-9.290093769155552,338.89780360807003,1483.4074534567453,0.0
6,7.7676,5,5,29.838322005927267,54.47473959168113,772.4325393003717,11.080492655866367
7,6.579000000000001,3,3,80.79012857979507,75.21928318775846,4643.674123151832,32.60032733
7,6.579000000000001,3,5,12.068702877755634,-352.5326687113124,-1843.5640581856203,0.0
7,6.579000000000001,5,3,-10.099851990076601,352.3699551292861,1483.4074534567453,0.0
7,6.579000000000001,5,5,41.19488549706501,61.45677195619013,772.4325393003717,11.080492655866367
