outer_panel_index,xi_mid,eta_mid,panel_length,arc_mid,normalized_arc_mid,s_nu,k_contribution,k_fraction,cumulative_k_fraction,s_nu_left,s_nu_right,k_contribution_linear_exact,k_contribution_endpoint_average,k_contribution_within_panel_slope,s_nu_weak_projected_left,s_nu_weak_projected_right,k_contribution_weak_projected,k_contribution_weak_projection_error,s_nu_endpoint_jump_to_next
0,4.556068499634428,-0.0615209957892553,0.0030091845728866,0.0015045922864433,9.58034517584837e-05,-0.5396972898804135,0.0008764947137239263,0.2075093766017128,0.2075093766017128,-0.9786715669243008,-0.1007230128365257,0.0010697830805121368,0.0008764947137239254,0.00019328836678821136,-0.9029435759691696,-0.25217899474678807,0.0011099926474043792,1.725685687524237e-05,-0.3292265749692292
1,4.553254761327938,-0.0627419096980808,0.0031300458854627,0.00457420751561795,0.000291258218591374,-0.1470214345346363,6.765688775365138e-05,0.016017710524372113,0.2235270871260849,-0.4299495878057549,0.1359067187364813,0.00015117521341500976,6.765688775365182e-05,8.351832566135794e-05,-0.25217899474678807,-0.0012228110128521214,6.66742633428913e-05,2.7157628045547515e-05,-0.22094691222535878
2,4.550418662950915,-0.0642050400714809,0.0032549079176723,0.0077666844171854505,0.000494536083023601,0.0587111852886113,1.1219678261783898e-05,0.0026562492680450847,0.22618333639413,-0.0850401934888775,0.2024625640661002,3.363998189159072e-05,1.1219678261783916e-05,2.2420303629806805e-05,-0.0012228110128521214,0.1276148563866771,1.750163768773163e-05,6.893888468468623e-06,-0.1247701951368541
3,4.547537505970983,-0.0658527051691121,0.003383965272479,0.011086121012261101,0.0007058979825674477,0.1254110197553806,5.322274820486313e-05,0.012600440285712581,0.23878377667984255,0.0776923689292461,0.1731296705815146,5.57912563960282e-05,5.322274820486292e-05,2.5685081911652966e-06,0.1276148563866771,0.13665027822001202,5.910372352838471e-05,2.2580735682946377e-06,-0.052638175004887405
4,4.544581605000767,-0.0676328050598048,0.0035172402513029,0.01453672377415205,0.0009256117603231253,0.104422178869334,3.83519575919943e-05,0.009079793279707966,0.2478635699595505,0.1204914955766272,0.0883528621620404,3.865470163079603e-05,3.835195759199415e-05,3.027440388018842e-07,0.13665027822001202,0.07819870465622315,4.159044058016053e-05,2.3464019376970387e-07,-0.018425759394833804
5,4.54152663394352,-0.0695108064405308,0.0036548756302799,0.01812278171494345,0.0011539505149673278,0.042390261869718,6.567571387339742e-06,0.0015548669296405748,0.24941843688919108,0.0699271027672066,0.0148534209722281,7.4913748358059225e-06,6.56757138733954e-06,9.23803448466383e-07,0.07819870465622315,0.002303486390218007,7.675815211325962e-06,1.487682930624386e-07,-0.039149414260294
6,4.538367448593684,-0.0714860628767053,0.0037969579486127,0.02184869850438975,0.0013911946458924232,-0.0141324544916532,7.583522482662571e-07,0.00017953924857532503,0.24959797613776635,-0.0242959932880659,-0.0039689156952409,8.890910292412239e-07,7.583522482662785e-07,1.307387809749454e-07,0.002303486390218007,-0.040969322211443525,2.0116525405579054e-06,1.3825620483079722e-06,-0.091200010829132
7,4.535122203742438,-0.0735944326541331,0.0039435932487549,0.02571897410307355,0.0016376306837156923,-0.0364542172998882,5.240680342308387e-06,0.0012407266053903391,0.2508387027431567,-0.0951689265243729,0.0222604919245958,9.772417248852459e-06,5.2406803423084866e-06,4.531736906543971e-06,-0.040969322211443525,-0.04049991520706821,6.5437128183581664e-06,4.567833271027667e-06,-0.1323027712908214
8,4.531819939407379,-0.0758844435946732,0.0040948910638956,0.0297382162593988,0.001893552022339198,-0.0321997124429018,4.2456710190626456e-06,0.0010051589959721608,0.25184386173912887,-0.1100422793662256,0.045642854480421,1.2516621019965126e-05,4.245671019062779e-06,8.270950000902343e-06,-0.04049991520706821,-0.02475583612292473,4.443917490043939e-06,6.6834418798359345e-06,-0.1411996894677289
9,4.528483638678672,-0.0783895532075606,0.0042509477546559,0.03391113566867455,0.0021592586107091463,-0.0181288500279266,1.3970960986731275e-06,0.00033076131087729553,0.25217462305000615,-0.0955568349873079,0.0592991349314555,9.892038268794488e-06,1.3970960986730653e-06,8.494942170121421e-06,-0.02475583612292473,-0.013663691157033942,1.6122484208440705e-06,7.326528950357514e-06,-0.1513344593280394
10,4.525132135925325,-0.0811317263611689,0.0044118655760095,0.03824254233400724,0.002435056721099242,-0.0006829223531954,2.0576188404033126e-09,4.871395071419871e-07,0.25217511018951333,-0.0920353243965839,0.0906694796901934,1.2274781389841054e-05,2.0576188404024283e-09,1.2272723771000647e-05,-0.013663691157033942,0.0063107795167904905,2.063192051922872e-07,9.775479501939702e-06,-0.1730706864731938
11,4.521795587474314,-0.0841412034212664,0.0045777622918759,0.042737356267949944,0.0027212596305278007,0.0213201663412392,2.0808195280140546e-06,0.0004926322501642258,0.25266774243967755,-0.0824012067830004,0.1250415394654784,1.8496863165394484e-05,2.080819528014016e-06,1.6416043637380466e-05,0.0063107795167904905,0.0346892307978689,2.2310254918606085e-06,1.2234868431862648e-05,-0.1768898367115387
12,4.518509424367576,-0.0874472084644711,0.0047487424809081,0.04740060865434194,0.003018187694736759,0.0390190661806943,7.229901189533018e-06,0.0017116729459300838,0.25437941538560765,-0.0518482972460603,0.12988642960745,2.0299829877941506e-05,7.229901189533224e-06,1.3069928688408277e-05,0.0346892307978689,0.04549177663210257,7.678588713516228e-06,1.1567772950288452e-05,-0.1630639221131779
13,4.515298373304161,-0.0910618903993878,0.0049248966158713,0.05223742820273164,0.003326167479322811,0.037377962488192,6.880632553645728e-06,0.0016289838940000678,0.2560083992796077,-0.0331774925057279,0.107933417482112,1.5052796245689194e-05,6.880632553645748e-06,8.172163692043448e-06,0.04549177663210257,0.029904668292647724,7.098758158209097e-06,1.007777479964503e-05,-0.1546656806461883
14,4.512184037506463,-0.0949909206468015,0.005106355391404,0.057253054206369294,0.003645532591192408,0.019576404563359,1.9569372520416167e-06,0.00046330322688943295,0.25647170250649715,-0.0467322631640763,0.0858850722907949,9.44087880402298e-06,1.9569372520416764e-06,7.483941551981303e-06,0.029904668292647724,0.007249380652958828,1.9806412642583195e-06,1.0264443528617386e-05,-0.1601558511501886
15,4.509207118067712,-0.099250947889925,0.0052931586048203,0.06245281120448144,0.003976622065206701,0.0077390357233206,3.170214223615093e-07,7.5054551606053e-05,0.2565467570581032,-0.0742707788593937,0.0897488503060359,1.2183594353069684e-05,3.1702142236154996e-07,1.1866572930708136e-05,0.007249380652958828,0.004497276814787276,1.8593364709442995e-07,1.228655971543425e-05,-0.170294126099871
16,4.506439643264325,-0.1038709058123588,0.0054855576154999,0.06784216931464154,0.00431978420578662,0.0148536562336607,1.21028463006318e-06,0.00028653385486834723,0.2568332909129716,-0.0805452757938351,0.1102525882611562,1.7851557885631855e-05,1.2102846300631565e-06,1.66412732555687e-05,0.004497276814787276,0.02602950452361676,1.4899185748537325e-06,1.3098080877127214e-05,-0.1623249328022299
