outer_panel_index,xi_mid,eta_mid,panel_length,arc_mid,normalized_arc_mid,s_nu,k_contribution,k_fraction,cumulative_k_fraction
0,4.316646726855755,0.4175880764583183,0.015744841166494765,0.007872420583247382,0.0004996041071000128,-0.2803444172485161,0.0012374341802860959,0.2835764956177553,0.2835764956177553
1,4.323797261778834,0.4027688181884356,0.017288085439905204,0.024388883886447367,0.001547781451512362,0.27108084136997057,0.001270411890916404,0.2911338297879469,0.5747103254057021
2,4.333686383587494,0.38761695017716125,0.01893354734993406,0.042499700281367,0.002697140553729394,-0.013719114422375611,3.5635605843901783e-06,0.0008166430494180213,0.5755269684551202
3,4.346312033912633,0.3724104381010349,0.020692143057308716,0.06231254548498838,0.0039545147923632324,0.020071573634453,8.336203699655957e-06,0.0019103653911981442,0.5774373338463183
4,4.3620018029053425,0.3575684649572059,0.02255979144677408,0.08393851273702978,0.0053269544308299855,0.018894971260036364,8.05429536432108e-06,0.0018457618922054005,0.5792830957385238
5,4.380561525551854,0.3431081448284886,0.024543163980666634,0.10748999045075014,0.006821591927597905,0.018493243798202386,8.393763705648469e-06,0.0019235561249334285,0.5812066518634571
6,4.401949612729944,0.32908619191650396,0.02664158313780561,0.13308236400998624,0.008445749936614982,0.0163295442148228,7.104085090040036e-06,0.0016280070378677698,0.5828346589013249
7,4.426134778233175,0.3155090059066164,0.02885761608187802,0.16083196361982807,0.010206811072621903,0.01562765696322055,7.047712680726322e-06,0.0016150884596214368,0.5844497473609463
8,4.453122793510916,0.3023762393731839,0.031191746996945553,0.19085664515923986,0.012112254773556942,0.014072831643004768,6.177356759503596e-06,0.0014156334211130933,0.5858653807820594
9,4.482940375484658,0.28967659998033846,0.03364469380759687,0.22327486556151108,0.014169598621815509,0.013089417346911603,5.764441159058454e-06,0.0013210076536778813,0.5871863884357373
10,4.515634620331419,0.27739927675663095,0.0362164201168874,0.2582054225237532,0.016386381825543733,0.012032990013186584,5.243878636899035e-06,0.0012017129888499075,0.5883881014245872
11,4.551265946302101,0.2655319069581811,0.03890650842629722,0.2957668867953456,0.01877012919019952,0.011153628132051452,4.840102728258183e-06,0.0011091817180870658,0.5894972831426742
12,4.589905432899392,0.25406374171716606,0.04171399222177217,0.33607713711938025,0.021328321604737657,0.010365012296935427,4.481479345558198e-06,0.001026997821979449,0.5905242809646537
