row,case_name,coefficient,diagnostic_status,gate_role,hull,speed_case,fn_l,speed_mps,omega_e_sqrt_l_over_g,omega_rad_s,reference_value,normalization_scale,station_local_index,active_station_index,solve_order_rank,x_m,x_from_bow_m,trapezoid_weight_m,inner_free_surface_y_min_m,inner_free_surface_y_max_m,inner_free_surface_panel_length_min_m,inner_free_surface_panel_length_max_m,selected_mode,selected_generalized_row,lever_arm_m,complex_force_density_real,complex_force_density_imag,station_weighted_force_real,station_weighted_force_imag,station_weighted_normalized_contribution,cumulative_body_integral_value,end_term_value,cumulative_with_end_term_value,body_potential_norm,body_potential_max_abs,control_potential_norm,control_potential_max_abs,control_normal_derivative_norm,control_normal_derivative_max_abs,body_potential_x_gradient_norm,pressure_norm,pressure_max_abs,inner_free_surface_normal_derivative_norm,inner_free_surface_normal_derivative_max_abs,outer_history_rhs_norm_before_solve,outer_history_rhs_max_abs_before_solve,free_surface_update_kind,free_surface_potential_norm_before_solve,free_surface_elevation_norm_before_solve,free_surface_potential_norm_after_update,free_surface_elevation_norm_after_update,free_surface_potential_growth_ratio,free_surface_elevation_growth_ratio,station_condition_number,station_residual,solver_status,station_count,body_panels_per_section,free_surface_inner_panels,free_surface_outer_panels,control_surface_radius_beams,history_steps,history_quadrature_count,history_k_max,include_end_term,end_station,end_term_scale,time_step_scale,free_surface_velocity_scale,history_rhs_scale,history_convolution_rule,history_potential_kernel_scale,history_normal_derivative_kernel_scale,pressure_gradient_scale,clip_inner_free_surface_to_waterline,two_zone_inner_free_surface,use_free_surface_marching,a1_recommended_control_radius_beams,a1_min_inner_free_surface_panels,a1_min_outer_or_control_panels,a1_min_station_count_for_fn,a1_control_radius_ok,a1_inner_free_surface_panels_ok,a1_outer_or_control_panels_ok,a1_station_count_ok,a1_grid_recommendation_status,a1_grid_recommendation_note
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hpm1p0_hcm1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,0,1,38,0.075,2.925,0.0375,-0.8631093749999998,0.8631093749999998,0.07378124999999991,0.07378125000000002,heave,pitch_moment,1.425,985.7810699078846,-22790.23307811533,36.96679012154567,-854.6337404293248,0.01178725304211771,0.0,0.0,0.0,27.34970315568523,14.927211957051846,0.26465825528198145,0.09822145910163929,0.465054287245844,0.2661115391792502,647.1453193771526,1442717.5476439786,731663.6556688902,4.111594878138602,2.8497084439078137,0.04721624274178671,0.02604598066606211,advance_eq19_20,1.5495793918316347,0.8133273277291289,1.2759813824848323,0.8829424605148103,0.8234372431712557,1.0855930083894416,113.94877021527233,4.3847729948648436e-15,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,-1.0,-1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hpm1p0_hcm1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,1,2,37,0.15,2.85,0.07499999999999998,-0.8636874999999999,0.8636874999999999,0.07262499999999991,0.07262500000000005,heave,pitch_moment,1.35,-710.7417992384334,1226.1754950587788,-53.30563494288249,91.96316212940839,-0.016997066977592262,0.0032887195533215776,0.0,0.0032887195533215776,10.711215482434461,7.147669246859308,0.5787527669782465,0.23022540780157086,0.8227152730057408,0.4079310275881667,149.88251546097428,335671.6724047451,176266.09285724862,10.574849464608176,7.378020256313277,0.04818978966144692,0.027075860406816213,advance_eq19_20,1.767364860263702,0.7766327265674792,1.5124691675877535,0.8071365506636378,0.8557764169658117,1.0392770263892661,77.78531556101733,5.190856899510443e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,-1.0,-1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hpm1p0_hcm1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,2,3,36,0.22499999999999998,2.775,0.075,-0.8642343749999999,0.8642343749999999,0.07153124999999994,0.07153125000000006,heave,pitch_moment,1.275,2941.239858258732,10553.921094134448,220.5929893694049,791.5440820600836,0.07033841392409315,0.029959393026572016,0.0,0.029959393026572016,19.014634044207156,10.293019720815128,0.14685401450194832,0.07449494065302566,0.7072145998348273,0.4803992661254837,121.7921639297142,279866.0711161878,185245.17192244116,5.606997508361405,3.2496861053542285,0.06004599609157573,0.033544098228526456,advance_eq19_20,1.9385390576986354,0.7014024699541745,1.729234197160311,0.794828017371532,0.8920295881029068,1.1331982013457427,77.91010290862684,2.632177535599657e-15,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,-1.0,-1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hpm1p0_hcm1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,3,4,35,0.3,2.7,0.07500000000000001,-0.8647499999999999,0.8647499999999999,0.0704999999999999,0.07050000000000001,heave,pitch_moment,1.2,2051.702535672635,-7317.249363893721,153.87769017544764,-548.7937022920291,0.0490655332981546,0.08966136663769592,0.0,0.08966136663769592,11.16462116547574,5.079402383153615,0.2992462999144415,0.1058950757030048,0.8917003812021632,0.5926319217853817,66.46960292317853,153501.07532226987,94459.59610767284,2.477505476611117,0.9418342665046977,0.06698059706181059,0.03742416349756106,advance_eq19_20,2.126206396244976,0.6365718508637854,1.9067398274982699,0.7075862357524288,0.8967802142189493,1.1115575324172466,78.9850404442889,1.3178321997733837e-15,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,-1.0,-1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hpm1p0_hcm1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,4,5,34,0.375,2.625,0.07499999999999998,-0.8652343749999999,0.8652343749999999,0.06953124999999993,0.06953125000000009,heave,pitch_moment,1.125,1971.1561290388902,-2034.8678679195082,147.83670967791673,-152.6150900939631,0.04713930260534168,0.13776378458944405,0.0,0.13776378458944405,9.593731544794142,4.049480807896065,0.3534486828805011,0.12310280938805987,1.0189540180276706,0.675800174132493,16.115705606023734,50485.811736748656,26240.742279256803,2.456581010074281,0.8477104299033086,0.07163191199989516,0.040046657989408554,advance_eq19_20,2.3024034567336193,0.5642937909790579,2.0970470416774534,0.6398638718152162,0.9108078063140586,1.1339197454309096,80.04292683338196,6.290804670796878e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,-1.0,-1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hpm1p0_hcm1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,5,6,33,0.44999999999999996,2.55,0.07500000000000001,-0.8656874999999999,0.8656874999999999,0.06862499999999994,0.06862500000000005,heave,pitch_moment,1.05,1974.5241576309943,-1019.0555057090119,148.0893118223246,-76.4291629281759,0.047219847477788734,0.18494335963100922,0.0,0.18494335963100922,8.936807568453135,3.6275580348782785,0.383870736376112,0.13403479554580483,1.11118130395076,0.7376191979618948,7.422595077048204,37008.60157793137,16527.032761165538,2.626494297363599,0.8112389552167935,0.074317030962917,0.041568119860377006,advance_eq19_20,2.4598047920631583,0.4870876944499308,2.2750682905372175,0.5663240370073971,0.9248979016050322,1.1626736693624504,81.06571677861561,7.6074681358747845e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,-1.0,-1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hpm1p0_hcm1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,6,7,32,0.525,2.475,0.07500000000000001,-0.866109375,0.866109375,0.0677812499999999,0.06778125000000006,heave,pitch_moment,0.975,1976.904835668645,-627.0730197226643,148.2678626751484,-47.03047647919983,0.04727678031064222,0.2321916735252247,0.0,0.2321916735252247,8.577234399239714,3.401220844162315,0.401436094783002,0.14114391448229877,1.1714872570505268,0.7780240510285146,4.3576729487788155,33234.976595574684,13745.382842218407,2.7769025456401386,0.861134701169281,0.07516854226697992,0.04205655540308957,advance_eq19_20,2.594465224586335,0.40865324177394424,2.4339958695275885,0.4884803221003264,0.9381493521138515,1.1953418501707134,82.0454186369934,7.08727345967861e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,-1.0,-1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hpm1p0_hcm1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,7,8,31,0.6,2.4,0.07499999999999996,-0.8664999999999999,0.8664999999999998,0.06699999999999995,0.06700000000000006,heave,pitch_moment,0.9,1955.882464525875,-440.36684458052014,146.69118483944055,-33.02751334353899,0.04677403986295172,0.2792170836120217,0.0,0.2792170836120217,8.34286256893224,3.258015683692944,0.4092641755784494,0.14508806936585084,1.2008861332508958,0.7971180917303158,2.9994854265662747,31633.35324140111,12614.116730866077,2.8721997113989652,0.8856183401874168,0.07432319464541108,0.041586851060057106,advance_eq19_20,2.7039283699679353,0.3339360644861101,2.5700766943124442,0.40977881834579655,0.9504973293145785,1.227117589040285,82.97650322796618,6.759681343885555e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,-1.0,-1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hpm1p0_hcm1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,8,9,30,0.6749999999999999,2.325,0.07500000000000001,-0.866859375,0.866859375,0.06628124999999993,0.06628125000000007,heave,pitch_moment,0.8250000000000001,1904.5334114680045,-343.0219530657276,142.84000586010035,-25.726646479929574,0.0455460506058182,0.32537712884640657,0.0,0.32537712884640657,8.166553391855627,3.155260116944614,0.40875844509116227,0.14615985780598412,1.2009001820900338,0.7958035589381068,2.3415547158356826,30713.25232033529,12010.162214847727,2.906826850114129,0.9009473359962049,0.07195431869867575,0.04025650428396705,advance_eq19_20,2.786753329125164,0.2700005473651444,2.6809478721763864,0.3351067482116119,0.9620327153311439,1.2411335883642447,83.85411691935546,4.845830100924508e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,-1.0,-1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hpm1p0_hcm1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,9,10,29,0.75,2.25,0.07500000000000001,-0.8671874999999999,0.8671874999999999,0.06562499999999982,0.0656250000000001,heave,pitch_moment,0.75,1821.7153793719576,-289.22490768870193,136.62865345289686,-21.69186807665265,0.04356549502290861,0.36993290166077003,0.0,0.36993290166077003,8.01725179689099,3.0735629235730473,0.4008619012564759,0.1445751429243466,1.173982407663164,0.7757959903630188,2.0232384741419853,30053.938809559982,11613.14171067067,2.8870322326541786,0.8980607617323225,0.06827219979527609,0.03818487052451372,advance_eq19_20,2.8423241130016734,0.22684460186626673,2.7652191072808807,0.2715095571731268,0.9728725498376168,1.1968967078757806,84.67363722110893,5.634386169240247e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,-1.0,-1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
