step_factor,normalized_objective,normalized_relative_decrease,predicted_normalized_objective,trust_ratio,maximum_grid_objective_ratio,maximum_leading_panel_objective_ratio,maximum_root_relative_mismatch,maximum_condition_number,maximum_condition_number_ratio,maximum_displacement_ratio,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,dipole_coefficient,feasibility_repair,accepted,rejection_reason
1.0,0.9132208514183361,0.08677914858166412,0.8979397755782649,0.8502739345650815,0.913220851418336,1.0,1.8867055246097245e-07,253419.78457956345,1.0001043096731752,0.18765499748295134,21.557484850983315,1.0001266183744855,5.780471818122625,7.860279547630827,False,True,
0.75,0.9220152233877792,0.07798477661222102,0.9134086099788427,0.9006065914078338,0.9220152233877793,1.0,1.0571038839688644e-07,253412.86486465743,1.0000770014789444,0.14074093892311612,21.556674929064112,1.0000890432827807,5.778278652537102,7.858613429683208,False,True,
0.5,0.9394128223915118,0.060587177608488405,0.9355749255159911,0.9404285224928484,0.9394128223915117,1.0,4.683855224528248e-08,253405.94576573293,1.0000496957156437,0.09382708607327835,21.55595074479454,1.0000554458585167,5.776050431324258,7.856936342929005,False,True,
0.25,0.9654072930114436,0.03459270698855665,0.9644387221897104,0.972763329065388,0.9654072930114436,1.0,1.1704863432734188e-08,253399.4873021253,1.0000242078189565,0.046913439550744875,21.555311356942386,1.0000257824346606,5.773787503865175,7.855248275116867,False,True,
0.125,0.9816283179760229,0.018371682023977317,0.9813821759527841,0.9867792271204964,0.9816283179760227,1.0,2.9467472473492496e-09,253396.42062023922,1.0000121053630424,0.023456693856207734,21.55502319891338,1.0000124137825612,5.772643137951099,7.854400123933094,False,True,
