outer_panel_index,xi_mid,eta_mid,panel_length,arc_mid,normalized_arc_mid,s_nu,k_contribution,k_fraction,cumulative_k_fraction,tau_mid,s_tau_element,s_tau_element_identity_residual,s_tau_recovered,s_tau_recovered_identity_residual,node_pseudo_tangential_residual_left,node_pseudo_tangential_residual_right,node_pseudo_normal_residual_left,node_pseudo_normal_residual_right,s_nu_left,s_nu_right,k_contribution_linear_exact,s_nu_weak_projected_left,s_nu_weak_projected_right,k_contribution_weak_projected,k_contribution_weak_projection_error,s_nu_endpoint_jump_to_next,s_nu_continuous_normal_left,s_nu_continuous_normal_right,k_contribution_continuous_normal_exact
0,4.325293160001424,0.422532604239645,0.0035610455990193178,0.0017805227995096589,6.915879744270186e-05,-0.06661722752563559,1.5803404028239414e-05,0.009979829671989578,0.009979829671989578,4.2563455067128535,-4.256345506712525,3.2862601528904634e-13,-4.256345506712526,3.277378368693462e-13,0.018311428070858504,0.0016156609457080862,0.1044052087873768,-0.03543239629476913,-0.25234974996624127,0.11911529491496964,5.675135682680721e-05,-0.23898939015930043,0.09239457530108791,5.1719870090400266e-05,6.356438410517645e-07,-0.04219858099260865,-0.2523497499662408,0.030098649755341045,6.764910998797106e-05
1,4.32646337367129,0.4191293250436372,0.003638223264376645,0.00538015723120764,0.00020897525393409505,-0.0017343110095451308,1.094317410027794e-08,6.910600614687211e-06,0.009986740272604265,4.259945141144552,-4.259945141145248,-6.954437026251981e-13,-4.259945141145248,-6.954437026251981e-13,0.0016156609457080862,0.0010844687300215483,-0.03543239629476913,-0.02501230603090998,0.07691671392236099,-0.08038533594145214,7.512939805263453e-06,0.09239457530108791,-0.07211021960417578,8.578988913018138e-06,5.289040958037402e-07,0.03520442298921722,0.1658905440810352,-0.005305787358849345,3.2340947654769644e-05
2,4.3276489634851005,0.4156488348057595,0.0037166746445395564,0.00905760618566574,0.0003518141703564421,-0.0503535467970293,9.423553019968867e-06,0.005950961822921227,0.015937702095525492,4.2636225900990095,-4.263622590098761,2.4868995751603507e-13,-4.263622590098761,2.4868995751603507e-13,0.0010844687300215483,0.0005748103242382285,-0.02501230603090998,-0.032138952511975294,-0.04518091295223492,-0.0555261806418228,9.456700976782088e-06,-0.07211021960417578,-0.03301961400403313,1.0742713927786953e-05,7.751086118360862e-07,0.04925245717288185,-0.12024098118337823,0.034564645932814386,1.4242943150318605e-05
3,4.328996860660142,0.41214333914885926,0.003796412403100461,0.012814149709485748,0.0004977252660863634,-0.015400861667348664,9.004579226720123e-07,0.0005686380401970512,0.016506340135722542,4.26737913362283,-4.267379133622373,4.574118861455645e-13,-4.267379133622372,4.583000645652646e-13,0.0005748103242382285,0.0008574286580369517,-0.032138952511975294,0.014146308188308643,-0.0062737234689409505,-0.024527999865758154,1.0058775269796819e-06,-0.03301961400403313,0.011259777331339085,1.0696822120698656e-06,1.3147377126691201e-06,0.07636217282708913,-0.09635076805220089,0.09417151438931559,1.1488256359535902e-05
4,4.330547047683767,0.4086351246702818,0.003877446060090209,0.016651078941081084,0.0006467586913269504,0.04190865711601521,6.810096324684974e-06,0.0043005672226535995,0.020806907358376144,4.271216062854425,-4.2712160628549025,-4.778399897986674e-13,-4.2712160628549025,-4.778399897986674e-13,0.0008574286580369517,0.0007223573706758302,0.014146308188308643,0.05763952377054715,0.05183417296133097,0.03198314127069768,6.9374263086207515e-06,0.011259777331339085,0.06923915123495379,7.367742152584253e-06,1.9680000371866734e-06,0.06973087923177257,-0.06687589571815655,0.12619872626452655,1.5456600003009363e-05
5,4.332306863589643,0.4051349602036855,0.00395979030348093,0.020569697122866652,0.0007989650664230906,0.07181864798129567,2.042427446603887e-05,0.012897903513749604,0.03370481087212575,4.27513468103621,-4.275134681035556,6.536993168992922e-13,-4.275134681035557,6.52811138479592e-13,0.0007223573706758302,0.0007260773378590102,0.05763952377054715,0.0704187894641799,0.10171402050247025,0.0419232754601202,2.1603939948715453e-05,0.06923915123495379,0.07364112605668281,2.0215949873358336e-05,1.3603280518937912e-06,0.06199069354300546,0.007465929404216309,0.11787894913500052,1.957623002780287e-05
6,4.334244802213851,0.4016346282632298,0.004043454070045243,0.02457131930962974,0.0009543954705340539,0.06747842012367489,1.8411209762411753e-05,0.011626655697456766,0.04533146656958252,4.279136303222973,-4.2791363032235985,-6.252776074688882e-13,-4.2791363032235985,-6.252776074688882e-13,0.0007260773378590102,0.0006727125005667745,0.0704187894641799,0.06217118577676439,0.10391396900312566,0.03104287124422589,2.020050453090383e-05,0.07364112605668281,0.061268340826269,1.8449869358065966e-05,1.2332711988289592e-06,0.061157985817461125,0.02793529325466748,0.10053489761589551,1.8459874818471835e-05
7,4.336343910622845,0.3981297244068541,0.004128450480303167,0.028657271584803946,0.0011131014111921233,0.05537492116085918,1.2659405801307657e-05,0.00799439876496798,0.05332586533455049,4.283222255498147,-4.283222255497563,5.844214001626824e-13,-4.283222255497562,5.853095785823825e-13,0.0006727125005667745,0.0006397977000869304,0.06217118577676439,0.052771662593871005,0.09220085706168701,0.018548985260030904,1.4525671228503107e-05,0.061268340826269,0.050857227220814163,1.30131581334655e-05,1.3778948986794516e-06,0.06609749071144533,0.022692591588301392,0.0888326758950484,1.434229428997569e-05
8,4.3386026499445265,0.394623183187446,0.004214790064350025,0.032828891857130546,0.0012751348552463954,0.04872733343877389,1.0007399535039926e-05,0.006319660159341788,0.059645525493892286,4.287393875770475,-4.287393875770363,1.1191048088221578e-13,-4.287393875770362,1.127986593019159e-13,0.0006397977000869304,0.000594099676265003,0.052771662593871005,0.04775569774354915,0.08464647597147623,0.012808190906071548,1.1820018894178225e-05,0.050857227220814163,0.04739273367910929,1.0175615626993541e-05,1.642669766636647e-06,0.06924433021184218,0.014348903719927586,0.08208225644941192,1.140968714238177e-05
9,4.3410237909034395,0.391120421735881,0.004302484415730334,0.037087529097170724,0.001440548199207503,0.04540436578717788,8.869814423134115e-06,0.005601276598817457,0.06524680209270974,4.291652513010515,-4.291652513011246,-7.309708394132031e-13,-4.291652513011245,-7.300826609935029e-13,0.000594099676265003,0.0005431775818101059,0.04775569774354915,0.043825220811708476,0.08205252111791372,0.008756210456442481,1.0796018466639198e-05,0.04739273367910929,0.043417069532910815,8.87569082561576e-06,1.7229126875145452e-06,0.0693218661374857,0.012766083760012759,0.07442501598729123,9.540288625160539e-06
