iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,root_measured_s_lambda,root_relative_mismatch,root_body_eta,root_resolution_ratio,bem_condition_number,accepted_time_step,maximum_displacement_ratio,kinematic_integral,kinematic_convergence_integral,provisional_matching_surface_shift_panels,final_matching_surface_shift_panels,provisional_matching_surface_root_displacement_ratio,final_matching_surface_root_displacement_ratio,provisional_matching_surface_trigger_code,final_matching_surface_trigger_code,rk2_rejected_attempt_count,jet_point_count,shallow_jet_panel_count_per_side,boundary_panel_count,jet_tip_thickness,jet_tip_s_lambda
0,0.0,0.1117150775997782,8.161966772147428,0.0317985258737026,4.043165296259992,4.059720085198655,0.0040945120284784,0.521964451899221,1.9053155117392933,37085.0815685428,,,0.1906415297790094,0.2078964690967713,,,,,,,,484.0,128.0,424.0,3.361458392821269e-05,0.0042558537586167
1,0.0010194434177991697,0.1105223133866472,8.164635430508444,0.032224752510988115,4.042530842102355,4.057900312596532,0.0038019426677233866,0.5225168522113117,1.9309376383100967,37084.434260158356,0.0010194434177991697,0.2499441423313206,0.18630409952447177,0.20358498202206507,0.15234375,0.15234375,0.15234374999999212,0.1523437500000159,1.0,1.0,0.0,484.0,128.0,424.0,4.0924670604033726e-05,0.005115407628833093
2,0.002039155936884861,0.10937514174237682,8.16727588172442,0.03262967631262045,4.044324079947243,4.056156521031151,0.002925690634580026,0.5230903478188675,1.9552733061926102,37083.869727378165,0.0010197125190856912,0.24994559975775898,0.18214684564850864,0.19946883615191324,0.15234375,0.1484375,0.15234374999992698,0.14843749999999203,1.0,1.0,0.0,484.0,128.0,424.0,4.7404149965200125e-05,0.005850914508665092
3,0.0030591493607796246,0.10821981476339466,8.169904856199983,0.03303750626408971,4.04481447302894,4.054454559211707,0.0023833197411271775,0.5236421277179439,1.979791310022181,37083.27784767409,0.001019993423894764,0.24994704610728868,0.17808051718007162,0.1954340299102174,0.15234375,0.15234375,0.15234375000001601,0.15234375000005743,1.0,1.0,0.0,484.0,128.0,424.0,5.45484196988399e-05,0.006650917034635009
4,0.004079397592307247,0.10705819331328886,8.172518790384574,0.03344751147663645,4.044097204400148,4.052788376620976,0.0021491007217559564,0.5241721865078326,2.00444764173153,37082.66349457233,0.0010202482315276227,0.2499502086923969,0.17410916558798212,0.19148623958922778,0.15625,0.15625,0.15624999999997374,0.15625000000000516,1.0,1.0,0.0,484.0,128.0,424.0,6.233296874787433e-05,0.007510814619463342
5,0.005099875295802347,0.1059411436099659,8.175108907243768,0.03383697384574129,4.045647184930405,4.051209887847839,0.001374984684318085,0.5247233511852469,2.027863039984995,37082.13295739225,0.0010204777034951002,0.2499499875795707,0.1702987836290238,0.18771213557406274,0.15234375,0.15234375,0.15234374999997483,0.1523437500000192,1.0,1.0,0.0,484.0,128.0,424.0,6.929729582492354e-05,0.00825315138240323
6,0.0061205915573222455,0.10481785295979743,8.177684513406534,0.03422865010869195,4.04597147219879,4.04966351581594,0.0009125233933356117,0.5252527775262403,2.051419124717708,37082.55558526564,0.0010207162615198987,0.24995308742930075,0.16657620647059485,0.18401751826040266,0.15625,0.15625,0.15624999999998623,0.15625000000001146,1.0,1.0,0.0,485.0,128.0,424.0,6.062892776106572e-06,0.0007138800330079312
7,0.007141521367367405,0.10371374252314039,8.180241331266439,0.03461128425493548,4.046789853289195,4.048179145649907,0.000343307266025431,0.5257818919164228,2.0744323191340355,37083.09394494082,0.0010209298100451601,0.2499545241058892,0.16297206257758226,0.18044326938638808,0.15625,0.15625,0.15625000000001302,0.15624999999994527,1.0,1.0,0.0,485.0,128.0,424.0,1.2794324056653464e-05,0.0014901075786156492
8,0.008162656422808244,0.10262894399431009,8.18277620477788,0.03498483360871865,4.048147364857875,4.046757403714081,0.0003433573480698442,0.5263107053419342,2.096899465104847,37083.61997432834,0.001021135055440839,0.2499576171442641,0.15948596622276612,0.17699067062078716,0.16015625,0.15625,0.16015624999998213,0.15624999999998807,1.0,1.0,0.0,485.0,128.0,424.0,1.939450299322595e-05,0.0022346461967240345
9,0.009183989832692247,0.10153877121155779,8.185300683352827,0.035360442970592015,4.048218805185522,4.045362792544051,0.0007054985856527854,0.5268177490092263,2.1194988876006335,37084.2167668404,0.0010213334098840034,0.24995898847782239,0.15607641496058133,0.17360394822067343,0.16015625,0.16015625,0.16015625000001618,0.16015625000004335,1.0,1.0,0.0,485.0,128.0,424.0,2.6714781178127117e-05,0.0030463599443650287
10,0.01020549498171609,0.10046809558132004,8.187807045576461,0.035727121235876576,4.0487491493542045,4.044029598243669,0.00116568128487001,0.5273244861788962,2.14156199511726,37084.80870369929,0.0010215051490238417,0.24996037131791074,0.15277496479055525,0.17032682073431238,0.16015625,0.16015625,0.16015624999995454,0.16015624999996875,1.0,1.0,0.0,485.0,128.0,424.0,3.394578694058304e-05,0.0038319198909350653
