node,y_over_Vt,material_dphi_dt_over_V2,auxiliary_psi_over_V2,difference_over_V2
47,0.7265027462486295,-5.5659614280508665,-1.7635016467516562,3.80245978129921
48,1.453005492497259,-5.838940750037769,-1.8403665718183349,3.998574178219434
49,2.1795082387458886,-6.268661696288799,-1.9630869837983789,4.3055747124904205
50,2.906010984994518,-6.9345595178426365,-2.1508972773822927,4.783662240460344
51,3.6325137312431477,-8.008471744394951,-2.447788925409105,5.560682818985846
52,4.359016477491777,-9.952875641241913,-2.9651719701010175,6.9877036711408955
