component,sigma,in_phase_center_from_cg_m,in_phase_center_from_transom_m,in_phase_center_from_transom_over_beam,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,restoring_subtraction,response_calibration_used
raw_bem,1.4,0.4526981760475281,0.9201581760475281,2.8935791699607805,0.029785866039226085,0.49724586603922605,1.5636662454063712,zero_diagnostic_only,False
resolved_station_bem,1.4,0.44908906726805714,0.9165490672680572,2.882229771283199,0.04346036482195866,0.5109203648219587,1.6066678139055304,zero_diagnostic_only,False
transom_extrapolation,1.4,-0.42926190784328777,0.038198092156712216,0.12011978665632772,-0.4365302009218549,0.03092979907814508,0.09726351911366378,zero_diagnostic_only,False
pre_chine_bem,1.4,0.4227525214089311,0.8902125214089311,2.7994104446821733,0.36887348825322674,0.8363334882532267,2.629979522808889,zero_diagnostic_only,False
post_chine_bem,1.4,1.0839749068444702,1.5514349068444702,4.878726122152422,-0.08153474898884143,0.38592525101115854,1.2136014182740835,zero_diagnostic_only,False
longitudinal_bin_aft_post_chine,1.4,-0.3237215540531184,0.14373844594688157,0.4520076916568603,-0.34492621283517527,0.12253378716482471,0.3853263747321532,zero_diagnostic_only,False
longitudinal_bin_middle_post_chine,1.4,-0.17647867423446523,0.29098132576553476,0.9150356156148892,-0.11361610716058902,0.353843892839411,1.1127166441490912,zero_diagnostic_only,False
longitudinal_bin_forward_post_chine,1.4,0.16728532521493797,0.634745325214938,1.996054481807981,0.11584274751622306,0.583302747516223,1.8342853695478711,zero_diagnostic_only,False
longitudinal_bin_pre_chine,1.4,0.4227525214089311,0.8902125214089311,2.7994104446821733,0.36887348825322674,0.8363334882532267,2.629979522808889,zero_diagnostic_only,False
bem,1.4,0.4526981760475281,0.9201581760475281,2.8935791699607805,0.029785866039226085,0.49724586603922605,1.5636662454063712,zero_diagnostic_only,False
front,1.4,0.7902034229806466,1.2576634229806465,3.9549164244674415,0.6232281699563919,1.0906881699563917,3.4298370124414834,zero_diagnostic_only,False
transom,1.4,nan,nan,nan,nan,nan,nan,zero_diagnostic_only,False
total,1.4,0.5432794756015267,1.0107394756015267,3.178426023904172,0.09237906232771993,0.55983906232772,1.7605001959991193,zero_diagnostic_only,False
