omega_e_rad_s,matrix,row,column,value
6.575571103388235,raw_added_mass,heave,heave,61.97214967350905
6.575571103388235,raw_added_mass,heave,pitch,-37.78502888479697
6.575571103388235,raw_added_mass,pitch,heave,11.555000230613842
6.575571103388235,raw_added_mass,pitch,pitch,13.129251728321254
6.575571103388235,raw_radiation_damping,heave,heave,501.6923815022049
6.575571103388235,raw_radiation_damping,heave,pitch,539.9661811502242
6.575571103388235,raw_radiation_damping,pitch,heave,-36.922382137313846
6.575571103388235,raw_radiation_damping,pitch,pitch,162.70088054064232
6.575571103388235,delta_added_mass,heave,heave,-8.268666495402869
6.575571103388235,delta_added_mass,heave,pitch,-51.736707713355585
6.575571103388235,delta_added_mass,pitch,heave,-3.5613019580144556
6.575571103388235,delta_added_mass,pitch,pitch,3.6367357670770613
6.575571103388235,delta_radiation_damping,heave,heave,147.09888632246276
6.575571103388235,delta_radiation_damping,heave,pitch,-31.452333398542237
6.575571103388235,delta_radiation_damping,pitch,heave,52.83146403722665
6.575571103388235,delta_radiation_damping,pitch,pitch,-7.485154494825963
7.957739901990668,raw_added_mass,heave,heave,62.30723927673727
7.957739901990668,raw_added_mass,heave,pitch,-20.272109067454014
7.957739901990668,raw_added_mass,pitch,heave,11.70312045919132
7.957739901990668,raw_added_mass,pitch,pitch,12.138794093109576
7.957739901990668,raw_radiation_damping,heave,heave,493.0939822754388
7.957739901990668,raw_radiation_damping,heave,pitch,542.1514438588041
7.957739901990668,raw_radiation_damping,pitch,heave,-40.63501229990939
7.957739901990668,raw_radiation_damping,pitch,pitch,163.4980123029386
7.957739901990668,delta_added_mass,heave,heave,-7.933576892174649
7.957739901990668,delta_added_mass,heave,pitch,-34.22378789601263
7.957739901990668,delta_added_mass,pitch,heave,-3.413181729436978
7.957739901990668,delta_added_mass,pitch,pitch,2.646278131865383
7.957739901990668,delta_radiation_damping,heave,heave,138.50048709569666
7.957739901990668,delta_radiation_damping,heave,pitch,-29.26707068996234
7.957739901990668,delta_radiation_damping,pitch,heave,49.11883387463111
7.957739901990668,delta_radiation_damping,pitch,pitch,-6.688022732529674
9.63043716691076,raw_added_mass,heave,heave,62.77843177020232
9.63043716691076,raw_added_mass,heave,pitch,-8.38011010749405
9.63043716691076,raw_added_mass,pitch,heave,11.912554250298077
9.63043716691076,raw_added_mass,pitch,pitch,11.436965040466264
9.63043716691076,raw_radiation_damping,heave,heave,481.23526868970805
9.63043716691076,raw_radiation_damping,heave,pitch,545.141559672525
9.63043716691076,raw_radiation_damping,pitch,heave,-45.75396537583097
9.63043716691076,raw_radiation_damping,pitch,pitch,164.5866904931957
9.63043716691076,delta_added_mass,heave,heave,-7.462384398709602
9.63043716691076,delta_added_mass,heave,pitch,-22.331788936052668
9.63043716691076,delta_added_mass,pitch,heave,-3.2037479383302205
9.63043716691076,delta_added_mass,pitch,pitch,1.9444490792220712
9.63043716691076,delta_radiation_damping,heave,heave,126.6417735099659
9.63043716691076,delta_radiation_damping,heave,pitch,-26.27695487624146
9.63043716691076,delta_radiation_damping,pitch,heave,43.999880798709526
9.63043716691076,delta_radiation_damping,pitch,pitch,-5.599344542272576
11.654731263912689,raw_added_mass,heave,heave,63.427808937325366
11.654731263912689,raw_added_mass,heave,pitch,-0.3483972615440343
11.654731263912689,raw_added_mass,pitch,heave,12.20314604880334
11.654731263912689,raw_added_mass,pitch,pitch,10.923066065219176
11.654731263912689,raw_radiation_damping,heave,heave,465.3608986873195
11.654731263912689,raw_radiation_damping,heave,pitch,549.0936896461694
11.654731263912689,raw_radiation_damping,pitch,heave,-52.59176386155588
11.654731263912689,raw_radiation_damping,pitch,pitch,166.01635475432101
11.654731263912689,delta_added_mass,heave,heave,-6.813007231586553
11.654731263912689,delta_added_mass,heave,pitch,-14.300076090102651
11.654731263912689,delta_added_mass,pitch,heave,-2.9131561398249577
11.654731263912689,delta_added_mass,pitch,pitch,1.4305501039749835
11.654731263912689,delta_radiation_damping,heave,heave,110.76740350757734
11.654731263912689,delta_radiation_damping,heave,pitch,-22.324824902597015
11.654731263912689,delta_radiation_damping,pitch,heave,37.162082312984616
11.654731263912689,delta_radiation_damping,pitch,pitch,-4.169680281147265
14.104526978352752,raw_added_mass,heave,heave,64.29569423117903
14.104526978352752,raw_added_mass,heave,pitch,5.023163156001581
14.104526978352752,raw_added_mass,pitch,heave,12.594369274111072
14.104526978352752,raw_added_mass,pitch,pitch,10.527375855538804
14.104526978352752,raw_radiation_damping,heave,heave,445.0641793260726
14.104526978352752,raw_radiation_damping,heave,pitch,554.0414438457349
14.104526978352752,raw_radiation_damping,pitch,heave,-61.274584478212724
14.104526978352752,raw_radiation_damping,pitch,pitch,167.77440218850396
14.104526978352752,delta_added_mass,heave,heave,-5.9451219377328925
14.104526978352752,delta_added_mass,heave,pitch,-8.928515672557037
14.104526978352752,delta_added_mass,pitch,heave,-2.521932914517226
14.104526978352752,delta_added_mass,pitch,pitch,1.0348598942946108
14.104526978352752,delta_radiation_damping,heave,heave,90.47068414633043
14.104526978352752,delta_radiation_damping,heave,pitch,-17.377070703031563
14.104526978352752,delta_radiation_damping,pitch,heave,28.479261696327775
14.104526978352752,delta_radiation_damping,pitch,pitch,-2.4116328469643236
17.069263698860603,raw_added_mass,heave,heave,65.40202101370349
17.069263698860603,raw_added_mass,heave,pitch,8.55837167319183
17.069263698860603,raw_added_mass,pitch,heave,13.095913836088494
17.069263698860603,raw_added_mass,pitch,pitch,10.204353454906792
17.069263698860603,raw_radiation_damping,heave,heave,420.91307444424183
17.069263698860603,raw_radiation_damping,heave,pitch,559.7174863537113
17.069263698860603,raw_radiation_damping,pitch,heave,-71.41566066386557
17.069263698860603,raw_radiation_damping,pitch,pitch,169.69834721245275
17.069263698860603,delta_added_mass,heave,heave,-4.83879515520843
17.069263698860603,delta_added_mass,heave,pitch,-5.393307155366786
17.069263698860603,delta_added_mass,pitch,heave,-2.020388352539804
17.069263698860603,delta_added_mass,pitch,pitch,0.7118374936625997
17.069263698860603,delta_radiation_damping,heave,heave,66.31957926449968
17.069263698860603,delta_radiation_damping,heave,pitch,-11.701028195055187
17.069263698860603,delta_radiation_damping,pitch,heave,18.338185510674933
17.069263698860603,delta_radiation_damping,pitch,pitch,-0.48768782301553415
20.657180752563452,raw_added_mass,heave,heave,66.71242440702211
20.657180752563452,raw_added_mass,heave,pitch,10.836572169512928
20.657180752563452,raw_added_mass,pitch,heave,13.689152979615724
20.657180752563452,raw_added_mass,pitch,pitch,9.931500119430105
20.657180752563452,raw_radiation_damping,heave,heave,395.3102611305821
20.657180752563452,raw_radiation_damping,heave,pitch,565.3416773055443
20.657180752563452,raw_radiation_damping,pitch,heave,-81.65462659752212
