benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,mode_column,generalized_row,reference_value,station_index,x_m,x_over_l,waterplane_beam_m,effective_draft_m,submerged_area_m2,body_normal_velocity_norm,body_potential_norm,body_potential_to_body_normal_velocity_gain,body_potential_norm_to_beam_squared_ratio,body_potential_norm_to_submerged_area_ratio,inner_free_surface_normal_derivative_norm,free_surface_potential_norm,control_potential_norm,control_normal_derivative_norm,body_pressure_norm,body_pressure_time_derivative_norm,body_pressure_forward_speed_norm,body_pressure_to_body_potential_gain,body_pressure_forward_to_time_norm_ratio,pressure_time_formula_ratio,pressure_forward_formula_ratio,body_potential_x_gradient_norm,body_potential_x_gradient_to_potential_gain,body_potential_x_gradient_characteristic_length_m,body_potential_x_gradient_gain_times_l,central_body_potential_x_gradient_gain_times_l,forward_body_potential_x_gradient_gain_times_l,backward_body_potential_x_gradient_gain_times_l,phase_aligned_body_potential_x_gradient_gain_times_l,total_density_value_per_m,time_derivative_density_value_per_m,pressure_gradient_density_value_per_m,stokes_body_forward_density_value_per_m,dominant_force_density_component,dominant_pressure_norm_component,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,0,0.075,0.024999999999999998,0.02925000000000001,0.1875,0.003656250000000001,0.45431786104139943,10.497124095908804,23.105241937543504,12269.266238186921,2871.0082997357404,5.7597720024857555,1.2531890418299396,0.5917789039326274,1.5557102058956322,765010.6683186598,19453.327901557437,764763.2906167221,72878.11988588555,39.31272296888056,1.0,1.0,343.8921096270196,32.76060247406712,0.03052446916358108,98.28180742220135,98.28180742220135,42.31282534972726,42.31282534972726,40.078348431083256,0.5011735082408337,0.5011735082408337,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,1,0.15,0.049999999999999996,0.05699999999999998,0.1875,0.007124999999999998,0.8714896660775344,5.802975543081899,6.658685431349247,1786.0804995635278,814.4527078009685,5.199912774765939,1.360637332369913,0.7608661201623289,1.7739336334477016,203550.84651302782,10754.106078281737,203266.56468447356,35076.97818159753,18.901298090687142,1.0,1.0,91.40314212729837,15.75108174223928,0.0634877030266642,47.253245226717844,47.253245226717844,143.98053829431024,76.54055669321546,82.16212152665777,-0.6637031723181233,-0.6637031723181233,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,2,0.22499999999999998,0.075,0.08325000000000002,0.1875,0.010406250000000002,1.2440363637319745,16.369287027554044,13.158206226744012,2361.8987676042225,1573.0245792244123,5.990564433829323,1.4406449472437748,0.5284338498522327,1.6393418163034317,221650.34091319967,30335.652427489968,219564.61877710663,13540.622785836717,7.237840666256402,1.0,1.0,98.73190943804502,6.031533888547001,0.16579530488900235,18.094601665641,18.094601665641,14.996642523231367,51.041657525782576,10.694702566164011,3.806340959521033,3.806340959521033,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,3,0.3,0.09999999999999999,0.10799999999999996,0.1875,0.013499999999999995,1.5703671514212967,10.691113314454283,6.8080342261222455,916.5906476726931,791.9343195892064,4.666113267731254,1.5041802761016754,0.6159558924539638,1.6582035926307812,100692.80784090688,19812.829784478196,98724.3299638802,9418.365036386918,4.982848539950765,1.0,1.0,44.39349864114724,4.152373783292303,0.24082610385983305,12.457121349876909,12.457121349876909,3.0434253517085397,22.961532507611164,12.457121349876909,3.155393099865569,3.155393099865569,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,4,0.375,0.125,0.13125,0.1875,0.01640625,1.8527440548546934,10.586051130713292,5.713714802093121,614.5190679053521,645.2450213006197,3.5166061466664105,1.571074859356193,0.6113312384531471,1.573835717867493,29280.42955347652,19618.12796980081,21736.435075619465,2765.944467104004,1.1079770255897745,1.0,1.0,9.774251203790818,0.9233141879914787,1.0830549481486242,2.769942563974436,2.769942563974436,3.2114511564647046,3.073630090903073,2.769942563974436,3.718593213689306,3.718593213689306,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,5,0.44999999999999996,0.15,0.153,0.1875,0.019125,2.0953403577709504,11.253934636359714,5.3709339366382425,480.75247282496963,588.4410267377629,2.520604623584145,1.6550890798970614,0.5747277455502324,1.4287102237072742,34766.50974338722,20855.8533426432,27816.246710999614,3089.275961410157,1.333738123969483,1.0,1.0,12.508168057644658,1.1114484366412358,0.8997268492472493,3.3343453099237075,3.3343453099237075,3.6782503451625166,3.020862235709634,3.3343453099237075,4.531845640939802,4.531845640939802,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,6,0.525,0.17500000000000002,0.17325000000000004,0.1875,0.021656250000000005,2.302923608664771,12.183187800081093,5.290313475549835,405.895701607494,562.5714424279869,2.3292833961776473,1.7601741301661298,0.5172068108132523,1.2414927320197728,39234.55621960959,22577.950398205023,32087.17123035154,3220.3850801141257,1.4211728994188293,1.0,1.0,14.428680275004458,1.1843107495156906,0.844372982689668,3.552932248547072,3.552932248547072,3.7120230606534577,3.3976976830605032,3.552932248547072,5.47393621162209,5.47393621162209,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,7,0.6,0.19999999999999998,0.19199999999999998,0.1875,0.023999999999999997,2.4801316742599075,13.216549389027367,5.328970847070568,358.52184757561224,550.6895578761404,3.2172661898578916,1.878896464261831,0.44566073804483713,1.0294858199785792,41675.4700820396,24492.98175793536,33718.5208922993,3153.2791847045473,1.3766605154709268,1.0,1.0,15.162251412204478,1.147217096225772,0.8716745969789839,3.441651288677316,3.441651288677316,3.467770188609792,3.4217913265408706,3.441651288677316,6.488158534351216,6.488158534351216,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,8,0.6749999999999999,0.22499999999999998,0.20925,0.1875,0.02615625,2.631144229310742,14.2500761469895,5.415923607776708,325.45148065619804,544.8057786184755,4.498013176655845,1.9951006017210708,0.36623081760555715,0.8097527658186113,41880.17846559771,26408.319209791047,32504.615438797227,2938.9441876382816,1.2308475666541452,1.0,1.0,14.616392958465248,1.0257063055451208,0.9749379472406978,3.0771189166353623,3.0771189166353623,2.953008225933452,3.2162604251936306,3.0771189166353623,7.51482046406851,7.51482046406851,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,9,0.75,0.25,0.22499999999999998,0.1875,0.028124999999999997,2.7595752934474778,15.152452012901383,5.490863774900577,299.3076940820027,538.7538493476048,5.658645907508976,2.088825004888077,0.2848406408695731,0.5984370094302938,39276.75861271513,28080.60710975761,27461.669131153023,2592.1057911467647,0.9779585257474894,1.0,1.0,12.348724693330512,0.8149654381229078,1.227045900625281,2.4448963143687235,2.4448963143687235,2.1623298552983243,2.7771473584875253,2.4448963143687235,8.463390754978358,8.463390754978358,0.0,0.0,time_derivative_density,time_derivative_pressure,diagnostic_body_potential_source_audit_not_hard_gate
