a1_free_surface_oscillator_status,row_count,pass_rows,fail_rows,coarsest_dt_s,finest_dt_s,coarsest_max_normalized_error,finest_max_normalized_error,coarsest_rms_elevation_normalized_error,finest_rms_elevation_normalized_error,coarsest_rms_potential_normalized_error,finest_rms_potential_normalized_error,observed_elevation_rms_order,observed_potential_rms_order,elevation_error_decreases,potential_error_decreases,normalized_error_tolerance,diagnostic_conclusion,gate_role
diagnostic_a1_free_surface_eq19_22_oscillator_not_hard_gate,4,4,0,0.08,0.01,0.03245125481399228,0.0005116147939934584,0.005163092559987512,8.077691025891494e-05,0.015463994427038216,0.00023485832143492109,1.9993828960217035,2.0136595002805957,True,True,0.08,free_surface_marching_converges_with_step_refinement,diagnostic_a1_free_surface_eq19_22_oscillator_not_hard_gate
