a1_free_surface_oscillator_status,a1_free_surface_oscillator_validity_status,sample_count,dt_s,step_count,target_duration_s,final_time_s,final_half_step_time_s,gravity_m_s2,wavenumber_rad_m,omega_rad_s,amplitude_m,phase_rad,phase_gradient_rad_m,potential_amplitude_m2_s,max_elevation_abs_error_m,rms_elevation_abs_error_m,max_elevation_normalized_error,rms_elevation_normalized_error,final_elevation_abs_error_m,max_potential_abs_error_m2_s,rms_potential_abs_error_m2_s,max_potential_normalized_error,rms_potential_normalized_error,final_potential_abs_error_m2_s,max_normalized_error,rms_normalized_error,normalized_error_tolerance,diagnostic_status,gate_role,is_hard_gate
diagnostic_a1_free_surface_eq19_22_oscillator_not_hard_gate,a1_free_surface_eq19_22_oscillator_diagnostic_not_hard_gate,9,0.08,25,2.0064092925890407,2.0000000000000004,1.9600000000000006,9.80665,1.0,3.1315571206669692,1.0,0.37,0.25,3.1315571206669692,0.007817101870422838,0.005163092559987512,0.007817101870422838,0.005163092559987512,0.007817101870422838,0.10162295808733579,0.04842638186194585,0.03245125481399228,0.015463994427038216,0.10162295808733579,0.03245125481399228,0.015463994427038216,0.08,PASS,diagnostic_a1_free_surface_eq19_22_oscillator_not_hard_gate,False
diagnostic_a1_free_surface_eq19_22_oscillator_not_hard_gate,a1_free_surface_eq19_22_oscillator_diagnostic_not_hard_gate,9,0.04,50,2.0064092925890407,2.000000000000001,1.980000000000001,9.80665,1.0,3.1315571206669692,1.0,0.37,0.25,3.1315571206669692,0.0019521109373230594,0.001289668318148886,0.0019521109373230594,0.001289668318148886,0.0019521109373230594,0.025385920028762277,0.011858323337624023,0.00810648474563207,0.0037867178788992995,0.025385920028762277,0.00810648474563207,0.0037867178788992995,0.08,PASS,diagnostic_a1_free_surface_eq19_22_oscillator_not_hard_gate,False
diagnostic_a1_free_surface_eq19_22_oscillator_not_hard_gate,a1_free_surface_eq19_22_oscillator_diagnostic_not_hard_gate,9,0.02,100,2.0064092925890407,2.0000000000000013,1.9900000000000013,9.80665,1.0,3.1315571206669692,1.0,0.37,0.25,3.1315571206669692,0.00048801872326920126,0.000322348127829165,0.00048801872326920126,0.000322348127829165,0.0004876370243891426,0.006345243013347768,0.002934131662820738,0.0020262261772176575,0.0009369561370784822,0.006345243013347768,0.0020262261772176575,0.0009369561370784822,0.08,PASS,diagnostic_a1_free_surface_eq19_22_oscillator_not_hard_gate,False
diagnostic_a1_free_surface_eq19_22_oscillator_not_hard_gate,a1_free_surface_eq19_22_oscillator_diagnostic_not_hard_gate,9,0.01,201,2.0064092925890407,2.010000000000001,2.0050000000000012,9.80665,1.0,3.1315571206669692,1.0,0.37,0.25,3.1315571206669692,0.0001219960139574594,8.077691025891494e-05,0.0001219960139574594,8.077691025891494e-05,0.00012172526491882607,0.0016021509511687793,0.000735472248837419,0.0005116147939934584,0.00023485832143492109,0.0016021509511687793,0.0005116147939934584,0.00023485832143492109,0.08,PASS,diagnostic_a1_free_surface_eq19_22_oscillator_not_hard_gate,False
