case,station,x,dt,min_real_feedback,max_real_feedback,max_imag_feedback,max_g_dt2_lambda,frozen_step_spectral_radius,matrix_residual
fn167,12,0.2557645563861015,0.006268300337310906,1.1692899270706063,431.8016250819208,1.4103977090076022e-14,0.166381310972515,1.000000000000009,9.715999668901845e-16
fn167,42,0.8951311907918157,0.006268300337310906,1.1692899270706063,431.8016250819208,1.4103977090076022e-14,0.166381310972515,1.000000000000009,9.715999668901845e-16
fn167,80,1.7049955943723871,0.006268300337310927,0.9391556960889632,368.79064985888243,1.0534956958631783e-14,0.14210199367889342,1.0000000000000095,1.0323630485215661e-15
fn226,12,0.2265443603860349,0.00410377722959554,1.1692899270706063,431.8016250819208,1.4103977090076022e-14,0.0713136233354682,1.0000000000000078,9.715999668901845e-16
fn226,42,0.7928656180702187,0.00410377722959554,1.1692899270706063,431.8016250819208,1.4103977090076022e-14,0.0713136233354682,1.0000000000000078,9.715999668901845e-16
fn226,80,1.5102058778035181,0.00410377722959554,0.9367097784961494,368.34051485970303,0.0,0.06083278804454202,1.0000000000000102,1.0139603794463513e-15
fn282,12,0.20806501007381314,0.003015223858714472,1.1692899270706063,431.8016250819208,1.4103977090076022e-14,0.038498523160197314,1.0000000000000095,9.715999668901845e-16
fn282,42,0.7281911257020609,0.003015223858714472,1.1692899270706063,431.8016250819208,1.4103977090076022e-14,0.038498523160197314,1.0000000000000095,9.715999668901845e-16
fn282,80,1.3870175388311747,0.003015223858714479,0.9329401069950403,367.7198197765176,0.0,0.032785124408561746,1.0000000000000089,1.039458424677681e-15
