coarse_cfl,fine_cfl,pseudo_time_relative_difference,kinematic_rms_relative_change,root_body_eta_relative_change,interface_s_lambda_relative_change,measured_s_lambda_relative_change,solved_dipole_coefficient_relative_change,body_vertical_force_coefficient_relative_change,computed_pressure_peak_relative_change,computed_peak_eta_relative_change,free_surface_nrmse_relative_change,pressure_nrmse_relative_change,kinematic_rms_trajectory_relative_l2,root_body_eta_trajectory_relative_l2,free_surface_eta_relative_l2,pressure_curve_relative_l2
0.25,0.2,1.731258786632326e-05,0.00016468917323356384,1.7823397521885413e-05,0.003109488760014196,0.0015542599648271582,1.7874935749893992e-05,0.0001180655430935027,2.9336654163896116e-05,1.9173000802245437e-05,9.750915932054507e-06,0.0007213097890297369,0.003765988820731672,3.373487230176598e-05,0.00012387449118169593,0.00041512437135691294
