run,pseudo_cfl,accepted_steps,added_pseudo_time,root_relative_mismatch,kinematic_rms,root_body_eta,interface_s_lambda,measured_s_lambda,solved_dipole_coefficient,body_vertical_force_coefficient,computed_pressure_peak,computed_peak_eta,free_surface_nrmse,pressure_nrmse
self_similar_wedge_20deg_late_dt_cfl025_4steps_v78b,0.25,4,0.004162433585789521,0.012811848762784232,0.14405867731459826,0.4582627223894047,2.148814343836068,2.1212840594435387,7.468827201102996,37.237140331269224,15.826624994403526,0.41269201231473585,0.22290679433143623,0.24334211446882548
self_similar_wedge_20deg_late_dt_cfl020_5steps_v78a,0.2,5,0.0041623615232923294,0.017411075209478846,0.1440349524101342,0.4582708903336558,2.155516899406794,2.1179870325559196,7.468960708295775,37.24153727359307,15.827089308248983,0.41269992501072916,0.22290462078602402,0.24316658941957592
