title,station_index,frequency_index,omega_rad_s,quantity,orientation,row_mode,col_mode,heading_index,wave_heading_rad,wave_heading_deg,force_real,force_imag,complex_added_mass_real_per_m,complex_added_mass_imag_per_m,added_mass_per_m,damping_over_omega_per_m,damping_per_m,pdstrip_convention_damping_per_m,radiation_storage_convention,complex_added_mass_convention,status
Simple full V smoke case,1,1,0.571741462,radiation,pdstrip_internal_transposed,sway,heave,,,,-1.327266e-05,-1.420460194e-05,-4.060304399265462e-05,-4.345399320618227e-05,-4.060304399265462e-05,-4.345399320618227e-05,-2.4844449605440715e-05,2.4844449605440715e-05,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,1,0.571741462,radiation,pdstrip_internal_transposed,sway,roll,,,,-0.893782794,6.665878027e-05,-2.7342147018502523,0.0002039191381229918,-2.7342147018502523,0.0002039191381229918,0.00011658902616021926,-0.00011658902616021926,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,1,0.571741462,radiation,pdstrip_internal_transposed,heave,sway,,,,1.023351714e-07,8.186813716e-07,3.130585328298963e-07,2.5044682638628298e-06,3.130585328298963e-07,2.5044682638628298e-06,1.431908346713536e-06,-1.431908346713536e-06,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,1,0.571741462,radiation,pdstrip_internal_transposed,heave,heave,,,,5.68828392,-3.29600883,17.401307819718873,-10.082981973821983,17.401307819718873,-10.082981973821983,-5.764858855032626,5.764858855032626,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,1,0.571741462,radiation,pdstrip_internal_transposed,heave,roll,,,,3.411172855e-08,6.395948304e-08,1.0435285880758964e-07,1.9566158581780647e-07,1.0435285880758964e-07,1.9566158581780647e-07,1.1186784113271114e-07,-1.1186784113271114e-07,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,1,0.571741462,radiation,pdstrip_internal_transposed,roll,sway,,,,-0.893783092,6.666350237e-05,-2.734215613476641,0.00020393358373028058,-2.734215613476641,0.00020393358373028058,0.00011659728531285003,-0.00011659728531285003,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,1,0.571741462,radiation,pdstrip_internal_transposed,roll,heave,,,,-3.7363003e-07,1.014990403e-06,-1.1429899164950257e-06,3.105006832476026e-06,-1.1429899164950257e-06,3.105006832476026e-06,1.775261145919832e-06,-1.775261145919832e-06,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,1,0.571741462,radiation,pdstrip_internal_transposed,roll,roll,,,,0.05958554894,-4.44421039e-06,0.1822810698787805,-1.3595501578265607e-05,0.1822810698787805,-1.3595501578265607e-05,-7.773111948980884e-06,7.773111948980884e-06,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,1,0.571741462,diffraction_force,as_written_section_force_rows,sway,,1,0.0,0.0,1.978480213e-06,-1.705586328e-06,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,1,0.571741462,diffraction_force,as_written_section_force_rows,heave,,1,0.0,0.0,-5.67406797,3.28777146,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,1,0.571741462,diffraction_force,as_written_section_force_rows,roll,,1,0.0,0.0,-8.954328479e-08,2.217262107e-07,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,1,0.571741462,froude_krylov_force,as_written_section_force_rows,sway,,1,0.0,0.0,-0.000244140625,0.0,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,1,0.571741462,froude_krylov_force,as_written_section_force_rows,heave,,1,0.0,0.0,1002.6687,0.0,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,1,0.571741462,froude_krylov_force,as_written_section_force_rows,roll,,1,0.0,0.0,7.629394531e-06,0.0,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,2,0.700237453,radiation,as_written_section_force_rows,sway,sway,,,,20.1562138,-0.003375251079,41.10723679761945,-0.006883596628443857,41.10723679761945,-0.006883596628443857,-0.004820152170580913,0.004820152170580913,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,2,0.700237453,radiation,as_written_section_force_rows,sway,heave,,,,1.776877525e-06,5.01337945e-06,3.6238217110270466e-06,1.0224448810295371e-05,3.6238217110270466e-06,1.0224448810295371e-05,7.15954199325011e-06,-7.15954199325011e-06,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,2,0.700237453,radiation,as_written_section_force_rows,sway,roll,,,,-1.34374762,0.0002250131802,-2.740482521155712,0.00045889918477977327,-2.740482521155712,0.00045889918477977327,0.0003213383963339648,-0.0003213383963339648,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,2,0.700237453,radiation,as_written_section_force_rows,heave,sway,,,,1.84568089e-05,-1.841058292e-05,3.764141527317547e-05,-3.754714050883148e-05,3.764141527317547e-05,-3.754714050883148e-05,-2.629191403733728e-05,2.629191403733728e-05,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,2,0.700237453,radiation,as_written_section_force_rows,heave,heave,,,,7.85710955,-4.90968275,16.02404429827427,-10.012966393789565,16.02404429827427,-10.012966393789565,-7.0114540845618,7.0114540845618,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,2,0.700237453,radiation,as_written_section_force_rows,heave,roll,,,,-1.694790228e-07,1.114166821e-06,-3.4564102125513004e-07,2.2722679863069266e-06,-3.4564102125513004e-07,2.2722679863069266e-06,1.591127147265001e-06,-1.591127147265001e-06,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,2,0.700237453,radiation,as_written_section_force_rows,roll,sway,,,,-1.34374797,0.0002250126417,-2.740483234957075,0.00045889808654539076,-2.740483234957075,0.00045889808654539076,0.000321337627309118,-0.000321337627309118,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,2,0.700237453,radiation,as_written_section_force_rows,roll,heave,,,,-1.729876971e-07,-2.924471403e-07,-3.527967255320822e-07,-5.96426192259319e-07,-3.527967255320822e-07,-5.96426192259319e-07,-4.1763995777015383e-07,4.1763995777015383e-07,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,2,0.700237453,radiation,as_written_section_force_rows,roll,roll,,,,0.08958319575,-1.500178951e-05,0.18269887774174862,-3.0595136561590426e-05,0.18269887774174862,-3.0595136561590426e-05,-2.1423860500075256e-05,2.1423860500075256e-05,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,2,0.700237453,radiation,pdstrip_internal_transposed,sway,sway,,,,20.1562138,-0.003375251079,41.10723679761945,-0.006883596628443857,41.10723679761945,-0.006883596628443857,-0.004820152170580913,0.004820152170580913,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,2,0.700237453,radiation,pdstrip_internal_transposed,sway,heave,,,,1.84568089e-05,-1.841058292e-05,3.764141527317547e-05,-3.754714050883148e-05,3.764141527317547e-05,-3.754714050883148e-05,-2.629191403733728e-05,2.629191403733728e-05,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,2,0.700237453,radiation,pdstrip_internal_transposed,sway,roll,,,,-1.34374797,0.0002250126417,-2.740483234957075,0.00045889808654539076,-2.740483234957075,0.00045889808654539076,0.000321337627309118,-0.000321337627309118,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,2,0.700237453,radiation,pdstrip_internal_transposed,heave,sway,,,,1.776877525e-06,5.01337945e-06,3.6238217110270466e-06,1.0224448810295371e-05,3.6238217110270466e-06,1.0224448810295371e-05,7.15954199325011e-06,-7.15954199325011e-06,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,2,0.700237453,radiation,pdstrip_internal_transposed,heave,heave,,,,7.85710955,-4.90968275,16.02404429827427,-10.012966393789565,16.02404429827427,-10.012966393789565,-7.0114540845618,7.0114540845618,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,2,0.700237453,radiation,pdstrip_internal_transposed,heave,roll,,,,-1.729876971e-07,-2.924471403e-07,-3.527967255320822e-07,-5.96426192259319e-07,-3.527967255320822e-07,-5.96426192259319e-07,-4.1763995777015383e-07,4.1763995777015383e-07,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,2,0.700237453,radiation,pdstrip_internal_transposed,roll,sway,,,,-1.34374762,0.0002250131802,-2.740482521155712,0.00045889918477977327,-2.740482521155712,0.00045889918477977327,0.0003213383963339648,-0.0003213383963339648,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,2,0.700237453,radiation,pdstrip_internal_transposed,roll,heave,,,,-1.694790228e-07,1.114166821e-06,-3.4564102125513004e-07,2.2722679863069266e-06,-3.4564102125513004e-07,2.2722679863069266e-06,1.591127147265001e-06,-1.591127147265001e-06,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,2,0.700237453,radiation,pdstrip_internal_transposed,roll,roll,,,,0.08958319575,-1.500178951e-05,0.18269887774174862,-3.0595136561590426e-05,0.18269887774174862,-3.0595136561590426e-05,-2.1423860500075256e-05,2.1423860500075256e-05,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,2,0.700237453,diffraction_force,as_written_section_force_rows,sway,,1,0.0,0.0,5.484689609e-06,-3.342253194e-07,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,2,0.700237453,diffraction_force,as_written_section_force_rows,heave,,1,0.0,0.0,-7.82764721,4.8912735,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,2,0.700237453,diffraction_force,as_written_section_force_rows,roll,,1,0.0,0.0,-1.034254353e-07,-4.491152481e-07,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,2,0.700237453,froude_krylov_force,as_written_section_force_rows,sway,,1,0.0,0.0,-0.0001220703125,0.0,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,2,0.700237453,froude_krylov_force,as_written_section_force_rows,heave,,1,0.0,0.0,1001.41223,0.0,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,2,0.700237453,froude_krylov_force,as_written_section_force_rows,roll,,1,0.0,0.0,7.629394531e-06,0.0,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,3,0.808564544,radiation,as_written_section_force_rows,sway,sway,,,,26.9375305,-0.00802510418,41.20295770940969,-0.012274994106907716,41.20295770940969,-0.012274994106907716,-0.009925125012654525,0.009925125012654525,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,3,0.808564544,radiation,as_written_section_force_rows,sway,heave,,,,1.157790484e-05,6.94674236e-06,1.770926713145029e-05,1.0625559446781687e-05,1.770926713145029e-05,1.0625559446781687e-05,8.591450628831928e-06,-8.591450628831928e-06,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,3,0.808564544,radiation,as_written_section_force_rows,sway,roll,,,,-1.79583478,0.0005350135616,-2.74686294994365,0.0008183430605327928,-2.74686294994365,0.0008183430605327928,0.000661683183575262,-0.000661683183575262,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,3,0.808564544,radiation,as_written_section_force_rows,heave,sway,,,,1.849148066e-05,2.83545578e-05,2.8284095886901997e-05,4.3370406426172305e-05,2.8284095886901997e-05,4.3370406426172305e-05,3.506777289507268e-05,-3.506777289507268e-05,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,3,0.808564544,radiation,as_written_section_force_rows,heave,heave,,,,9.83440971,-6.50369978,15.042461571528909,-9.947892847491609,15.042461571528909,-9.947892847491609,-8.043513443992914,8.043513443992914,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,3,0.808564544,radiation,as_written_section_force_rows,heave,roll,,,,-1.041333007e-06,-1.789873522e-06,-1.5927963347951819e-06,-2.7377447621695747e-06,-1.5927963347951819e-06,-2.7377447621695747e-06,-2.213643345212031e-06,2.213643345212031e-06,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,3,0.808564544,radiation,as_written_section_force_rows,roll,sway,,,,-1.79583561,0.0005349990679,-2.7468642194904223,0.0008183208913399579,-2.7468642194904223,0.0008183208913399579,0.0006616652583519666,-0.0006616652583519666,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,3,0.808564544,radiation,as_written_section_force_rows,roll,heave,,,,1.085428494e-07,2.291460248e-07,1.6602436639420321e-07,3.5049589898798417e-07,1.6602436639420321e-07,3.5049589898798417e-07,2.8339855673908946e-07,-2.8339855673908946e-07,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,3,0.808564544,radiation,as_written_section_force_rows,roll,roll,,,,0.119722314,-3.566624218e-05,0.183124189524896,-5.4554171853136424e-05,0.183124189524896,-5.4554171853136424e-05,-4.411056908772889e-05,4.411056908772889e-05,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,3,0.808564544,radiation,pdstrip_internal_transposed,sway,sway,,,,26.9375305,-0.00802510418,41.20295770940969,-0.012274994106907716,41.20295770940969,-0.012274994106907716,-0.009925125012654525,0.009925125012654525,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,3,0.808564544,radiation,pdstrip_internal_transposed,sway,heave,,,,1.849148066e-05,2.83545578e-05,2.8284095886901997e-05,4.3370406426172305e-05,2.8284095886901997e-05,4.3370406426172305e-05,3.506777289507268e-05,-3.506777289507268e-05,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,3,0.808564544,radiation,pdstrip_internal_transposed,sway,roll,,,,-1.79583561,0.0005349990679,-2.7468642194904223,0.0008183208913399579,-2.7468642194904223,0.0008183208913399579,0.0006616652583519666,-0.0006616652583519666,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,3,0.808564544,radiation,pdstrip_internal_transposed,heave,sway,,,,1.157790484e-05,6.94674236e-06,1.770926713145029e-05,1.0625559446781687e-05,1.770926713145029e-05,1.0625559446781687e-05,8.591450628831928e-06,-8.591450628831928e-06,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,3,0.808564544,radiation,pdstrip_internal_transposed,heave,heave,,,,9.83440971,-6.50369978,15.042461571528909,-9.947892847491609,15.042461571528909,-9.947892847491609,-8.043513443992914,8.043513443992914,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,3,0.808564544,radiation,pdstrip_internal_transposed,heave,roll,,,,1.085428494e-07,2.291460248e-07,1.6602436639420321e-07,3.5049589898798417e-07,1.6602436639420321e-07,3.5049589898798417e-07,2.8339855673908946e-07,-2.8339855673908946e-07,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,3,0.808564544,radiation,pdstrip_internal_transposed,roll,sway,,,,-1.79583478,0.0005350135616,-2.74686294994365,0.0008183430605327928,-2.74686294994365,0.0008183430605327928,0.000661683183575262,-0.000661683183575262,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,3,0.808564544,radiation,pdstrip_internal_transposed,roll,heave,,,,-1.041333007e-06,-1.789873522e-06,-1.5927963347951819e-06,-2.7377447621695747e-06,-1.5927963347951819e-06,-2.7377447621695747e-06,-2.213643345212031e-06,2.213643345212031e-06,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,3,0.808564544,radiation,pdstrip_internal_transposed,roll,roll,,,,0.119722314,-3.566624218e-05,0.183124189524896,-5.4554171853136424e-05,0.183124189524896,-5.4554171853136424e-05,-4.411056908772889e-05,4.411056908772889e-05,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,3,0.808564544,diffraction_force,as_written_section_force_rows,sway,,1,0.0,0.0,-9.648260857e-08,1.35075552e-05,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,3,0.808564544,diffraction_force,as_written_section_force_rows,heave,,1,0.0,0.0,-9.78523636,6.47118235,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,3,0.808564544,diffraction_force,as_written_section_force_rows,roll,,1,0.0,0.0,5.849253739e-07,0.0,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,3,0.808564544,froude_krylov_force,as_written_section_force_rows,sway,,1,0.0,0.0,-0.0001220703125,0.0,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,3,0.808564544,froude_krylov_force,as_written_section_force_rows,heave,,1,0.0,0.0,1000.15582,0.0,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,3,0.808564544,froude_krylov_force,as_written_section_force_rows,roll,,1,0.0,0.0,7.629394531e-06,0.0,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,4,0.904002666,radiation,as_written_section_force_rows,sway,sway,,,,33.7513657,-0.01570377685,41.300178444327976,-0.01921607534106114,41.300178444327976,-0.01921607534106114,-0.01737138333837613,0.01737138333837613,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,4,0.904002666,radiation,as_written_section_force_rows,sway,heave,,,,2.157415111e-06,-1.359171529e-05,2.6399414428077396e-06,-1.6631631200674675e-05,2.6399414428077396e-06,-1.6631631200674675e-05,-1.5035038945338688e-05,1.5035038945338688e-05,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,4,0.904002666,radiation,as_written_section_force_rows,sway,roll,,,,-2.25009108,0.001046882244,-2.753345270410514,0.001281027377431382,-2.753345270410514,0.001281027377431382,0.0011580521644169576,-0.0011580521644169576,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Simple full V smoke case,1,4,0.904002666,radiation,as_written_section_force_rows,heave,sway,,,,1.863804391e-05,1.189106479e-05,2.280661903219579e-05,1.4550614102115144e-05,2.280661903219579e-05,1.4550614102115144e-05,1.3153793940249286e-05,-1.3153793940249286e-05,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
