iteration,step_factor,exact_objective,exact_relative_decrease,low_mode_objective,predicted_low_mode_objective,trust_ratio,maximum_displacement_ratio,condition_number,condition_number_ratio,dipole_coefficient,root_relative_mismatch,accepted,rejection_reason
1,1.0,0.0012665725153392345,0.004681516267870141,0.0012665653495639376,0.0012665847628121588,1.00326540794305,0.011576421005459681,147785.9824583935,0.9999865339011942,8.23338282919156,0.0011381808388887108,False,root_mismatch
1,0.5,0.0012686611363882938,0.003040202319821979,0.0012686575727610604,0.001268673673407842,1.0041752501559886,0.005788510433409379,147786.97785016676,0.9999932691703494,8.233637729135301,0.0010638896155924665,False,root_mismatch
1,0.25,0.0012703729272597027,0.0016950151521209168,0.001270371166635336,0.0012703808664652825,1.004513609893549,0.002894423237988476,147787.4754344807,0.9999966360499758,8.23376509180075,0.0010267780906397768,True,
1,0.125,0.0012713957510942305,0.000891243196091542,0.0012713948932826407,0.0012714001474339023,1.004650772740614,0.0014473469258846523,147787.72419902068,0.9999983193029202,8.233828751509728,0.0010082308529983472,True,
2,1.0,0.0012661633496561465,0.0033136550010055372,0.0012661577119182602,0.00126618097556799,1.0055495987169647,0.008978516551046742,147785.67194374252,0.9999877967281539,8.23334009177246,0.0011413493498183245,False,root_mismatch
2,0.5,0.0012677323084232545,0.0020786170578620516,0.0012677294886406726,0.001267745065958458,1.0059277549305614,0.004489373579863452,147786.5738032388,0.9999938991363155,8.233552785306083,0.0010840371124361775,False,root_mismatch
2,0.25,0.0012689185548546058,0.0011448389475947837,0.001268917145266987,0.001268926025245233,1.0061372353878788,0.002244720869996014,147787.02466779554,0.9999969498992805,8.233659079227222,0.0010554013063519003,True,
2,0.125,0.0012696121474333594,0.0005988633809950288,0.0012696114436382795,0.001269616233411506,1.0063298693889149,0.0011223742880042934,147787.25008417605,0.9999984751731905,8.233712212893334,0.0010410884816101956,True,
3,1.0,0.0012657843472533644,0.002469983269809277,0.0012657798976080017,0.0012658006717224356,1.006662890670772,0.007752359155333536,147785.36949312125,0.9999888002706732,8.233297670881184,0.001144152708087339,False,root_mismatch
3,0.5,0.001267024197593847,0.0014928911343533068,0.0012670219723496803,0.0012670347649839215,1.006790902977174,0.00387617957501846,147786.1971542922,0.9999944006349325,8.23347852074724,0.0010997611486863906,True,
3,0.25,0.0012678894862382622,0.0008109808248973623,0.0012678883740377595,0.001267895447843114,1.0069140424950205,0.001938089786838184,147786.61094610766,0.9999972005547252,8.233568913114807,0.0010775775571089015,True,
3,0.125,0.00126838348477549,0.00042167409174426635,0.001268382929496018,0.0012683866983298224,1.0070861851432966,0.0009690448932498736,147786.81783290367,0.9999986004529672,8.233614100827465,0.0010664888087444952,True,
