outer_panel_index,xi_mid,eta_mid,panel_length,arc_mid,normalized_arc_mid,s_nu,k_contribution,k_fraction,cumulative_k_fraction
0,4.320462054432356,0.4090887648612423,0.01621404277498348,0.00810702138749174,0.0005148087617948624,-0.21323008166455892,0.0007372049809733709,0.20406021470305033,0.20406021470305033
1,4.32908423791101,0.3948954545024034,0.01702496918949079,0.024726527369728878,0.0015701738444081376,0.2448462504682669,0.0010206415633411232,0.28251618196509404,0.4865763966681444
2,4.339444585398935,0.3808821875953608,0.017875912904687503,0.04217696841681802,0.002678304626212536,0.00778123627738081,1.082344303551687e-06,0.0002995956574706848,0.48687599232561507
3,4.351836927587316,0.36742428426921925,0.018770039029780583,0.06049994438405207,0.0038418427642323296,0.04344604607421276,3.5429554589699206e-05,0.009806990868213645,0.49668298319382875
4,4.366200419034508,0.35465272513796875,0.01970828510840431,0.07973910645314451,0.005063560177984527,0.044526503301342224,3.907383321061526e-05,0.010815736464099314,0.507498719657928
5,4.3823176659634395,0.34249656089368563,0.020693843015645818,0.09994017051516957,0.006346359899316878,0.0400393408965809,3.3175310000056475e-05,0.009183010229411774,0.5166817298873398
6,4.400055875109465,0.3308836024366415,0.021728466712652123,0.12115132537931855,0.007693301994313632,0.029347330556477758,1.8713985500521346e-05,0.005180078808127447,0.5218618086954673
7,4.419341172044375,0.3197588313499839,0.02281492550461449,0.14342302148795183,0.009107590146365042,0.024388725954685775,1.3570544782903595e-05,0.003756361328948611,0.5256181700244159
8,4.440144779154137,0.3090915916610958,0.023955659827833722,0.16680831415417594,0.010592593452299836,0.02253936953412472,1.2170030460678774e-05,0.0033686954006601844,0.528986865425076
9,4.462452995327171,0.2988433978368791,0.02515344775079421,0.1913628679434899,0.012151846700626724,0.02056765311244213,1.064062161337221e-05,0.002945351139830515,0.5319322165649065
10,4.486266517283221,0.28897242074569734,0.02641111829844491,0.21714515096810943,0.013789062709533253,0.01800030791861995,8.557495100303812e-06,0.002368736420069542,0.5343009529849762
11,4.511601863740907,0.2794434325956579,0.02773167553783651,0.24421654788625013,0.015508139502520122,0.015963426174798734,7.066889922297579e-06,0.0019561331136461173,0.5362570860986222
12,4.538489035621211,0.2702292780186969,0.029118259311410835,0.27264151531087377,0.017313170177103956,0.014536415821515103,6.152903228982398e-06,0.0017031392711094459,0.5379602253697316
13,4.566967739828316,0.2613063012508368,0.030574172440813844,0.30248773118698613,0.019208452390513466,0.01334512343951988,5.445025290324817e-06,0.0015071968563480941,0.5394674222260798
14,4.597085810958169,0.25265302495727177,0.03210288120173219,0.33382625800825916,0.021198498724204734,0.012249675331282628,4.817183255087933e-06,0.0013334085833214006,0.5408008308094012
15,4.628898643567231,0.24425072273408238,0.03370802527351998,0.3667317112458852,0.023288047379361566,0.011265343770429093,4.277817069135616e-06,0.0011841106505216614,0.5419849414599228
16,4.66246869476452,0.2360836979855001,0.03539342670796068,0.4012824372366256,0.025482073473069678,0.010465170360314469,3.876280684164157e-06,0.0010729643573696862,0.5430579058172925
17,4.697864912746944,0.22813860832938845,0.03716309803924314,0.4375606996102275,0.027785800876754432,0.009771740467594103,3.5485894634250206e-06,0.0009822585935914186,0.5440401644108839
18,4.735162348623781,0.22040383959132304,0.039021253005253484,0.47565287513247584,0.03020471465252634,0.00917530277680223,3.2850502701418347e-06,0.0009093102742609798,0.5449494746851449
19,4.774442025163748,0.2128694198289965,0.04097231571574456,0.5156496594929749,0.032744574121032724,0.008655886321701667,3.069824861081338e-06,0.0008497353333477371,0.5457992100184926
20,4.8157908380761585,0.20552672533026517,0.04302093147024197,0.5576462830859681,0.035411426563883235,0.008193136669669254,2.8878870820064987e-06,0.0007993744931217417,0.5465985845116144
21,4.85930157171787,0.1983684336458705,0.045171978168099,0.6017427379051387,0.03821162163183086,0.007804191893277745,2.7512179008491096e-06,0.00076154411599455,0.5473601286276089
22,4.905072919682065,0.1913881764355968,0.04743057696921486,0.6480440154737956,0.041151826453717406,0.007433035387501508,2.620540092415648e-06,0.0007253721660836208,0.5480855007936924
23,4.953209605840349,0.18458055506031384,0.04980210598714285,0.6966603569519745,0.04423904151867247,0.007131095404611099,2.532562673906161e-06,0.0007010197927635679,0.548786520586456
24,5.003822511891961,0.17794088909231376,0.05229221113309033,0.747707515512091,0.047480617337385136,0.006822323025941213,2.4338934581621512e-06,0.000673707902761523,0.5494602284892175
25,5.057028867345746,0.1714652557927564,0.05490682188181894,0.8013070320195457,0.05088427194826106,0.006584019514544015,2.3801730058275117e-06,0.0006588379448525606,0.5501190664340702
26,5.112952452608244,0.16515030320663815,0.057652162801738606,0.8575865243613244,0.05445810929024921,0.006328649062832592,2.309072834172781e-06,0.0006391572364095284,0.5507582236704798
27,5.171723841173812,0.15899328786806638,0.06053477113544419,0.9166799913299157,0.05821063849995423,0.006149523603429019,2.2892216807529813e-06,0.000633662386627587,0.5513918860571073
28,5.233480662182867,0.1529919298697642,0.06356150952296939,0.9787281316591225,0.06215079417091834,0.005952328036456733,2.2519975701604853e-06,0.0006233586580911826,0.5520152447151986
29,5.298367885266283,0.1471444004903832,0.06673958516794612,1.0438786790045804,0.06628795762541735,0.005832160726585434,2.2700868398175806e-06,0.0006283658139641319,0.5526436105291627
30,5.36653813896636,0.14144924623108768,0.07007656429332755,1.1122867537352175,0.0706319792537784,0.005697780371224592,2.2750147180121647e-06,0.0006297298631883918,0.5532733403923511
31,5.438152032473962,0.1359052487858416,0.07358039262082228,1.1841152321922923,0.0751932019629165,0.0056243068435550825,2.327555864983219e-06,0.000644273386371729,0.5539176137787228
32,5.513378530527712,0.13051147027446636,0.0772594121871243,1.2595351345962658,0.0799824858090384,0.0055409056996474915,2.371990348409617e-06,0.0006565729644568334,0.5545741867431797
33,5.592395314307476,0.1252669528543509,0.08112238282719576,1.3387260321034258,0.08501123384638609,0.005481778855401853,2.4377194446299094e-06,0.0006747669455518076,0.5552489536887315
34,5.675389217128153,0.12017100985021589,0.08517850198639342,1.4218764745102204,0.09029141928714278,0.0054279383888488075,2.5095729054957615e-06,0.0006946561663653776,0.5559436098550969
35,5.762556631880818,0.1152228223267613,0.08943742704063129,1.5091844390237328,0.09583561399907228,0.005362474648810345,2.5718746687156047e-06,0.0007119014529642741,0.5566555113080612
36,5.854103997914784,0.11042191473866915,0.09390929846065008,1.6008578017743733,0.10165701844732553,0.005334053250772464,2.6719190122631517e-06,0.0007395939818416334,0.5573951052899029
37,5.950248267566302,0.10576783663025235,0.09860476332131504,1.6971148326653558,0.10776949311816984,0.005288554772177045,2.757858046058364e-06,0.000763382125085686,0.5581584874149885
38,6.051217418822075,0.10126029256273565,0.10353500153555709,1.7981847150937917,0.11418759152210581,0.005290172769008505,2.897523090788167e-06,0.0008020417648733128,0.5589605291798618
39,6.157250998428415,0.09689924408087261,0.10871175159468803,1.9043080916589146,0.12092659484720793,0.005300768811700773,3.0545991025375553e-06,0.0008455208046377454,0.5598060499844996
40,6.268600662845321,0.09268440925985161,0.11414733917094087,2.015737637041729,0.12800254833789426,0.005325580587148104,3.237424984647862e-06,0.000896127474043919,0.5607021774585436
41,6.385530790802873,0.08861565661155205,0.11985470614825178,2.1327386597013254,0.1354322995036002,0.0053753873715218226,3.4631764920234586e-06,0.0009586160657566022,0.5616607935243001
42,6.508319093103779,0.08469254797728296,0.12584744144292712,2.2555897334969144,0.1432335382277827,0.005408100056673304,3.680728860647012e-06,0.001018835114998326,0.5626796286392984
43,6.637257273407323,0.08091438773247965,0.13213981351791118,2.3845833609773335,0.15142483888786004,0.005443274725747849,3.9152022139165e-06,0.0010837379358489684,0.5637633665751474
44,6.7726517367373305,0.07728075040050594,0.13874680420046512,2.520026669836522,0.1600257045812428,0.005495491502955474,4.190212712183885e-06,0.0011598615415901272,0.5649232281167375
45,6.914824306226801,0.07379120429793065,0.1456841444050695,2.662242144139289,0.169056613559334,0.005554700337264906,4.49503996386445e-06,0.001244238500550913,0.5661674666172885
46,7.064112986169688,0.07044533567193545,0.15296835162719238,2.8115683921554195,0.17853906798621708,0.005637050840767044,4.860774684229223e-06,0.0013454748018350623,0.5675129414191235
47,7.220872766330432,0.06724285437247329,0.16061676921188053,2.9683609525749564,0.18849564513460937,0.005742148970101779,5.29590025111367e-06,0.0014659186660151307,0.5689788600851386
48,7.385476455724127,0.0641831767273831,0.16864760767108974,3.132993141016441,0.19895005114048295,0.00584779975546168,5.767202098020915e-06,0.0015963762165634911,0.5705752363017021
49,7.558315567961502,0.061265341628730555,0.1770799880557106,3.3058569388798418,0.20992717744664016,0.005948748188055464,6.266436671586685e-06,0.0017345656169314963,0.5723098019186336
50,7.739801258616471,0.058488355360716004,0.18593398745720596,3.4873639266363,0.22145316006809806,0.006054825130083652,6.816508688480308e-06,0.0018868269509789764,0.5741966288696126
51,7.9303653053593965,0.05585144476327,0.19523068683176564,3.677946263780786,0.23355544182064192,0.0061807768493790105,7.4582031789698285e-06,0.00206444961887002,0.5762610784884826
52,8.130461131518397,0.05335397806812485,0.20499222117286675,3.878057717783102,0.24626283766085139,0.006327218129865253,8.206594883745306e-06,0.0022716063471884115,0.578532684835671
53,8.340564879842397,0.050995208293148256,0.21524183223276877,4.0881747444859196,0.25960560329309584,0.006486808886329215,9.05709423190881e-06,0.002507026731030498,0.5810397115667015
