radius,frequency,discretization,x_m,heave_density_real,heave_density_imag,heave_density_abs
3.0,3,boundary_dense,2.362498275,-303.51585860818636,182.3677495184334,354.0902038903119
3.0,3,boundary_dense,2.3999982,-299.8576956373277,107.48233637246436,318.53899331951783
3.0,3,boundary_dense,2.4374981250000003,-283.0018375933289,46.09777004081241,286.731659368017
3.0,3,boundary_dense,2.4749980500000004,-258.0408033855577,0.20603448866186697,258.04088564038557
3.0,3,boundary_dense,2.512497975,-229.40597751165956,-31.525296747798464,231.5619719494477
3.0,3,boundary_dense,2.5499979,-199.99665423247492,-51.80575576249677,206.59742988311254
3.0,3,boundary_dense,2.5874978250000003,-171.39786314826048,-63.39477002495437,182.7460652334454
3.0,3,boundary_dense,2.6249977500000004,-144.45908378904502,-68.47180713062323,159.8649907293764
3.0,3,boundary_dense,2.662497675,-119.57920751908239,-68.68739149183429,137.9026635741467
3.0,3,boundary_dense,2.6999976,-96.9251959017785,-65.26148252196009,116.84842618350595
3.0,3,boundary_dense,2.737497525,-76.67885931805527,-59.09874496250191,96.81068702607661
3.0,3,boundary_dense,2.7749974500000003,-59.01748622752329,-50.971335964168404,77.98166945242983
3.0,3,boundary_dense,2.8124973750000004,-44.049185322880206,-41.62201992145307,60.60299720270674
3.0,3,boundary_dense,2.8499973,-31.743980892629487,-31.796992969306203,44.930269137873346
3.0,3,boundary_dense,2.887497225,-21.858916002431727,-22.221571298785033,31.170666335328036
3.0,3,boundary_dense,2.9249971500000003,-13.875039937063294,-13.524437633023814,19.37594246855239
3.0,3,boundary_dense,2.9624970750000004,-6.726470376925569,-5.993472666331806,9.00927956796345
3.0,3,boundary_dense,2.999997,-0.0005437663383930022,-0.00041133617785533397,0.0006818205643583713
3.0,4,fine,3e-06,0.006918372009141353,-0.011910383431531323,0.013773928442639973
3.0,4,fine,0.037502925000000006,39.62802705115469,-44.12671878058165,59.308918707961496
3.0,4,fine,0.07500285000000001,2.2909509509768324,-13.036015079847717,13.235790321012143
3.0,4,fine,0.11250277500000001,6.650631212147651,-25.081970775375638,25.948721615848246
3.0,4,fine,0.15000270000000002,17.501037965549912,-40.95569610700005,44.53824618774922
3.0,4,fine,0.187502625,33.49404300124969,-57.09329332283883,66.19286259875211
3.0,4,fine,0.22500255000000002,52.65982071756464,-71.50958118503922,88.80696436240666
3.0,4,fine,0.262502475,73.97011672139595,-83.67222630924155,111.68088298057943
3.0,4,fine,0.3000024,97.59181919529735,-93.28485943181474,135.00454871248243
3.0,4,fine,0.337502325,123.70715989666817,-99.66246053537617,158.85863983323424
3.0,4,fine,0.37500225,151.86525146186221,-102.07414824570202,182.9813825001336
3.0,4,fine,0.412502175,181.27887306720606,-99.98852129216546,207.02592642157174
3.0,4,fine,0.4500021,211.08018764842762,-93.03685686292101,230.67445101837149
3.0,4,fine,0.487502025,240.3572273572904,-81.02429156484843,253.64647162235426
3.0,4,fine,0.52500195,268.1912863378422,-63.92029397882758,275.7034095724719
3.0,4,fine,0.562501875,293.6774140014478,-41.84656676169759,296.6438245511256
3.0,4,fine,0.6000018,315.97904312226956,-15.084801104099235,316.33891148073343
3.0,4,fine,0.637501725,334.2957110187739,15.97264235404855,334.6770797489991
3.0,4,fine,0.67500165,347.94074881828834,50.790699730709115,351.62829787627487
3.0,4,fine,0.712501575,356.3478406833457,88.74942221210135,367.23322766692144
3.0,4,fine,0.7500015,359.0243093380684,129.14570377829187,381.54562964351635
3.0,4,fine,0.7875014250000001,355.64534071524355,171.21796609179864,394.7140740904408
3.0,4,fine,0.8250013500000001,346.0298733616984,214.158641735819,406.9405326197476
3.0,4,fine,0.8625012750000001,330.1242327721158,257.18007251128176,418.47771596619845
3.0,4,fine,0.9000012000000001,307.9899568609348,299.4154303048548,429.54326142059523
3.0,4,fine,0.937501125,279.8441881704205,340.1791652886258,440.4936255489152
3.0,4,fine,0.97500105,246.0753232748608,378.5938607389104,451.5377903498451
3.0,4,fine,1.012500975,207.01040965317225,414.14577365518454,463.00111397406545
3.0,4,fine,1.0500009000000001,163.38279706798352,446.08456653795247,475.0635524654684
3.0,4,fine,1.087500825,115.55962483796756,473.9743921060251,487.85833114231826
3.0,4,fine,1.12500075,64.46796088416626,497.3490298500782,501.50989568838656
3.0,4,fine,1.162500675,10.597868453749825,515.8267520331449,515.9356092855256
3.0,4,fine,1.2000006,-45.21979072678286,529.1532744839978,531.0819309395786
3.0,4,fine,1.2375005250000002,-102.23407268789941,537.1931963219251,546.8348341070831
3.0,4,fine,1.27500045,-159.8138783330403,539.6871133320442,562.8522505991448
3.0,4,fine,1.3125003750000002,-217.1620142743815,536.6858734193866,578.9568785079217
3.0,4,fine,1.3500003,-273.62527867503786,528.0564620971388,594.7389513833268
3.0,4,fine,1.3875002250000001,-328.5061005717329,514.0485728905738,610.0509760697717
3.0,4,fine,1.42500015,-381.1124147748633,494.5760394416202,624.3813990545254
3.0,4,fine,1.4625000750000001,-430.8410162643123,469.9645288279039,637.5661845268295
3.0,4,fine,1.5,-477.0660484176372,440.3635559052734,649.239613642264
3.0,4,fine,1.537499925,-519.4517731912715,406.1513171680609,659.3853479634705
3.0,4,fine,1.5749998500000002,-557.2182459379426,367.6700226294015,667.5877613815745
3.0,4,fine,1.612499775,-589.8655145243091,325.3807899333305,673.657170734986
3.0,4,fine,1.6499997000000002,-616.960733227946,279.8023364303549,677.4436462297438
3.0,4,fine,1.687499625,-638.097934625179,231.50570853707464,678.7958951394537
3.0,4,fine,1.7249995500000002,-652.966388833202,181.15680493491334,677.6303512388585
3.0,4,fine,1.762499475,-661.345596097392,129.50992606611715,673.9071289332572
3.0,4,fine,1.7999994000000001,-663.0888582731711,77.35543987572086,667.5857233677065
3.0,4,fine,1.8374993250000002,-658.14039274679,25.48776957190733,658.6337396175886
3.0,4,fine,1.8749992500000001,-646.6245830930897,-25.181371637972134,647.1147138938209
3.0,4,fine,1.9124991750000002,-628.8106630318745,-73.75507311711412,633.1213633681116
3.0,4,fine,1.9499991,-605.0465800123959,-119.38476341834485,616.7123200659695
3.0,4,fine,1.9874990250000002,-575.9078448322059,-161.20845576486133,598.0451587876684
3.0,4,fine,2.02499895,-542.0721790143175,-198.48719563968172,577.2689270125628
3.0,4,fine,2.062498875,-504.37044542619844,-230.5765992142825,554.5765180068894
3.0,4,fine,2.0999988000000003,-463.77055340953564,-256.99504963517256,530.2165423171666
3.0,4,fine,2.1374987250000004,-421.2916221013038,-277.4479553985983,504.4442474720178
3.0,4,fine,2.17499865,-378.0350549264257,-291.86265037522844,477.5921999334563
3.0,4,fine,2.212498575,-335.0356552393333,-300.41148933991553,449.995503543175
3.0,4,fine,2.2499985000000002,-293.2608059187079,-303.5017241760854,422.03696149264783
3.0,4,fine,2.2874984250000003,-253.53076095631016,-301.7661124938703,394.1327611360782
3.0,4,fine,2.32499835,-216.4223837884844,-295.9919122524061,366.67405188194886
3.0,4,fine,2.362498275,-182.20323251113297,-287.0230001332667,339.9709113189056
3.0,4,fine,2.3999982,-150.90192850537682,-275.66103628674824,314.2616727399728
3.0,4,fine,2.4374981250000003,-122.30714426571326,-262.5499442407788,289.640312731619
3.0,4,fine,2.4749980500000004,-96.07457849957603,-248.05363542577822,266.00926803744284
3.0,4,fine,2.512497975,-71.91263941997886,-232.28874930636022,243.16556245213044
3.0,4,fine,2.5499979,-49.69403260611192,-215.14250604203716,220.8071438670074
3.0,4,fine,2.5874978250000003,-29.56844097137805,-196.43515269101272,198.64808560421454
3.0,4,fine,2.6249977500000004,-11.945797723817982,-176.08916046911085,176.4938937129969
3.0,4,fine,2.662497675,2.607017908769863,-154.27419188501625,154.29621778952153
3.0,4,fine,2.6999976,13.538555042598805,-131.48344931251887,132.1786288163075
3.0,4,fine,2.737497525,20.510162089628935,-108.48921524528393,110.41094408381987
3.0,4,fine,2.7749974500000003,23.502653351341863,-86.24463969632166,89.38966713721268
3.0,4,fine,2.8124973750000004,22.89856079519108,-65.7173919756141,69.5925261401508
3.0,4,fine,2.8499973,19.49204164515777,-47.66029299511593,51.49216654867866
3.0,4,fine,2.887497225,14.36233488663542,-32.46255408289358,35.497803889545835
3.0,4,fine,2.9249971500000003,8.718430918146016,-20.029103936788594,21.844359505033896
3.0,4,fine,2.9624970750000004,3.672495854955973,-9.366068232368699,10.06034094541805
3.0,4,fine,2.999997,0.0002220145705793986,-0.0007367862966267678,0.0007695092698899358
3.0,4,boundary_dense,3e-06,-1.0915552120555096e+16,2.0838503154264536e+16,2.3524295777065204e+16
3.0,4,boundary_dense,0.037502925000000006,2.3509017624111097e+20,-2.6136730080202614e+20,3.5153983685154865e+20
3.0,4,boundary_dense,0.07500285000000001,3.176389367274553e+20,-2.118859245161619e+20,3.8182474924160824e+20
3.0,4,boundary_dense,0.11250277500000001,-1.471559899648437e+21,5.176973952773633e+20,1.5599676699631582e+21
3.0,4,boundary_dense,0.15000270000000002,-1.6657443940743216e+21,1.474344170411119e+20,1.6722563480873025e+21
3.0,4,boundary_dense,0.187502625,1.0815570846775686e+21,1.764503228532712e+20,1.095856032447358e+21
3.0,4,boundary_dense,0.22500255000000002,2.0053313755780796e+21,8.756819616141578e+20,2.188189393945207e+21
3.0,4,boundary_dense,0.262502475,6.347489472452786e+18,4.943834311087147e+18,8.045627402408185e+18
3.0,4,boundary_dense,0.3000024,-9.274635258362462e+20,-1.1973009501078883e+21,1.5145026103925518e+21
3.0,4,boundary_dense,0.337502325,-2.4678038825597377e+20,-5.692274143465233e+20,6.204195429476716e+20
3.0,4,boundary_dense,0.37500225,5.879944669856773e+19,3.665013866503926e+20,3.711881481792196e+20
3.0,4,boundary_dense,0.412502175,-3.5068164689092997e+19,3.846364710000194e+20,3.8623178403390115e+20
3.0,4,boundary_dense,0.4500021,-4.168239604427483e+19,1.1749130346177315e+20,1.2466606807442932e+20
3.0,4,boundary_dense,0.487502025,9.143463923491696e+19,-1.3628937510305828e+20,1.6411912447366254e+20
3.0,4,boundary_dense,0.52500195,2.0887412827884413e+19,-1.868761915814789e+19,2.802697137477481e+19
3.0,4,boundary_dense,0.562501875,3.5925292511404556e+19,-1.869765856262305e+19,4.049974169984805e+19
3.0,4,boundary_dense,0.6000018,-1.5503199873738093e+19,3.628002779868069e+18,1.592204793661303e+19
3.0,4,boundary_dense,0.637501725,-2.282844547491675e+19,-4.5933810230675904e+17,2.2833066248173453e+19
3.0,4,boundary_dense,0.67500165,1.9166786435773084e+19,5.306951268185026e+18,1.988792181293525e+19
3.0,4,boundary_dense,0.712501575,-2.545340433940474e+19,-1.4577564397576106e+19,2.9332254878046904e+19
3.0,4,boundary_dense,0.7500015,2.101415742765594e+19,2.0381469366536847e+19,2.9274547066238054e+19
3.0,4,boundary_dense,0.7875014250000001,-1.3276624979334009e+19,-2.1621641534806536e+19,2.537250782838675e+19
3.0,4,boundary_dense,0.8250013500000001,6.790690004877492e+18,2.189954608781121e+19,2.292822691780833e+19
3.0,4,boundary_dense,0.8625012750000001,-9.553170718444268e+17,-1.88329069700101e+19,1.8857121085913735e+19
3.0,4,boundary_dense,0.9000012000000001,-3.101522037600284e+18,1.5354137159284546e+19,1.5664257622238046e+19
3.0,4,boundary_dense,0.937501125,5.214519703639772e+18,-1.0813741387866663e+19,1.2005341250597913e+19
3.0,4,boundary_dense,0.97500105,-6.235825649888578e+18,7.413718484780239e+18,9.687556106024909e+18
3.0,4,boundary_dense,1.012500975,6.357676709117059e+18,-4.5530294579618796e+18,7.819854882459019e+18
3.0,4,boundary_dense,1.0500009000000001,-4.4631943961502884e+18,1.7387174444866237e+18,4.789910497033262e+18
3.0,4,boundary_dense,1.087500825,2.2890502971657684e+18,-2.794534658548075e+17,2.3060454250801213e+18
3.0,4,boundary_dense,1.12500075,-8.753767846520932e+17,-1.1312423598172664e+17,8.826559963396196e+17
3.0,4,boundary_dense,1.162500675,2.535030464408539e+17,1.0081574346416325e+17,2.7281423842062515e+17
3.0,4,boundary_dense,1.2000006,-5.633188388066028e+16,-4.094382441390238e+16,6.9639628798412344e+16
3.0,4,boundary_dense,1.2375005250000002,9586481193442232.0,1.156101544542644e+16,1.5018578488046408e+16
3.0,4,boundary_dense,1.27500045,-1195086461861152.8,-2523337181863009.0,2792035491303103.0
3.0,4,boundary_dense,1.3125003750000002,86999193822601.84,446707387798255.44,455100373587325.94
3.0,4,boundary_dense,1.3500003,3796887319661.1064,-65854335642236.375,65963701201482.984
3.0,4,boundary_dense,1.3875002250000001,-2603360181929.1104,8198204928192.554,8601630559463.4
3.0,4,boundary_dense,1.42500015,538944065894.20874,-864869628595.4397,1019048664504.9857
3.0,4,boundary_dense,1.4625000750000001,-79916903245.31583,76559778293.58151,110671184491.1923
3.0,4,boundary_dense,1.5,9644171758.57983,-5455357080.464196,11080206215.786762
3.0,4,boundary_dense,1.537499925,-1024798771.5198956,279746654.95343554,1062295021.6706861
3.0,4,boundary_dense,1.5749998500000002,104634886.3383224,-2072359.0042618802,104655406.50571376
3.0,4,boundary_dense,1.612499775,-10768325.742382437,-2450961.4040697864,11043733.566973444
3.0,4,boundary_dense,1.6499997000000002,1112378.1936209244,553511.755361292,1242481.5930091238
3.0,4,boundary_dense,1.687499625,-117394.46194095122,-95513.46500514488,151341.6059505597
3.0,4,boundary_dense,1.7249995500000002,11015.162940855173,14175.480146076141,17952.10438877259
3.0,4,boundary_dense,1.762499475,-2178.656174023602,-2468.2858479651322,3292.2602800927075
3.0,4,boundary_dense,1.7999994000000001,-390.6401554971089,1304.3831411889273,1361.6222347276423
3.0,4,boundary_dense,1.8374993250000002,-1035.7482287878893,1508.517811270267,1829.863486809026
3.0,4,boundary_dense,1.8749992500000001,-2025.8834003301247,2921.5570686579513,3555.2354714081016
3.0,4,boundary_dense,1.9124991750000002,-3273.483914770895,3052.0094785900337,4475.540056536997
3.0,4,boundary_dense,1.9499991,-5291.083183140387,3215.2323549046896,6191.387594629896
3.0,4,boundary_dense,1.9874990250000002,-6428.819933336166,2114.3283564807634,6767.577863185548
3.0,4,boundary_dense,2.02499895,-6991.412622911431,546.699425376487,7012.754859932883
3.0,4,boundary_dense,2.062498875,-6482.414322340553,-1016.2003787941684,6561.582023898455
3.0,4,boundary_dense,2.0999988000000003,-4606.0877041101485,-1806.7636014440056,4947.771078926106
3.0,4,boundary_dense,2.1374987250000004,-2462.3340385896604,-1545.34340091713,2907.090494696611
3.0,4,boundary_dense,2.17499865,-1053.0188894830467,-814.6823663264414,1331.3737790760936
3.0,4,boundary_dense,2.212498575,-457.324852748562,-227.7939675436547,510.916933161129
3.0,4,boundary_dense,2.2499985000000002,-308.3085148478267,39.26780532072512,310.79913266027455
3.0,4,boundary_dense,2.2874984250000003,-303.8227528610686,83.30332940706377,315.0360453128812
3.0,4,boundary_dense,2.32499835,-312.42746792356604,28.275348889714433,313.704348181478
3.0,4,boundary_dense,2.362498275,-299.0383083405022,-52.34212479132712,303.5845975717809
3.0,4,boundary_dense,2.3999982,-264.58412609269817,-123.344141239692,291.92214194609136
3.0,4,boundary_dense,2.4374981250000003,-218.3951775401189,-173.27369793838983,278.78347865328107
3.0,4,boundary_dense,2.4749980500000004,-169.0866473282827,-201.50791533078998,263.0508206519795
3.0,4,boundary_dense,2.512497975,-122.70591602946237,-211.61253961736986,244.6152259201017
3.0,4,boundary_dense,2.5499979,-82.31171659416397,-208.33878586602225,224.00952744204037
3.0,4,boundary_dense,2.5874978250000003,-48.898867215246085,-195.96308100813928,201.97185034835135
3.0,4,boundary_dense,2.6249977500000004,-22.521169582708325,-177.77653127311385,179.19737205348056
3.0,4,boundary_dense,2.662497675,-2.7430883947280353,-156.19439086938385,156.21847609357593
3.0,4,boundary_dense,2.6999976,11.057972235387414,-132.95769138536136,133.4167397611094
3.0,4,boundary_dense,2.737497525,19.461502179681922,-109.44035058291865,111.15727777703944
3.0,4,boundary_dense,2.7749974500000003,23.10345150133151,-86.80251728971368,89.82453161083234
3.0,4,boundary_dense,2.8124973750000004,22.775750532876494,-66.01416524105173,69.83269166234899
3.0,4,boundary_dense,2.8499973,19.4717319662262,-47.798800816756355,51.61272813254986
3.0,4,boundary_dense,2.887497225,14.368266256079982,-32.52026561486149,35.552985118928476
3.0,4,boundary_dense,2.9249971500000003,8.725212509238375,-20.05154453346208,21.867642111320162
3.0,4,boundary_dense,2.9624970750000004,3.6754220386545295,-9.373890068033912,10.068691184548875
3.0,4,boundary_dense,2.999997,0.0002221639535911764,-0.0007373043085245449,0.0007700483527961862
4.5,2,fine,3e-06,-0.0007811373874488086,-0.0009275856152743791,0.0012126791379974747
4.5,2,fine,0.037502925000000006,-6.7703602501084985,0.6752519153631023,6.8039505484277845
4.5,2,fine,0.07500285000000001,-11.942077818204686,14.363104523833645,18.67918612195475
4.5,2,fine,0.11250277500000001,-15.190508209833888,23.905290869054024,28.323390884692966
4.5,2,fine,0.15000270000000002,-16.910880345800855,34.58988250663421,38.50243947976223
4.5,2,fine,0.187502625,-17.54067642271131,46.35159259505315,49.55951437881576
4.5,2,fine,0.22500255000000002,-17.426264852766273,59.06786591489717,61.5847991833945
4.5,2,fine,0.262502475,-16.858710230115932,72.59874595792621,74.53049057457307
4.5,2,fine,0.3000024,-16.087209705354816,86.79400515753778,88.27229263699203
4.5,2,fine,0.337502325,-15.327518670944432,101.49520169765836,102.64603643714892
4.5,2,fine,0.37500225,-14.768743272397465,116.53558994010464,117.4676955615211
4.5,2,fine,0.412502175,-14.57438867682444,131.74731631565086,132.5510021149569
4.5,2,fine,0.4500021,-14.888825151984605,146.9594205581205,147.71170706882006
4.5,2,fine,0.487502025,-15.835071486640974,162.00235727055238,162.7744244351757
4.5,2,fine,0.52500195,-17.51853558766156,176.71313061715995,177.57936147439432
4.5,2,fine,0.562501875,-20.031737921564044,190.9353225621234,191.98324907673674
4.5,2,fine,0.6000018,-23.442344464141723,204.53844020053356,205.87743206491263
4.5,2,fine,0.637501725,-27.81554365302945,217.38511571853223,219.15746166780002
4.5,2,fine,0.67500165,-33.18429925435102,229.3703017383487,231.75835052170925
4.5,2,fine,0.712501575,-39.56910411233751,240.4174598631697,243.6519423425798
4.5,2,fine,0.7500015,-46.983936460090376,250.44233231132395,254.81140496222187
4.5,2,fine,0.7875014250000001,-55.41670691424261,259.4075876538764,265.2608300100538
4.5,2,fine,0.8250013500000001,-64.83456505722637,267.3064827264354,275.0568605465746
4.5,2,fine,0.8625012750000001,-75.1949136073849,274.141525333621,284.26721749907506
4.5,2,fine,0.9000012000000001,-86.44145005057047,279.9263809812907,292.9691162155629
4.5,2,fine,0.937501125,-98.48896938087836,284.7344141650989,301.286846210799
4.5,2,fine,0.97500105,-111.2520276361401,288.62447630037684,309.3236201340261
4.5,2,fine,1.012500975,-124.6145877500459,291.6717582115527,317.1769380303876
4.5,2,fine,1.0500009000000001,-138.46231566827188,293.97912526886614,324.95467215300636
4.5,2,fine,1.087500825,-152.67928758566745,295.6535623860482,332.74914546731424
4.5,2,fine,1.12500075,-167.11681978833926,296.79823417236514,340.61301100222573
4.5,2,fine,1.162500675,-181.62037798742068,297.4363511346187,348.5030052618912
4.5,2,fine,1.2000006,-196.06356465928766,297.6801861098071,356.4469309578581
4.5,2,fine,1.2375005250000002,-210.33970464036716,297.63726838079,364.45951061451984
4.5,2,fine,1.27500045,-224.26658487182812,297.27264543331086,372.37954671677636
4.5,2,fine,1.3125003750000002,-237.6763813022855,296.57346048532224,380.0603632229865
4.5,2,fine,1.3500003,-250.53137574944992,295.5812517347331,387.4716074914183
4.5,2,fine,1.3875002250000001,-262.72212195317314,294.268866473166,394.4833065403148
4.5,2,fine,1.42500015,-274.0312430789212,292.56444993114644,400.85792938008984
4.5,2,fine,1.4625000750000001,-284.412095229912,290.4190438499925,406.4891892090273
4.5,2,fine,1.5,-293.907987112867,287.73363264149646,411.3059059165195
4.5,2,fine,1.537499925,-302.4147100101942,284.4203489500894,415.15008337641035
4.5,2,fine,1.5749998500000002,-309.7908358832127,280.4377959490689,417.8704576707849
4.5,2,fine,1.612499775,-315.95859358840227,275.7479112292717,419.36469022757205
4.5,2,fine,1.6499997000000002,-320.8659994678136,270.3206816469912,419.5572196263257
4.5,2,fine,1.687499625,-324.45987785894147,264.1208734700018,418.3707066021663
4.5,2,fine,1.7249995500000002,-326.70698341655674,257.15804125543195,415.77362974998397
4.5,2,fine,1.762499475,-327.588695440462,249.48355711366298,411.7722655187818
4.5,2,fine,1.7999994000000001,-327.0892850297578,241.1422117737688,406.3704795878058
4.5,2,fine,1.8374993250000002,-325.2102658681433,232.17841799643202,399.58545370090036
4.5,2,fine,1.8749992500000001,-321.98257501627285,222.71566947448616,391.50357347485135
4.5,2,fine,1.9124991750000002,-317.45912722808345,212.88043956485959,382.22817662980356
4.5,2,fine,1.9499991,-311.69210969426126,202.76709028833585,371.8419881477313
4.5,2,fine,1.9874990250000002,-304.76954102547325,192.5255760506347,360.48657474378484
4.5,2,fine,2.02499895,-296.7852828219353,182.26379901987548,348.28378735286213
4.5,2,fine,2.062498875,-287.8510685157422,172.09866387754158,335.3746975460277
4.5,2,fine,2.0999988000000003,-278.09737116587104,162.13577005417875,321.9101672523404
4.5,2,fine,2.1374987250000004,-267.6479696704753,152.4413178072138,308.01589414107775
4.5,2,fine,2.17499865,-256.64424773781536,143.07729484004085,293.8322347797347
4.5,2,fine,2.212498575,-245.20977135251513,134.05144850861882,279.45951909715234
4.5,2,fine,2.2499985000000002,-233.46620512444207,125.35356542358261,264.99053813223685
4.5,2,fine,2.2874984250000003,-221.52816403682473,116.94889972967903,250.50303912230058
4.5,2,fine,2.32499835,-209.48433383110165,108.7713347629662,236.0400164946141
4.5,2,fine,2.362498275,-197.38509821782338,100.72064457216365,221.5976652437744
4.5,2,fine,2.3999982,-185.26250112246422,92.70821019130837,207.1642019245286
4.5,2,fine,2.4374981250000003,-173.1158361553596,84.64717549809188,192.702457295111
4.5,2,fine,2.4749980500000004,-160.89850255432785,76.46568446913042,178.14412430826243
4.5,2,fine,2.512497975,-148.5564226836595,68.14489581372332,163.44031799415134
4.5,2,fine,2.5499979,-136.01811532277503,59.717945586991306,148.55019596449742
4.5,2,fine,2.5874978250000003,-123.22913714601746,51.290251496440945,133.47700228998306
4.5,2,fine,2.6249977500000004,-110.17269392873504,43.03176020852237,118.27829418011785
4.5,2,fine,2.662497675,-96.88998858753017,35.16123084216949,103.07270270458642
4.5,2,fine,2.6999976,-83.49915147307412,27.92004893423636,88.04338379011526
4.5,2,fine,2.737497525,-70.196276134005,21.53316274026886,73.4247525067697
4.5,2,fine,2.7749974500000003,-57.24655816186053,16.16872471621522,59.48609989172285
4.5,2,fine,2.8124973750000004,-44.9555170482491,11.898820942579105,46.503553121229075
4.5,2,fine,2.8499973,-33.62403677381897,8.66822831336865,34.72339313862941
4.5,2,fine,2.887497225,-23.486702046903716,6.274355079247771,24.310341517562303
4.5,2,fine,2.9249971500000003,-14.638710156196325,4.364996856606787,15.275635259959323
4.5,2,fine,2.9624970750000004,-6.769501791921243,2.3527326700094564,7.166694184026185
4.5,2,fine,2.999997,-0.0004939302796446403,0.00021161055573296598,0.0005373510476843302
4.5,2,boundary_dense,3e-06,54974345.46807353,-1527295.3516987988,54995557.00903863
4.5,2,boundary_dense,0.037502925000000006,-576784302358.6964,-56255178830.899155,579521161471.0067
4.5,2,boundary_dense,0.07500285000000001,-1536730986893.9023,-347234376214.6256,1575472576119.6438
4.5,2,boundary_dense,0.11250277500000001,-298491894822.8637,-108020117377.03403,317436225143.08563
4.5,2,boundary_dense,0.15000270000000002,386257321061.0499,197287551263.04337,433724677597.0062
4.5,2,boundary_dense,0.187502625,356150415459.5182,242206904385.41254,430705587337.7449
4.5,2,boundary_dense,0.22500255000000002,2550631673264.9575,2247131587007.63,3399312033631.1914
4.5,2,boundary_dense,0.262502475,4999854317043.279,5659726715898.603,7551890471286.822
4.5,2,boundary_dense,0.3000024,1625768447446.0728,2383670328820.0625,2885308871023.752
4.5,2,boundary_dense,0.337502325,-3349421641634.2607,-6535845431558.344,7344106537807.715
4.5,2,boundary_dense,0.37500225,-858486248398.5872,-2362288697117.317,2513445151026.3184
4.5,2,boundary_dense,0.412502175,2745892286659.851,12076488870918.498,12384728818159.742
4.5,2,boundary_dense,0.4500021,190735098010.2639,1928669153410.2317,1938077547707.8115
4.5,2,boundary_dense,0.487502025,556122385894.0183,-21039934349142.82,21047282711179.902
4.5,2,boundary_dense,0.52500195,70132315960.35574,-459602384658.30835,464922459906.5599
4.5,2,boundary_dense,0.562501875,-8259971554651.5625,29116415803718.562,30265372942336.016
4.5,2,boundary_dense,0.6000018,3544296549046.7383,-8349859766087.368,9070953430643.838
4.5,2,boundary_dense,0.637501725,21235475843563.31,-36542060475117.11,42264259346044.11
4.5,2,boundary_dense,0.67500165,-16333707213209.379,21422538281630.395,26939100537225.957
4.5,2,boundary_dense,0.712501575,-33058033856992.863,33656752506239.043,47176377475981.71
4.5,2,boundary_dense,0.7500015,43909257377082.805,-34742465761723.105,55991622682428.15
4.5,2,boundary_dense,0.7875014250000001,21382576043714.43,-12944780506459.467,24995637631907.758
4.5,2,boundary_dense,0.8250013500000001,-69717708237066.17,31081596492204.15,76332329208094.27
4.5,2,boundary_dense,0.8625012750000001,52539321996688.39,-15928961068388.271,54900930380002.98
4.5,2,boundary_dense,0.9000012000000001,-5420651355308.74,926995930187.6364,5499343830894.275
4.5,2,boundary_dense,0.937501125,-26091884653974.54,1158554607923.951,26117593564029.86
4.5,2,boundary_dense,0.97500105,31434695847218.086,2539960688865.2295,31537144818580.055
4.5,2,boundary_dense,1.012500975,-22756763897457.32,-4746463133937.304,23246488237289.582
4.5,2,boundary_dense,1.0500009000000001,12474222275418.965,4281451606106.366,13188519599712.072
4.5,2,boundary_dense,1.087500825,-5594025157092.667,-2741139071869.6826,6229523326027.139
4.5,2,boundary_dense,1.12500075,2131939671876.6064,1398684876785.2598,2549801197950.3677
4.5,2,boundary_dense,1.162500675,-705579151451.6315,-601117817287.3884,926922094473.7257
4.5,2,boundary_dense,1.2000006,205273388727.08963,224734340697.05438,304372613761.558
4.5,2,boundary_dense,1.2375005250000002,-52751321915.50844,-74650339438.22684,91407741149.62083
4.5,2,boundary_dense,1.27500045,11931901662.11413,22360734601.690998,25345073075.483982
4.5,2,boundary_dense,1.3125003750000002,-2334462336.1033506,-6106041665.009256,6537083387.376523
4.5,2,boundary_dense,1.3500003,375318173.0009075,1532535542.9297562,1577824109.7561357
4.5,2,boundary_dense,1.3875002250000001,-41157449.782547906,-355765109.15626144,358137890.43547124
4.5,2,boundary_dense,1.42500015,-754204.6220577983,76747103.84008092,76750809.58825187
4.5,2,boundary_dense,1.4625000750000001,2096265.7323795324,-15456389.683854528,15597894.475855174
4.5,2,boundary_dense,1.5,-771089.5624268864,2900141.093064785,3000899.4439945323
4.5,2,boundary_dense,1.537499925,209826.84919104734,-518577.4141226194,559419.199777363
4.5,2,boundary_dense,1.5749998500000002,-52730.98862159965,94121.6046995505,107886.20686737355
4.5,2,boundary_dense,1.612499775,12392.288094211712,-16940.080772998157,20988.929005684
4.5,2,boundary_dense,1.6499997000000002,-3727.483388072727,3918.93643918704,5408.529857802962
4.5,2,boundary_dense,1.687499625,266.71386384488835,-163.42666171057712,312.80114917457234
4.5,2,boundary_dense,1.7249995500000002,-814.9308354671219,627.6544031346655,1028.621561299137
4.5,2,boundary_dense,1.762499475,-547.2612130088929,415.10074574573855,686.8795122746297
4.5,2,boundary_dense,1.7999994000000001,-631.2542149821395,404.4790972049724,749.7234316789537
4.5,2,boundary_dense,1.8374993250000002,-580.4754358141872,344.65503111309283,675.0843073685223
4.5,2,boundary_dense,1.8749992500000001,-538.6093869306142,298.4486895806805,615.7691872789653
4.5,2,boundary_dense,1.9124991750000002,-452.55843910761564,261.29442142000414,522.5743157415376
