case,omega,mode,original_real,original_imag,delta_real,delta_imag,candidate_real,candidate_imag,normal_real,normal_imag,tangent_real,tangent_imag,complex_relative_change
fn167,8.6966,3,-75.1985986307545,-5316.614974822666,-42.87970844738369,-64.63017246354563,-118.0783070781382,-5381.245147286212,80.78634351420531,127.01636287511093,-123.66605196158898,-191.64653533865652,0.014586982764861338
fn167,8.6966,5,1182.009877431386,-831.2270470200319,-27.083558058071066,-43.82585645182169,1154.926319373315,-875.0529034718536,52.14479878801606,90.28002494404595,-79.22835684608715,-134.10588139586764,0.035652885714707365
fn226,10.4354,3,-752.5996965367252,-4696.9233680368925,-84.76823169952486,-71.63581787709595,-837.3679282362501,-4768.559185913989,151.22142460030705,137.03898571830482,-235.98965629983198,-208.6748035954007,0.02333137229658293
fn226,10.4354,5,681.8969195422039,-476.7442746643877,-39.12202365287799,-35.95192987796599,642.774895889326,-512.6962045423537,73.02551022755414,73.53941789821917,-112.14753388043212,-109.49134777618518,0.0638592541342131
fn282,12.10175,3,-1130.2611185600451,-4196.110972243788,-124.41560169009257,-66.06157184874196,-1254.6767202501378,-4262.172544092529,219.99245563052636,128.41580474362706,-344.40805732061904,-194.477376592369,0.0324153805462334
fn282,12.10175,5,448.0067502850793,-184.50434874813885,-40.020605445381406,-24.674949865062104,407.9861448396979,-209.17929861320096,76.29163334296668,53.009063399912854,-116.3122387883481,-77.68401326497495,0.09703778985018095
