step_factor,normalized_objective,normalized_relative_decrease,predicted_normalized_objective,trust_ratio,maximum_grid_objective_ratio,maximum_root_relative_mismatch,maximum_condition_number,maximum_condition_number_ratio,maximum_displacement_ratio,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,dipole_coefficient,feasibility_repair,accepted,rejection_reason
1.0,0.9875916208940996,0.012408379105900424,0.9857349728456288,0.8698461609376033,0.9875916208940996,0.0009307075245088837,253412.67967423788,1.0000509463567229,0.12121334183958989,23.88625139196993,1.0040059586275556,5.91747505017544,7.888445510765411,False,True,
0.75,0.9891845010253569,0.010815498974643067,0.9878757030681422,0.8920516410501521,0.989184501025357,0.0006981428787337985,253408.3662816105,1.000033924270912,0.09092372050537527,23.86216760376463,1.0029936496441303,5.9156559550602825,7.887510386538018,False,True,
0.5,0.9918037158758297,0.008196284124170283,0.9909667843347085,0.9073495450421991,0.9918037158758298,0.0004653265408750307,253404.21237968368,1.0000175315885949,0.060631404340257405,23.838255776122907,1.0019885686441858,5.91356871023697,7.886573945394098,False,True,
0.25,0.9954539245329033,0.004546075467096733,0.9950082166453278,0.9107116924138341,0.9954539245329033,0.00023223843486635078,253400.0546174052,1.000001123672043,0.030336575423496485,23.814515040771628,1.0009906791317738,5.911216364381426,7.885636195949329,False,True,
