case_code,omega_e_rad_s,time_step_s,bem_substeps_per_plane,maximum_harmonic_residual_nrmse,maximum_potential_bvp_relative_residual,maximum_pressure_bvp_relative_residual,maximum_free_surface_pressure_abs_pa,minimum_active_plane_count,maximum_active_plane_count,response_calibration_used
C5,12.102220605156361,0.0014305431266172946,16,0.034750097361967935,2.0506157065745267e-15,3.538451978123681e-15,9.159339953157541e-13,6,11,False
