case_code,fn_b,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,wave_amplitude_m,source_wave_amplitude_m,wave_amplitude_scale,component,heave_force_real_n_per_m,heave_force_imag_n_per_m,pitch_moment_real_nm_per_m,pitch_moment_imag_nm_per_m,response_calibration_used
C5,2.82,3.77,12.102220605156361,1.449,0.032,0.032,1.0,total,5222.170049049396,-2232.0324546521488,2251.237463648611,357.0217017811789,False
C5,2.82,3.77,12.102220605156361,1.449,0.032,0.032,1.0,bem,2934.6836548617707,-2889.787695973445,544.9305650063156,72.4440225731166,False
C5,2.82,3.77,12.102220605156361,1.449,0.032,0.032,1.0,front,2287.4863941876233,657.7552413212957,1706.3068986422966,284.5776792080623,False
C5,2.82,3.77,12.102220605156361,1.449,0.032,0.032,1.0,transom,0.0,0.0,0.0,0.0,False
C5,2.82,3.77,12.102220605156361,1.449,0.032,0.032,1.0,raw_bem,2934.6836548617707,-2889.787695973445,544.9305650063156,72.4440225731166,False
C5,2.82,3.77,12.102220605156361,1.449,0.032,0.032,1.0,resolved_station,3005.268096758741,-2747.661664818873,498.6481126101334,-20.564125698709347,False
C5,2.82,3.77,12.102220605156361,1.449,0.032,0.032,1.0,transom_extrapolation,-70.58444189696898,-142.1260311545721,46.28245239618249,93.00814827182596,False
C5,2.82,3.77,12.102220605156361,1.449,0.032,0.032,1.0,pre_chine_bem,1607.1054320020962,-1096.511623074562,596.289056688336,-385.58053342443463,False
C5,2.82,3.77,12.102220605156361,1.449,0.032,0.032,1.0,post_chine_bem,1327.5782228596754,-1793.2760728988835,-51.35849168202025,458.0245559975512,False
