coefficient,point_count,median_relative_error,nrmse,median_relative_error_limit,nrmse_limit,passed
A33,5,0.10678092446859469,0.11797698406852243,0.1,0.15,False
A35,5,0.8602729467384966,0.7542944289039948,0.1,0.15,False
A53,5,0.09510514130973224,0.1918140997698873,0.1,0.15,False
A55,5,1.3150946056976014,2.0068702420351383,0.1,0.15,False
B33,5,0.14753427753146026,0.14545565847766306,0.1,0.15,False
B35,5,0.13506976449968952,0.1365932299434947,0.1,0.15,False
B53,5,0.5503224982666471,0.5531297413640096,0.1,0.15,False
B55,5,0.2122160040767585,0.21214933748720963,0.1,0.15,False
