node,y_over_Vt,z_over_Vt,supplied_psi_over_V2,similarity_psi_over_V2,difference_over_V2
0,4.451293216433115,0.6201382347727183,-29.52861936695887,-30.599469537405163,1.0708501704462918
1,4.600882587901203,0.36571093457821213,-4.466244034864693,-7.124681545480508,2.6584375106158147
2,4.8599629705152685,0.2207278706905908,-3.076686054284911,-3.2035095729246574,0.1268235186397466
3,5.152103755875206,0.17436899818102133,-0.7356485677602221,-0.5962832549760049,-0.13936531278421727
4,5.44754246283694,0.15567994165794438,-1.2235262147979535,-1.2265289656201257,0.003002750822172162
5,5.741692782491249,0.1235005602016059,-0.38721127792619114,-0.3040531767954663,-0.08315810113072486
6,6.037570782830202,0.11620868988228693,-0.7485006223257914,-0.8125599279276152,0.06405930560182382
7,6.376886382559243,0.07336912173875673,-0.20388268380275232,-0.11934201701219851,-0.0845406667905538
8,6.772649495374803,0.09304776638167775,-0.5295170286608433,-0.5895468359527001,0.06002980729185681
9,7.228745998984781,0.052031208546650484,-0.09467261209449879,-0.06290637577581712,-0.03176623631868167
10,7.756846236683845,0.09073053768728513,-0.4080465360379388,-0.4696390787404037,0.06159254270246495
11,8.363027184013909,0.0011160272330603533,-0.006111167963457782,0.10752142209487651,-0.1136325900583343
12,9.069044748911596,0.07459168712923231,-0.2866373593012739,-0.3959406024084715,0.10930324310719763
13,9.88707497563885,0.010484664268454477,-0.006992225741882817,0.06406479610860773,-0.07105702185049054
14,10.834340059044303,0.06122951098070527,-0.2137852668353143,-0.20680933550582806,-0.006975931329486235
15,11.924883525065143,-0.05195044848887835,0.06234961280183467,-0.04995292764621229,0.11230254044804697
16,13.17968544317164,0.13280743016685828,-0.22859959493427254,-0.28528422556273203,0.05668463062845949
17,14.626125649816501,-0.12141353406555166,0.10372972326177972,0.2071892288322772,-0.10345950557049748
18,16.306182349017835,0.1396278133392537,-0.17276551237925544,-0.35283523495956937,0.18006972258031392
19,18.258825513690212,-0.09339675726786664,0.059741374804255794,0.2883635448573781,-0.2286221700531223
20,20.52611950540581,0.07958424483741798,-0.08414346817323248,-0.2542382611202426,0.17009479294701013
21,23.152923404629387,-0.03971239003944278,0.014724544399303702,0.15511362530110986,-0.14038908090180616
22,26.193352362078944,0.030745118510311864,-0.032325173966253985,-0.11867225607045045,0.08634708210419648
23,29.710832758096327,-0.010073009696824396,-0.0029491566375184465,0.04977265830080237,-0.05272181493832082
24,33.77975489005339,0.009513702772970931,-0.012695547546662104,-0.04062254738501726,0.027926999838355157
25,38.48638649894391,-0.0007111497275634664,-0.005465656212669731,0.008443997776034329,-0.01390965398870406
26,43.93064712984125,0.0029968570436446277,-0.006081613356414693,-0.012403673853420612,0.006322060497005919
27,50.228128275769826,0.0009184002163893121,-0.004082819311876552,-0.0014186940442265966,-0.0026641252676499554
28,57.51254573715876,0.0012404680585873383,-0.0034121061134356544,-0.004441809796422923,0.0010297036829872686
29,65.93857093782266,0.0007935584120010263,-0.002587557023568172,-0.0022237201970083395,-0.0003638368265598325
30,75.68511572301644,0.0006796548010138413,-0.002073896803212389,-0.0021879595493645545,0.0001140627461521655
31,86.95913079115584,0.0005453411428328851,-0.0016951750742710669,-0.0016634789927873054,-3.169608148376147e-05
32,99.99999999999996,0.0005703099289965487,-0.0017527531059413001,-0.0018128761820109319,6.012307606963175e-05
