station,x,exponent,count,potential,field,normalized_rms,passed,solve_residual
12,0.2557645563861015,1.0,48,linear_z,body_phi,0.0001899176812767082,True,3.3157371299440867e-16
12,0.2557645563861015,1.0,48,linear_z,free_q,0.018158440537948697,True,3.3157371299440867e-16
12,0.2557645563861015,1.0,48,quadratic,body_phi,0.0004103603296722149,True,3.207221135104526e-16
12,0.2557645563861015,1.0,48,quadratic,free_q,0.017079335229544367,True,3.207221135104526e-16
12,0.2557645563861015,1.0,72,linear_z,body_phi,0.00022690260526100138,True,3.3066285687252787e-16
12,0.2557645563861015,1.0,72,linear_z,free_q,0.029435983632423786,False,3.3066285687252787e-16
12,0.2557645563861015,1.0,72,quadratic,body_phi,0.00018251609243823485,True,2.940204568081485e-16
12,0.2557645563861015,1.0,72,quadratic,free_q,0.008433129873807697,True,2.940204568081485e-16
12,0.2557645563861015,1.0,96,linear_z,body_phi,0.0002519494602618798,True,3.522659042164531e-16
12,0.2557645563861015,1.0,96,linear_z,free_q,0.03908550724459674,False,3.522659042164531e-16
12,0.2557645563861015,1.0,96,quadratic,body_phi,0.00010783565868517262,True,3.5980346577802907e-16
12,0.2557645563861015,1.0,96,quadratic,free_q,0.004410750325343575,True,3.5980346577802907e-16
12,0.2557645563861015,1.5,48,linear_z,body_phi,0.0001440293235449964,True,2.665500341325646e-16
12,0.2557645563861015,1.5,48,linear_z,free_q,0.010723635065490636,True,2.665500341325646e-16
12,0.2557645563861015,1.5,48,quadratic,body_phi,0.0008836093067420896,True,3.3886499945339427e-16
12,0.2557645563861015,1.5,48,quadratic,free_q,0.02856509405070585,False,3.3886499945339427e-16
12,0.2557645563861015,1.5,72,linear_z,body_phi,0.00017851733671025356,True,3.4141541794347193e-16
12,0.2557645563861015,1.5,72,linear_z,free_q,0.01836820663903813,True,3.4141541794347193e-16
12,0.2557645563861015,1.5,72,quadratic,body_phi,0.00039137444052364675,True,3.120790194502127e-16
12,0.2557645563861015,1.5,72,quadratic,free_q,0.016957273764309357,True,3.120790194502127e-16
12,0.2557645563861015,1.5,96,linear_z,body_phi,0.00020543908718226092,True,3.7986134336348343e-16
12,0.2557645563861015,1.5,96,linear_z,free_q,0.026029675281849154,False,3.7986134336348343e-16
12,0.2557645563861015,1.5,96,quadratic,body_phi,0.000218578358166605,True,3.3875160806323647e-16
12,0.2557645563861015,1.5,96,quadratic,free_q,0.01053078080943908,True,3.3875160806323647e-16
42,0.8951311907918157,1.0,48,linear_z,body_phi,0.0001899176812767082,True,3.3157371299440867e-16
42,0.8951311907918157,1.0,48,linear_z,free_q,0.018158440537948697,True,3.3157371299440867e-16
42,0.8951311907918157,1.0,48,quadratic,body_phi,0.0004103603296722149,True,3.207221135104526e-16
42,0.8951311907918157,1.0,48,quadratic,free_q,0.017079335229544367,True,3.207221135104526e-16
42,0.8951311907918157,1.0,72,linear_z,body_phi,0.00022690260526100138,True,3.3066285687252787e-16
42,0.8951311907918157,1.0,72,linear_z,free_q,0.029435983632423786,False,3.3066285687252787e-16
42,0.8951311907918157,1.0,72,quadratic,body_phi,0.00018251609243823485,True,2.940204568081485e-16
42,0.8951311907918157,1.0,72,quadratic,free_q,0.008433129873807697,True,2.940204568081485e-16
42,0.8951311907918157,1.0,96,linear_z,body_phi,0.0002519494602618798,True,3.522659042164531e-16
42,0.8951311907918157,1.0,96,linear_z,free_q,0.03908550724459674,False,3.522659042164531e-16
42,0.8951311907918157,1.0,96,quadratic,body_phi,0.00010783565868517262,True,3.5980346577802907e-16
42,0.8951311907918157,1.0,96,quadratic,free_q,0.004410750325343575,True,3.5980346577802907e-16
42,0.8951311907918157,1.5,48,linear_z,body_phi,0.0001440293235449964,True,2.665500341325646e-16
42,0.8951311907918157,1.5,48,linear_z,free_q,0.010723635065490636,True,2.665500341325646e-16
42,0.8951311907918157,1.5,48,quadratic,body_phi,0.0008836093067420896,True,3.3886499945339427e-16
42,0.8951311907918157,1.5,48,quadratic,free_q,0.02856509405070585,False,3.3886499945339427e-16
42,0.8951311907918157,1.5,72,linear_z,body_phi,0.00017851733671025356,True,3.4141541794347193e-16
42,0.8951311907918157,1.5,72,linear_z,free_q,0.01836820663903813,True,3.4141541794347193e-16
42,0.8951311907918157,1.5,72,quadratic,body_phi,0.00039137444052364675,True,3.120790194502127e-16
42,0.8951311907918157,1.5,72,quadratic,free_q,0.016957273764309357,True,3.120790194502127e-16
42,0.8951311907918157,1.5,96,linear_z,body_phi,0.00020543908718226092,True,3.7986134336348343e-16
42,0.8951311907918157,1.5,96,linear_z,free_q,0.026029675281849154,False,3.7986134336348343e-16
42,0.8951311907918157,1.5,96,quadratic,body_phi,0.000218578358166605,True,3.3875160806323647e-16
42,0.8951311907918157,1.5,96,quadratic,free_q,0.01053078080943908,True,3.3875160806323647e-16
80,1.7049955943723871,1.0,48,linear_z,body_phi,3.447478704767269e-05,True,3.1693583290344333e-16
80,1.7049955943723871,1.0,48,linear_z,free_q,0.013627420844354216,True,3.1693583290344333e-16
80,1.7049955943723871,1.0,48,quadratic,body_phi,6.573438406701085e-05,True,3.070006510886632e-16
80,1.7049955943723871,1.0,48,quadratic,free_q,0.019401124420302358,True,3.070006510886632e-16
80,1.7049955943723871,1.0,72,linear_z,body_phi,3.901807738608004e-05,True,3.308011679708837e-16
80,1.7049955943723871,1.0,72,linear_z,free_q,0.02278126120041791,False,3.308011679708837e-16
80,1.7049955943723871,1.0,72,quadratic,body_phi,2.537639524647697e-05,True,3.2711724939607415e-16
80,1.7049955943723871,1.0,72,quadratic,free_q,0.010371613632548918,True,3.2711724939607415e-16
80,1.7049955943723871,1.0,96,linear_z,body_phi,4.205249965730398e-05,True,3.8242212682532136e-16
80,1.7049955943723871,1.0,96,linear_z,free_q,0.031115325155788024,False,3.8242212682532136e-16
80,1.7049955943723871,1.0,96,quadratic,body_phi,1.4515838747351323e-05,True,3.418346485035782e-16
80,1.7049955943723871,1.0,96,quadratic,free_q,0.005840301161534839,True,3.418346485035782e-16
80,1.7049955943723871,1.5,48,linear_z,body_phi,2.1503350539207044e-05,True,3.089574040643221e-16
80,1.7049955943723871,1.5,48,linear_z,free_q,0.007980618495063542,True,3.089574040643221e-16
80,1.7049955943723871,1.5,48,quadratic,body_phi,0.00018838804046328114,True,3.389985702570978e-16
80,1.7049955943723871,1.5,48,quadratic,free_q,0.03028413845741464,False,3.389985702570978e-16
80,1.7049955943723871,1.5,72,linear_z,body_phi,2.5781566247742268e-05,True,3.555424741785313e-16
80,1.7049955943723871,1.5,72,linear_z,free_q,0.013764537021142227,True,3.555424741785313e-16
80,1.7049955943723871,1.5,72,quadratic,body_phi,8.161263333806398e-05,True,3.672324882247483e-16
80,1.7049955943723871,1.5,72,quadratic,free_q,0.019226829033985367,True,3.672324882247483e-16
80,1.7049955943723871,1.5,96,linear_z,body_phi,2.941564423308689e-05,True,3.666499166340948e-16
80,1.7049955943723871,1.5,96,linear_z,free_q,0.019910402286158858,True,3.666499166340948e-16
80,1.7049955943723871,1.5,96,quadratic,body_phi,4.5007899668414655e-05,True,3.0101541987957993e-16
80,1.7049955943723871,1.5,96,quadratic,free_q,0.012575667974610481,True,3.0101541987957993e-16
