station,exponent,count,potential,y,computed_q,exact_q
12,1.0,48,linear_z,-1.2499166666666666,-1.087939120038955,-1.0
12,1.0,48,linear_z,-1.20575,-0.9935046922174807,-1.0
12,1.0,48,linear_z,-1.1615833333333332,-1.0023582451426292,-1.0
12,1.0,48,linear_z,-1.1174166666666667,-1.002283111185247,-1.0
12,1.0,48,linear_z,-1.0732499999999998,-1.0023768281596783,-1.0
12,1.0,48,linear_z,-1.0290833333333333,-1.0023648754623349,-1.0
12,1.0,48,linear_z,-0.9849166666666668,-1.0023292739231295,-1.0
12,1.0,48,linear_z,-0.9407500000000001,-1.0022866043475847,-1.0
12,1.0,48,linear_z,-0.8965833333333334,-1.0022440671015467,-1.0
12,1.0,48,linear_z,-0.8524166666666667,-1.002204607758215,-1.0
12,1.0,48,linear_z,-0.80825,-1.0021695106469526,-1.0
12,1.0,48,linear_z,-0.7640833333333333,-1.0021393862635677,-1.0
12,1.0,48,linear_z,-0.7199166666666666,-1.0021146214663197,-1.0
12,1.0,48,linear_z,-0.6757500000000001,-1.0020956194314445,-1.0
12,1.0,48,linear_z,-0.6315833333333334,-1.0020829703119205,-1.0
12,1.0,48,linear_z,-0.5874166666666667,-1.0020776309164625,-1.0
12,1.0,48,linear_z,-0.54325,-1.002081186860214,-1.0
12,1.0,48,linear_z,-0.4990833333333333,-1.0020963148201738,-1.0
12,1.0,48,linear_z,-0.4549166666666667,-1.0021276977597466,-1.0
12,1.0,48,linear_z,-0.41075000000000006,-1.0021840774493724,-1.0
12,1.0,48,linear_z,-0.36658333333333337,-1.0022829324020743,-1.0
12,1.0,48,linear_z,-0.3224166666666667,-1.0024732463667434,-1.0
12,1.0,48,linear_z,-0.27825,-1.0027778343994576,-1.0
12,1.0,48,linear_z,-0.2340833333333333,-1.0056196625657514,-1.0
12,1.0,48,linear_z,0.2340833333333333,-1.00561966256576,-1.0
12,1.0,48,linear_z,0.27825,-1.0027778343994378,-1.0
12,1.0,48,linear_z,0.3224166666666667,-1.002473246366768,-1.0
12,1.0,48,linear_z,0.36658333333333337,-1.0022829324020597,-1.0
12,1.0,48,linear_z,0.41074999999999995,-1.0021840774493893,-1.0
12,1.0,48,linear_z,0.45491666666666664,-1.0021276977597315,-1.0
12,1.0,48,linear_z,0.4990833333333333,-1.0020963148202011,-1.0
12,1.0,48,linear_z,0.54325,-1.0020811868601782,-1.0
12,1.0,48,linear_z,0.5874166666666667,-1.0020776309164734,-1.0
12,1.0,48,linear_z,0.6315833333333334,-1.0020829703119045,-1.0
12,1.0,48,linear_z,0.67575,-1.00209561943144,-1.0
12,1.0,48,linear_z,0.7199166666666666,-1.0021146214663184,-1.0
12,1.0,48,linear_z,0.7640833333333333,-1.0021393862635832,-1.0
12,1.0,48,linear_z,0.8082499999999999,-1.0021695106469557,-1.0
12,1.0,48,linear_z,0.8524166666666666,-1.0022046077581914,-1.0
12,1.0,48,linear_z,0.8965833333333333,-1.0022440671015571,-1.0
12,1.0,48,linear_z,0.94075,-1.0022866043476144,-1.0
12,1.0,48,linear_z,0.9849166666666667,-1.0023292739231096,-1.0
12,1.0,48,linear_z,1.0290833333333333,-1.0023648754623489,-1.0
12,1.0,48,linear_z,1.0732499999999998,-1.0023768281596575,-1.0
12,1.0,48,linear_z,1.1174166666666667,-1.002283111185266,-1.0
12,1.0,48,linear_z,1.1615833333333332,-1.002358245142626,-1.0
12,1.0,48,linear_z,1.20575,-0.9935046922174811,-1.0
12,1.0,48,linear_z,1.2499166666666666,-1.0879391200389459,-1.0
12,1.0,48,quadratic,-1.2499166666666666,-0.10036881975459391,0.0
12,1.0,48,quadratic,-1.20575,0.0004771140979460271,0.0
12,1.0,48,quadratic,-1.1615833333333332,0.0045042834840863365,0.0
12,1.0,48,quadratic,-1.1174166666666667,0.006570745610165821,0.0
12,1.0,48,quadratic,-1.0732499999999998,0.007099924774212239,0.0
12,1.0,48,quadratic,-1.0290833333333333,0.007214873140322056,0.0
12,1.0,48,quadratic,-0.9849166666666668,0.007172986380273494,0.0
