case_code,omega_e_rad_s,time_step_s,bem_substeps_per_plane,maximum_harmonic_residual_nrmse,maximum_potential_bvp_relative_residual,maximum_pressure_bvp_relative_residual,maximum_free_surface_pressure_abs_pa,minimum_active_plane_count,maximum_active_plane_count,response_calibration_used
C8,7.5165146951017485,0.0014305431266172946,16,0.05095195671715879,2.4924401158881516e-15,3.474310540098658e-15,9.003214840319629e-13,5,11,False
