outer_panel_index,xi_mid,eta_mid,panel_length,arc_mid,normalized_arc_mid,s_nu,k_contribution,k_fraction,cumulative_k_fraction,s_nu_left,s_nu_right,k_contribution_linear_exact,k_contribution_endpoint_average,k_contribution_within_panel_slope,s_nu_weak_projected_left,s_nu_weak_projected_right,k_contribution_weak_projected,k_contribution_weak_projection_error,s_nu_endpoint_jump_to_next
0,4.551408213231602,-0.0397873273584756,0.0030170114064747,0.00150850570323735,9.580375967969104e-05,-0.1992529514920054,0.00011978059844923482,0.36685128782471643,0.36685128782471643,-0.4445422999740331,0.0460363969900217,0.00018028863725729133,0.00011978059844923518,6.050803880805614e-05,-0.42788929274676935,0.012730382535494267,0.00017881234779897702,8.366855974527723e-07,-0.053485515866229495
1,4.548574447863446,-0.0409877183210713,0.0031381663347015,0.00458609457382545,0.0002912584960575242,-0.0110394458256712,3.8244633576912797e-07,0.0011713159945532462,0.36802260381926966,-0.0074491188762078,-0.0146297727751343,3.9593045867253044e-07,3.824463357691176e-07,1.3484122903412826e-08,0.012730382535494267,-0.00695851773630894,1.2751312933459025e-07,6.494566331595878e-07,0.0129746287848691
2,4.545633090713313,-0.0422499939284832,0.0032633792515257,0.00778686736693905,0.0004945365259666367,0.0041025040530535,5.492443341364618e-08,0.00016821671782996258,0.3681908205370996,-0.0016551439902652,0.0098601520963725,9.098532999519488e-08,5.492443341365023e-08,3.6060896581544665e-08,-0.00695851773630894,-0.013692164377105883,3.6024824620512285e-07,7.69879160172283e-07,-0.0771933726352926
3,4.542585438626261,-0.0435867323274681,0.0033927496530465,0.011114931819225151,0.0007058987278470054,0.0068256957117445,1.5806862007897418e-07,0.00048411577159738215,0.368674936308697,-0.0673332205389201,0.0809846119624093,6.377594924709322e-06,1.5806862007897882e-07,6.2195263046303425e-06,-0.013692164377105883,0.02411211400634405,4.961583994069196e-07,3.461897366274903e-06,-0.08788534296160061
4,4.539445903429121,-0.0450395005941674,0.0035263801161193,0.014574496703808051,0.0009256123968689972,0.0049675975439358,8.702057154924605e-08,0.00026651735884934317,0.3689414536675463,-0.0069007309991913,0.0168359260870629,2.5259260765257064e-07,8.702057154924605e-08,1.6557203610332454e-07,0.02411211400634405,0.012636566199195159,1.229262222323401e-06,9.981972342662082e-07,-0.0168490164088108
5,4.536202241834941,-0.0465904090062863,0.003664367463448,0.0181698704935917,0.001153951160040976,0.0238877709761027,2.0909818905367797e-06,0.006404037125316918,0.3753454907928633,-1.309032174789948e-05,0.0477886322739533,2.7887399584232746e-06,2.0909818905367797e-06,6.977580678864948e-07,0.012636566199195159,0.0007267633887291556,2.069082449923904e-07,2.173601198698148e-06,-0.10265716546448181
6,4.532856843341186,-0.0482519547210979,0.0038068242109132,0.021905466330772304,0.0013911952918183122,-0.0090861744044268,3.142859452314614e-07,0.0009625615938313626,0.3763080523866946,-0.0548685331905285,0.0366961843816748,2.9740180589963495e-06,3.142859452314647e-07,2.659732113764884e-06,0.0007267633887291556,0.00393079709138315,2.3901920130682823e-08,2.972883765140287e-06,-0.054287675546081104
7,4.529415733140281,-0.0500450071478551,0.0039538383745873,0.025785797623522552,0.0016376314344529934,-0.00281800740732,3.139808587225559e-08,9.616272072934845e-05,0.376404215107424,-0.0175914911644063,0.0119554763497671,3.1904750112874655e-07,3.139808587224664e-08,2.876494152564999e-07,0.00393079709138315,-0.021523049499361572,5.193895005778044e-07,1.1380281608070674e-06,-0.07812632903657579
8,4.525873908373104,-0.0519665291357433,0.0041055294219197,0.02981548152177605,0.0018935528187373825,-0.0276129633775856,3.130366610722614e-06,0.009587354190702157,0.3859915692981261,-0.0661708526868087,0.0109449259316378,5.16494495944524e-06,3.130366610722579e-06,2.0345783487226608e-06,-0.021523049499361572,-0.03459464004563891,3.2907363771447633e-06,2.7835993364127554e-06,-0.0960587174549835
9,4.522242009863113,-0.0540427071935732,0.0042619919226699,0.033999242194070856,0.002159259472113428,-0.0306638341815177,4.007426242367853e-06,0.012273519225221423,0.3982650885233476,-0.0851137915233457,0.0237861231603098,8.219407745148764e-06,4.007426242367918e-06,4.211981502780845e-06,-0.03459464004563891,-0.03252539715193876,4.801695044108402e-06,4.089184859074784e-06,-0.1230212327903337
10,4.518535161190844,-0.0563039245875919,0.0044233269543797,0.038341901632595654,0.002435057634709908,-0.022257625397982,2.1913245260196494e-06,0.006711355885844049,0.4049764444091916,-0.0992351096300239,0.0547198588340598,1.0928181254705263e-05,2.191324526019659e-06,8.736856728685603e-06,-0.03252539715193876,-0.01886083463337627,2.988825332426419e-06,7.306978259230601e-06,-0.140311227656094
11,4.514772753399356,-0.0587829804497852,0.0045896793858349,0.04284840480270295,0.0027212613565640474,-0.0255898962263634,3.0055184490670322e-06,0.009204982508819888,0.4141814269180115,-0.0855913688220342,0.0344115763693064,8.513404065066326e-06,3.0055184490671504e-06,5.507885615999178e-06,-0.01886083463337627,-0.02151377976458177,1.8731118702254065e-06,5.888070252463431e-06,-0.1261699657121359
