frequency_index,omega_e_rad_s,i,j,A,B,C,M
0,16.733999999999998,3,3,67.2083918077237,333.6538179654977,5172.462057024546,32.60032733
0,16.733999999999998,3,5,7.319692230354909,-187.67995124692803,-460.049846202537,0.0
0,16.733999999999998,5,3,7.80536401543051,224.25120528611595,1113.5850944364274,0.0
0,16.733999999999998,5,5,14.100185391792383,18.58224834680254,880.780322777691,11.080492655866367
1,13.7884,3,3,71.89774333810928,382.0768966063496,5172.462057024546,32.60032733
1,13.7884,3,5,10.112254940650914,-160.8236622044833,-460.049846202537,0.0
1,13.7884,5,3,5.236160811109548,211.96450398283378,1113.5850944364274,0.0
1,13.7884,5,5,15.015175614290197,11.30189683337469,880.780322777691,11.080492655866367
2,11.1048,3,3,80.8407601380438,372.69036396369705,5172.462057024546,32.60032733
2,11.1048,3,5,15.852716107991466,-167.49779849857,-460.049846202537,0.0
2,11.1048,5,3,0.696081571960035,225.438323595571,1113.5850944364274,0.0
2,11.1048,5,5,16.22571170646967,19.106408387556165,880.780322777691,11.080492655866367
3,9.86,3,3,86.41266748301376,345.44920873296024,5172.462057024546,32.60032733
3,9.86,3,5,19.554168134145105,-185.44363837316308,-460.049846202537,0.0
3,9.86,5,3,-2.0772210395666773,242.20529241591677,1113.5850944364274,0.0
3,9.86,5,5,17.527364981363164,29.604169316022407,880.780322777691,11.080492655866367
4,8.6966,3,3,92.21207897198515,307.43569559913584,5172.462057024546,32.60032733
4,8.6966,3,5,23.471950893092192,-210.79461577292358,-460.049846202537,0.0
4,8.6966,5,3,-4.943494387857248,263.5836439695415,1113.5850944364274,0.0
4,8.6966,5,5,19.825450929870478,43.362818646217626,880.780322777691,11.080492655866367
5,7.5978,3,3,97.99055407536797,262.4242163534753,5172.462057024546,32.60032733
5,7.5978,3,5,27.426934302729407,-241.16457509404654,-460.049846202537,0.0
5,7.5978,5,3,-7.786194454274794,287.83983060918973,1113.5850944364274,0.0
5,7.5978,5,5,23.786949176633644,59.27894127038139,880.780322777691,11.080492655866367
6,6.560399999999999,3,3,103.48382002375276,214.47871206662592,5172.462057024546,32.60032733
6,6.560399999999999,3,5,31.225520783125727,-273.833810937896,-460.049846202537,0.0
6,6.560399999999999,5,3,-10.479981116315539,313.0640674258489,1113.5850944364274,0.0
6,6.560399999999999,5,5,30.432192693633123,76.07039788758394,880.780322777691,11.080492655866367
7,5.601,3,3,108.38806503287242,168.1755852341053,5172.462057024546,32.60032733
7,5.601,3,5,34.64399808534805,-305.63444089090433,-460.049846202537,0.0
7,5.601,5,3,-12.879571795096124,337.0685116786194,1113.5850944364274,0.0
7,5.601,5,5,41.18865052531186,92.22381225460609,880.780322777691,11.080492655866367
