omega_e_rad_s,F3_real,F3_imag,M5_real,M5_imag
5.601,-1053.9691959772344,-663.712907501292,-122.12488562682326,-221.97179382740228
6.560399999999999,-1106.2486958752133,-811.8618991109878,-89.77865084674248,-283.6647462677971
7.5978,-1130.2428299647008,-963.1700795965868,-37.84283683232074,-349.0438073098602
8.6966,-1121.218466626897,-1105.996900401861,34.801654137181316,-412.5850024229946
9.86,-1076.913722546465,-1229.7913886246977,128.49924787798986,-468.84512784468785
11.1048,-995.9626616508724,-1323.0179767655166,242.9524537480958,-511.7444126056082
13.7884,-742.3485302318376,-1359.119802175926,507.78199886087197,-527.5236901313323
16.733999999999998,-433.33844647896035,-1127.450147282683,751.8512443460211,-419.01186497878945
30.121199999999998,-418.3680687281723,836.1296538057514,90.81147701510804,116.80238371123512
