frequency_index,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,wavelength_m,wave_amplitude_m,heave_response_real_m_per_m,heave_response_imag_m_per_m,pitch_response_real_rad_per_m,pitch_response_imag_rad_per_m,heave_rao_m_per_m,pitch_rao_rad_per_m,pitch_rao_rad_per_wave_slope,point_vertical_rao_m_per_m,heave_phase_lead_deg,pitch_phase_lead_deg,point_phase_lead_deg,fridsma_heave_phase_lag_deg,fridsma_pitch_phase_lead_deg,cg_accel_rao_mps2_per_m,point_accel_rao_mps2_per_m,cg_accel_g,point_accel_g,dynamic_condition_number,equation_relative_residual,heave_finite_length_factor,pitch_finite_length_factor,provider_route,matrix_contract
0,5.653325360619511,16.733999999999998,3.2590219527589674,1.9279358648874623,0.02,-0.027327109154445296,0.18273555649651538,-0.4252821249711437,-0.08484276780071907,0.1847675688610697,0.4336625197870554,0.13306523431667366,0.5449454541009847,-171.4947564367799,-78.71774787808005,-98.51293155244527,171.4947564367799,-78.71774787808005,51.73986292217195,152.5993077088456,0.10551995415798862,0.3112159763198352,4.572814354637105,2.668370699506841e-16,0.2695978042152577,0.5219269295465796,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1
1,5.026988740904382,13.7884,2.576885664439888,2.438286414444119,0.02,-0.03131027555558759,0.36145621825986957,-0.7255144368606449,0.03646534280615927,0.3628097725724781,0.7264302577117706,0.28190240169994796,0.9908036472189635,-175.04924883479495,-92.8773425524575,-114.14743958475391,175.04924883479495,-92.8773425524575,68.97738473159892,188.37156420322452,0.14067471507925522,0.38417107616408164,4.831899482054849,5.905300566605822e-17,0.4894940428178088,0.6767802090148093,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1
2,4.398177939300755,11.1048,1.9725359002056602,3.1853338164970735,0.02,0.13329752974467673,0.7396075135546071,-1.3739359911588347,0.5779389260943416,0.7515234564153412,1.4905413479996759,0.7556472598771304,2.089945167530921,169.7834073205243,-112.81379936534346,-133.3582384515034,-169.7834073205243,-112.81379936534346,92.67530471955024,257.72489680087347,0.18900502153039062,0.5256125115118282,5.919397526920642,1.8367565069106654e-16,0.6769998714695242,0.8000512716987782,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1
3,4.082254547334213,9.86,1.6993368978428782,3.6974335784478054,0.032,0.5804738887967061,1.0727011281019487,-1.9135035366842006,1.5731170993034875,1.2196875197385453,2.4771340684395673,1.4577062803638392,3.4286501264086295,151.5807210317795,-129.4240854962923,-149.862018045264,-151.5807210317795,-129.4240854962923,118.57753279397346,333.33199382939637,0.38692938459179754,1.0876929229187016,7.186152959816015,4.0411850781781867e-16,0.7534797623934294,0.8486300281869192,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1
4,3.7697060489612224,8.6966,1.4490864561878756,4.335963034054446,0.032,1.896500373884009,0.8148276057266853,-1.2065517562845955,4.077042906507824,2.064136065087878,4.251828548060141,2.934144149856637,5.736796906522679,113.25068202762623,-163.51451468166883,175.55094414818916,-113.25068202762623,-163.51451468166883,156.1123683383038,433.8788352670839,0.509409001731042,1.415786504927441,8.705951530033555,4.0711674818577936e-16,0.8167652470796708,0.8882008069702735,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1
5,3.4562341933567957,7.5978,1.2181075901891778,5.158152988935713,0.035,1.7775588093235106,-1.1448360597361857,2.3821686905953356,3.5880201427599747,2.1143237510551436,4.306810445713162,3.535656850347919,5.623081893966404,57.21645559735305,146.41890596752012,124.3345315743619,-57.21645559735305,146.41890596752012,122.05264710803677,324.60120155268163,0.4356067208252856,1.1585038779138501,6.094629646113143,3.314584896624355e-16,0.8682858361332099,0.920031763281077,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1
6,3.140642654793528,6.560399999999999,1.0058109838842562,6.24688476050946,0.035,0.6667103245509286,-1.3739372206090625,2.5492187345289947,1.5627262215538253,1.5271562274494908,2.9900885271184707,2.972813555456813,3.7675571715640754,25.8852263178222,121.50919795090863,97.71875036974848,-25.8852263178222,121.50919795090863,65.72704498979702,162.15132104106524,0.23458026692529008,0.5787191585747716,3.0067684658622857,3.462047432363517e-16,0.909010075698777,0.944964928769037,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1
7,2.8280707658998914,5.601,0.8155674217941496,7.704066076299785,0.045,0.24669308157251835,-1.1900239179667318,2.065162942950865,0.8762879636952136,1.2153248133024503,2.243385516636537,2.7507051614461995,2.73446072524218,11.711586257408953,112.99243704080646,87.15234224733354,-11.711586257408953,112.99243704080646,38.12619899839864,85.7833170381782,0.17495056466050476,0.39363587634085234,1.9094626429547439,2.4373547799380934e-16,0.9395966526422849,0.9635659368031277,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1
